,Team Abreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
0,atl,315,5094.0,994.0,5.1,16.0,8,323.0,362,553,3429,22,8,5.8,197.0,402,1665,9,4.1,97.0,103,880,29.0,164.0,36.0,9.1,28.9,2.95,6.3,31.0,1.84,196.0,75.0,0.38299999999999995,19.0,13.0,0.684,48.0,22.0,0.45799999999999996
1,buf,359,5682.0,1066.0,5.3,25.0,7,348.0,370,573,3688,14,18,6.1,199.0,466,1994,22,4.3,121.0,97,873,28.0,183.0,37.2,13.1,30.3,2.8166666666666664,6.1,31.1,1.9,214.0,82.0,0.38,20.0,11.0,0.55,57.0,30.0,0.52
2,car,327,5074.0,953.0,5.3,21.0,11,282.0,351,550,3665,25,10,6.1,187.0,353,1409,7,4.0,69.0,101,867,26.0,180.0,33.9,11.7,28.1,2.466666666666667,5.5,28.2,1.73,206.0,78.0,0.37,20.0,7.0,0.35,44.0,21.0,0.47
3,chi,320,5106.0,1003.0,5.1,22.0,14,298.0,343,529,3376,18,8,5.9,180.0,432,1730,10,4.0,85.0,118,910,33.0,178.0,33.1,11.2,29.4,2.85,5.8,28.7,1.67,219.0,86.0,0.39,11.0,6.0,0.54,49.0,24.0,0.49
4,cin,349,5425.0,1091.0,5.0,14.0,3,325.0,336,561,3379,20,11,5.6,173.0,489,2046,13,4.2,111.0,106,906,41.0,184.0,37.0,7.6,29.3,2.8666666666666667,6.2,29.4,1.83,241.0,98.0,0.4,19.0,9.0,0.47,56.0,26.0,0.46
5,cle,410,5250.0,1026.0,5.1,13.0,6,315.0,360,525,3684,28,7,6.6,189.0,467,1566,14,3.4,95.0,101,906,31.0,188.0,36.2,6.9,30.5,2.783333333333333,5.6,27.8,2.0,224.0,91.0,0.4,10.0,5.0,0.5,46.0,31.0,0.67
6,clt,404,5873.0,1026.0,5.7,20.0,7,324.0,320,513,3946,23,13,7.3,192.0,488,1927,15,3.9,99.0,102,822,33.0,174.0,39.7,10.3,27.2,2.9,6.1,33.7,2.06,217.0,97.0,0.44,14.0,7.0,0.5,51.0,27.0,0.52
7,crd,361,4973.0,1008.0,4.9,21.0,6,283.0,343,564,3541,24,15,5.9,187.0,407,1432,12,3.5,68.0,129,1128,28.0,200.0,31.5,10.5,28.9,2.3666666666666667,5.2,24.9,1.69,224.0,80.0,0.35,16.0,7.0,0.43,46.0,27.0,0.58
8,dal,332,5089.0,1000.0,5.1,21.0,11,312.0,371,559,3425,28,10,5.7,181.0,403,1664,7,4.1,96.0,107,880,35.0,171.0,31.6,10.5,25.8,2.783333333333333,6.0,29.6,1.77,210.0,90.0,0.42,13.0,4.0,0.3,49.0,28.0,0.57
9,den,382,4640.0,952.0,4.9,17.0,7,266.0,294,491,3210,29,10,6.1,166.0,428,1430,9,3.3,68.0,89,821,32.0,194.0,32.5,8.8,33.2,2.35,5.1,23.8,1.78,209.0,66.0,0.31,21.0,7.0,0.33,41.0,24.0,0.58
10,det,376,5692.0,1037.0,5.5,32.0,13,349.0,366,570,3892,21,19,6.4,205.0,432,1800,18,4.2,109.0,110,971,35.0,192.0,32.3,16.1,27.7,2.5166666666666666,5.6,29.7,1.78,194.0,74.0,0.38,15.0,8.0,0.53,55.0,34.0,0.61
11,gnb,384,5582.0,1014.0,5.5,22.0,11,331.0,348,513,3789,30,11,6.9,211.0,464,1793,10,3.9,95.0,94,832,25.0,174.0,40.2,11.5,30.4,2.9166666666666665,6.0,31.9,2.13,208.0,89.0,0.42,10.0,8.0,0.8,46.0,30.0,0.65
12,htx,436,5546.0,973.0,5.7,16.0,5,301.0,321,501,3799,30,11,7.1,176.0,440,1747,14,4.0,88.0,122,1128,37.0,194.0,39.7,7.7,29.7,2.466666666666667,5.2,28.6,2.1,201.0,71.0,0.35,8.0,5.0,0.62,54.0,33.0,0.61
13,jax,268,4578.0,993.0,4.6,33.0,12,257.0,289,509,2718,17,21,4.8,143.0,429,1860,9,4.3,91.0,112,1050,23.0,205.0,23.9,15.6,28.7,2.2333333333333334,5.0,22.2,1.24,220.0,74.0,0.33,13.0,6.0,0.46,28.0,11.0,0.39
14,kan,339,5842.0,1044.0,5.6,26.0,10,352.0,325,570,3952,23,16,6.6,204.0,443,1890,15,4.3,112.0,107,864,36.0,179.0,33.5,13.4,26.0,2.65,6.0,32.6,1.85,207.0,83.0,0.4,17.0,9.0,0.52,51.0,28.0,0.54
15,mia,393,5371.0,989.0,5.4,15.0,6,319.0,339,528,3603,26,9,6.5,190.0,431,1768,14,4.1,88.0,122,1077,41.0,186.0,36.6,8.1,28.9,2.6333333333333333,5.5,28.5,1.98,203.0,75.0,0.36,8.0,2.0,0.25,51.0,32.0,0.62
16,min,252,4415.0,956.0,4.6,19.0,5,260.0,324,555,3078,13,14,5.2,168.0,364,1337,10,3.7,59.0,105,928,33.0,179.0,27.9,10.1,27.7,2.466666666666667,5.5,24.6,1.35,202.0,51.0,0.25,23.0,9.0,0.39,40.0,16.0,0.4
17,nor,326,5384.0,1002.0,5.4,25.0,5,308.0,329,554,3597,22,20,6.0,172.0,406,1787,11,4.4,92.0,108,850,44.0,177.0,33.3,13.6,25.8,2.6166666666666667,5.9,30.4,1.75,212.0,87.0,0.41,12.0,4.0,0.33,48.0,25.0,0.52
18,nwe,296,5856.0,1022.0,5.7,18.0,6,325.0,367,590,4020,24,12,6.4,204.0,390,1836,6,4.7,98.0,111,1035,23.0,172.0,30.2,9.9,24.8,2.7333333333333334,6.1,34.0,1.6,208.0,82.0,0.39,23.0,10.0,0.43,48.0,21.0,0.43
19,nyg,388,5971.0,1052.0,5.7,19.0,6,313.0,347,561,4038,32,13,6.9,189.0,464,1933,10,4.2,101.0,115,923,23.0,197.0,35.5,9.6,30.1,2.5833333333333335,5.5,30.3,1.92,222.0,88.0,0.39,17.0,5.0,0.29,53.0,29.0,0.54
20,nyj,382,5636.0,1052.0,5.4,20.0,9,329.0,329,558,3749,30,11,6.4,191.0,466,1887,13,4.0,88.0,114,981,50.0,192.0,33.3,10.4,28.4,2.533333333333333,5.7,29.2,1.9,221.0,82.0,0.37,11.0,5.0,0.45,52.0,29.0,0.55
21,oti,356,5248.0,1046.0,5.0,21.0,9,323.0,369,605,3828,27,12,5.9,231.0,398,1420,5,3.6,68.0,119,942,24.0,185.0,37.3,10.8,28.7,2.6333333333333333,5.9,28.3,1.81,214.0,78.0,0.36,16.0,10.0,0.62,56.0,27.0,0.48
22,phi,295,4904.0,976.0,5.0,31.0,12,272.0,363,601,3637,24,19,5.7,177.0,337,1267,7,3.8,62.0,101,917,33.0,188.0,27.1,15.4,28.2,2.3166666666666664,5.3,26.1,1.47,205.0,66.0,0.32,18.0,4.0,0.22,38.0,21.0,0.55
