,Year,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
16,2008,379,5288,1014,5.2,31,14,292,267,452,2956,22,17,6.0,150,519,2332,15,4.5,119,90,692,23,190,34.7,14.7,Own 29.3,2:38,5.52,27.7,1.82,218,86,39.4%,18,9,50.0%,44,19,43.2%
17,2007,365,5379,964,5.6,30,16,294,249,432,2745,12,14,5.8,139,494,2634,22,5.3,131,86,662,24,190,28.4,15.3,Own 27.7,2:29,5.20,28.2,1.57,200,69,34.5%,13,7,53.8%,35,21,60.0%
18,2006,282,4943,1025,4.8,32,12,272,332,540,3123,13,20,5.4,160,442,1820,12,4.1,87,123,903,25,197,23.9,15.7,Own 29.9,2:35,5.33,25.1,1.24,233,77,33.0%,21,15,71.4%,42,19,45.2%
19,2005,306,4613,945,4.9,30,14,285,323,510,3146,18,16,5.6,169,381,1467,10,3.9,83,128,1013,33,190,27.9,14.2,Own 31.6,2:25,5.15,24.3,1.43,196,64,32.7%,9,4,44.4%,51,23,45.1%
20,2004,405,6339,985,6.4,21,9,351,380,552,4516,39,12,7.6,225,387,1823,8,4.7,98,117,884,28,167,38.9,12.0,Own 27.3,2:54,6.03,37.6,2.29,195,102,52.3%,10,6,60.0%,58,33,56.9%
21,2003,416,6294,1055,6.0,24,11,336,333,520,3951,32,13,7.0,194,493,2343,15,4.8,124,127,1029,18,183,35.5,13.1,Own 29.9,2:52,5.91,34.3,2.09,219,102,46.6%,20,8,40.0%,55,31,56.4%
22,2002,390,6192,1080,5.7,41,18,350,337,558,3685,19,23,6.1,191,473,2507,26,5.3,139,137,1139,20,191,35.6,19.9,Own 31.3,2:40,5.81,32.3,2.01,209,92,44.0%,17,8,47.1%,64,36,56.3%
23,2001,290,5185,978,5.3,39,16,288,335,555,3576,23,23,5.9,179,376,1609,10,4.3,88,109,836,21,182,26.4,20.3,Own 29.2,2:34,5.48,28.4,1.52,210,88,41.9%,18,8,44.4%,39,17,43.6%
24,2000,397,5961,958,6.2,28,10,319,307,495,3832,33,18,7.2,193,428,2129,14,5.0,107,106,908,19,174,39.7,14.9,Own 30.9,2:43,5.64,34.1,2.27,188,86,45.7%,13,8,61.5%,46,25,54.3%
25,1999,399,5793,995,5.8,40,19,324,316,530,3989,32,21,7.0,192,422,1804,13,4.3,96,114,955,36,186,34.4,18.8,Own 31.6,2:32,5.51,31.1,2.00,204,89,43.6%,11,6,54.5%,59,30,50.8%
26,1998,556,6264,1008,6.2,20,4,335,327,533,4328,41,16,7.8,210,450,1936,17,4.3,98,116,1045,27,,,,,,,,,,,,,,,,,
27,1997,354,5354,1022,5.2,22,6,293,319,540,3313,26,16,5.8,177,449,2041,14,4.5,96,97,800,20,,,,,,,,,,,,,,,,,
28,1996,298,5204,1030,5.1,32,13,284,331,561,3658,24,19,6.1,186,435,1546,7,3.6,75,106,835,23,,,,,,,,,,,,,,,,,
29,1995,412,5938,1115,5.3,29,13,342,402,642,4205,33,16,6.2,223,433,1733,10,4.0,91,105,797,28,,,,,,,,,,,,,,,,,
30,1994,356,5848,1123,5.2,34,14,325,409,673,4324,18,20,6.1,215,419,1524,11,3.6,92,112,880,18,,,,,,,,,,,,,,,,,
31,1993,277,4824,1008,4.8,24,10,283,315,526,3200,18,14,5.7,182,447,1624,8,3.6,85,109,806,16,,,,,,,,,,,,,,,,,
32,1992,374,4899,995,4.9,32,17,288,258,458,2869,18,15,5.8,157,497,2030,19,4.1,115,99,809,16,,,,,,,,,,,,,,,,,
33,1991,301,5084,969,5.2,26,10,300,284,477,2883,16,16,5.7,158,464,2201,18,4.7,125,88,675,17,,,,,,,,,,,,,,,,,
34,1990,351,5034,1001,5.0,37,13,288,265,497,3167,25,24,5.8,164,455,1867,10,4.1,106,83,565,18,,,,,,,,,,,,,,,,,
35,1989,351,5255,1053,5.0,33,14,326,272,499,3189,17,19,5.9,172,514,2066,12,4.0,126,119,974,28,,,,,,,,,,,,,,,,,
36,1988,406,5595,1068,5.2,30,12,318,294,520,3789,20,18,6.7,187,501,1806,22,3.6,112,118,998,19,,,,,,,,,,,,,,,,,
37,1987,336,4809,980,4.9,33,10,293,232,446,2826,21,23,5.7,136,482,1983,20,4.1,129,96,814,28,,,,,,,,,,,,,,,,,
38,1986,398,5651,1024,5.5,29,14,321,290,519,3913,31,15,7.0,186,461,1738,14,3.8,114,96,890,21,,,,,,,,,,,,,,,,,
39,1985,346,5151,1027,5.0,47,18,317,311,576,3635,22,29,5.9,189,406,1516,19,3.7,95,88,690,33,,,,,,,,,,,,,,,,,
40,1984,276,4716,1041,4.5,41,16,289,281,533,2872,18,25,4.8,150,444,1844,10,4.2,111,90,762,28,,,,,,,,,,,,,,,,,
41,1983,316,5019,1068,4.7,32,10,303,310,555,3211,15,22,5.4,169,470,1808,17,3.8,112,90,748,22,,,,,,,,,,,,,,,,,
42,1982,187,2879,601,4.8,17,5,167,187,334,1967,15,12,5.5,107,245,912,6,3.7,52,62,496,8,,,,,,,,,,,,,,,,,
43,1981,325,5845,1129,5.2,50,21,343,382,709,4333,27,29,5.9,217,391,1512,8,3.9,91,109,865,35,,,,,,,,,,,,,,,,,
44,1980,317,5330,1048,5.1,26,3,324,331,574,3688,22,23,6.0,191,433,1642,14,3.8,100,90,717,33,,,,,,,,,,,,,,,,,
45,1979,259,4903,1090,4.5,41,17,311,315,566,3139,23,24,5.2,168,487,1764,9,3.6,112,96,787,31,,,,,,,,,,,,,,,,,
46,1978,294,4779,1127,4.2,51,17,308,352,592,3243,25,34,5.2,176,505,1536,10,3.0,102,113,817,30,,,,,,,,,,,,,,,,,
47,1977,231,4189,933,4.5,46,24,245,228,388,2368,19,22,5.6,126,510,1821,9,3.6,110,75,556,9,,,,,,,,,,,,,,,,,
48,1976,305,4858,1013,4.8,29,19,294,270,442,2855,17,10,6.0,150,540,2003,18,3.7,125,77,615,19,,,,,,,,,,,,,,,,,
49,1975,377,4955,1031,4.8,26,12,314,281,446,2861,27,14,6.0,156,556,2094,18,3.8,142,90,708,16,,,,,,,,,,,,,,,,,
50,1974,310,4611,907,5.1,22,9,264,234,400,2755,22,13,6.6,136,488,1856,17,3.8,114,56,501,14,,,,,,,,,,,,,,,,,
51,1973,296,4231,868,4.9,26,17,246,179,298,1956,16,9,5.9,99,538,2275,14,4.2,137,55,482,10,,,,,,,,,,,,,,,,,
52,1972,301,4263,883,4.8,32,19,235,218,385,2523,19,13,6.1,127,472,1740,11,3.7,95,51,440,13,,,,,,,,,,,,,,,,,
53,1971,245,3350,846,4.0,30,12,198,157,334,1655,9,18,4.6,95,484,1695,14,3.5,89,70,661,14,,,,,,,,,,,,,,,,,
54,1970,335,3815,881,4.3,31,16,225,173,344,2181,12,15,5.8,111,508,1634,16,3.2,98,60,631,16,,,,,,,,,,,,,,,,,
55,1969,379,4096,869,4.7,30,12,239,176,346,2246,24,18,5.9,117,489,1850,15,3.8,102,67,744,20,,,,,,,,,,,,,,,,,
56,1968,282,3606,817,4.4,31,14,223,154,282,1685,11,17,5.3,89,500,1921,19,3.8,114,65,692,20,,,,,,,,,,,,,,,,,
57,1967,233,3478,825,4.2,37,13,199,150,336,1667,11,24,4.5,85,454,1811,10,4.0,91,100,1075,23,,,,,,,,,,,,,,,,,
58,1966,292,4639,1013,4.6,36,14,279,216,417,2548,18,22,5.5,132,551,2091,15,3.8,126,67,787,21,,,,,,,,,,,,,,,,,
59,1965,383,4824,912,5.3,37,25,277,189,372,2546,21,12,6.3,126,505,2278,19,4.5,130,76,771,21,,,,,,,,,,,,,,,,,
60,1964,355,4306,893,4.8,30,18,258,179,326,2123,23,12,5.7,115,519,2183,14,4.2,124,71,787,19,,,,,,,,,,,,,,,,,
61,1963,309,4011,851,4.7,35,18,223,197,355,2169,16,17,5.3,112,445,1842,17,4.1,97,58,627,14,,,,,,,,,,,,,,,,,
62,1962,254,4080,774,5.3,54,23,223,170,348,2216,22,31,6.4,107,426,1864,7,4.4,102,44,447,14,,,,,,,,,,,,,,,,,
63,1961,285,3886,796,4.9,44,22,236,203,377,1989,22,22,5.3,123,419,1897,14,4.5,104,36,375,9,,,,,,,,,,,,,,,,,
