,Year,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
0,2024,432,5898,1054,5.6,21,9,353,364,548,4043,35,12,6.8,210,457,1855,9,4.1,100,110,845,43,191,41.4,10.5,Own 31.3,2:43,5.74,30.8,2.16,200,80,40.0%,13,6,46.2%,61,34,55.7%
1,2023,344,5912,1071,5.5,34,15,340,424,631,4359,30,19,6.4,220,393,1553,7,4.0,79,89,670,41,179,34.1,18.4,Own 26.6,2:47,6.15,32.9,1.85,223,85,38.1%,29,17,58.6%,51,24,47.1%
2,2022,424,6145,1123,5.5,23,8,382,448,672,4484,30,15,6.2,244,404,1661,18,4.1,93,88,684,45,197,36.0,11.7,Own 29.0,2:34,5.77,30.8,2.04,226,93,41.2%,19,9,47.4%,64,40,62.5%
3,2021,425,6168,1083,5.7,13,6,332,398,604,4238,34,7,6.7,202,449,1930,10,4.3,103,111,1043,27,196,39.3,6.6,Own 28.6,2:34,5.72,31.4,2.08,228,83,36.4%,22,12,54.5%,53,33,62.3%
4,2020,430,6292,1023,6.2,23,10,383,349,516,4009,35,13,7.2,212,468,2283,20,4.9,139,82,650,32,176,39.8,12.5,Own 26.2,2:44,5.94,35.7,2.44,181,74,40.9%,23,13,56.5%,59,42,71.2%
5,2019,407,5656,970,5.8,20,12,314,319,466,3523,26,8,7.1,171,476,2133,19,4.5,106,96,895,37,173,41.6,10.4,Own 29.6,2:40,5.77,32.6,2.29,194,83,42.8%,15,8,53.3%,56,34,60.7%
6,2018,360,5529,1003,5.5,20,10,310,425,606,4036,30,10,6.2,218,357,1493,9,4.2,66,92,779,26,188,32.4,10.6,Own 30.3,2:31,5.52,29.2,1.80,204,73,35.8%,21,9,42.9%,50,27,54.0%
7,2017,382,5710,1055,5.4,14,6,334,357,527,3753,25,8,6.8,196,501,1957,15,3.9,100,100,949,38,185,38.9,7.6,Own 29.4,2:48,5.91,30.9,2.03,216,94,43.5,7,1,14.3,57,33,57.9
8,2016,327,5041,1006,5.0,16,11,303,414,588,3836,20,5,6.1,209,380,1205,9,3.2,66,103,882,28,174,32.8,7.5,Own 31.2,2:49,5.96,28.9,1.67,213,81,38.0%,18,8,44.4%,50,23,46.0%
9,2015,365,5139,973,5.3,17,8,297,294,454,2928,14,9,5.9,153,474,2211,18,4.7,113,88,797,31,172,38.4,9.3,Own 30.2,2:50,5.88,29.9,1.90,199,76,38.2%,11,5,45.5%,44,22,50.0%
10,2014,325,5048,981,5.1,20,2,288,322,517,3244,17,18,5.7,171,413,1804,12,4.4,90,100,836,27,176,31.8,10.8,Own 27.3,2:37,5.77,28.5,1.64,211,82,38.9%,12,6,50.0%,39,21,53.8%
11,2013,391,5508,1013,5.4,32,13,309,325,546,3427,18,19,5.8,173,423,2081,23,4.9,106,70,695,30,195,34.4,14.9,Own 28.1,2:20,5.35,28.3,1.87,214,78,36.4%,19,10,52.6%,48,25,52.1%
12,2012,379,5385,1001,5.4,23,11,306,300,483,2751,18,12,5.3,163,486,2634,16,5.4,113,90,830,30,182,37.9,12.6,Own 27.4,2:32,5.71,29.5,1.88,210,78,37.1%,11,7,63.6%,52,28,53.8%
13,2011,340,5275,1007,5.2,26,9,297,286,510,2957,20,17,5.3,159,448,2318,18,5.2,118,109,908,20,189,31.7,13.2,Own 29.1,2:26,5.48,27.9,1.76,216,83,38.4%,18,7,38.9%,53,30,56.6%
14,2010,281,5039,982,5.1,37,11,289,305,505,3097,14,26,5.7,159,441,1942,16,4.4,104,100,769,26,189,24.9,19.0,Own 30.2,2:34,5.29,26.4,1.38,205,71,34.6%,17,8,47.1%,46,20,43.5%
15,2009,470,6074,1054,5.8,18,11,343,377,553,4156,34,7,7.1,220,467,1918,19,4.1,99,101,757,24,188,42.0,9.0,Own 32.5,2:48,5.76,32.2,2.39,223,100,44.8%,12,8,66.7%,69,43,62.3%
