,Year,Tm,Role,Tms,WL%,T/G,Pts±,Yds±,Yds,Pts,GvA,Att,Yds Rushing Off,TD,Y/A,FL,Att Rushing Off,Yds Rushing Off Passing Off,TD Passing Off,Int,NY/A,Yds Passing Off,Pts Passing Off,TkA,Att Passing Off,Yds Passing Off Defense,TD Defense,Y/A Defense,FR,Att Defense,Yds Defense,TD Defense Rushing Def,Int Rushing Def,nY/A
0,1961,STL,HC,14,9,5,7,12,13,10,8,12,13,13,12,9,9,14,7,6,12,5,4,5,12,6,2,1,3,10,3,4,7,5
1,1973,STL,DC,26,20,18,19,25,12,11,8,25,22,12,13,8,5,5,9,10,12,26,23,24,14,17,19,18,13,26,26,25,26,26
2,1974,STL,DC,26,4,4,7,12,10,9,1,16,13,16,5,2,8,7,4,1,12,17,8,22,9,15,12,19,24,23,19,4,19,12
3,1975,STL,DC,26,4,16,9,10,5,7,17,8,6,7,3,19,18,6,6,15,1,18,11,13,11,10,15,11,16,26,24,12,10,16
4,1976,STL,DC,28,7,14,12,6,3,8,20,4,8,8,18,26,7,5,7,5,3,12,16,9,10,12,22,17,9,7,15,9,12,19
5,1977,STL,DC,28,14,19,18,15,7,11,17,16,12,4,10,16,12,2,14,13,1,24,23,19,11,22,10,26,20,21,26,27,17,22
