,Team Abreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
0,atl,205,4066.0,880.0,4.6,49.0,17,230.0,247,501,2768,17,32,5.1,139.0,333,1298,5,3.9,73.0,98,807,18.0,,,,,,,,,,,,,,,,,
1,buf,270,4741.0,1018.0,4.7,43.0,24,294.0,292,516,2901,21,19,5.2,151.0,465,1840,9,4.0,111.0,94,762,32.0,,,,,,,,,,,,,,,,,
2,chi,356,5044.0,1026.0,4.9,44.0,20,319.0,272,493,3090,23,24,5.7,156.0,485,1954,13,4.0,121.0,103,821,42.0,,,,,,,,,,,,,,,,,
3,cin,285,5377.0,1045.0,5.1,32.0,12,319.0,255,475,3213,17,20,6.3,159.0,538,2164,13,4.0,130.0,99,791,30.0,,,,,,,,,,,,,,,,,
4,cle,390,5200.0,985.0,5.3,29.0,17,310.0,291,482,3455,27,12,6.8,171.0,474,1745,16,3.7,110.0,100,857,29.0,,,,,,,,,,,,,,,,,
5,clt,300,4995.0,968.0,5.2,34.0,18,285.0,255,447,2852,16,16,6.1,138.0,497,2143,14,4.3,122.0,90,742,25.0,,,,,,,,,,,,,,,,,
6,crd,362,5326.0,1045.0,5.1,27.0,12,325.0,305,529,3453,25,15,5.9,189.0,462,1873,15,4.1,115.0,101,797,21.0,,,,,,,,,,,,,,,,,
7,dal,340,5056.0,1017.0,5.0,40.0,20,293.0,288,500,3191,19,20,5.8,176.0,465,1865,17,4.0,93.0,131,1091,24.0,,,,,,,,,,,,,,,,,
8,den,379,5624.0,1070.0,5.3,36.0,17,331.0,285,530,3654,24,19,6.5,173.0,510,1970,18,3.9,132.0,95,812,26.0,,,,,,,,,,,,,,,,,
9,det,269,4391.0,933.0,4.7,37.0,11,270.0,275,509,2956,16,26,5.5,156.0,398,1435,9,3.6,81.0,86,737,33.0,,,,,,,,,,,,,,,,,
10,gnb,255,4482.0,964.0,4.6,35.0,18,248.0,234,455,2681,15,17,5.4,133.0,464,1801,13,3.9,97.0,135,1103,18.0,,,,,,,,,,,,,,,,,
11,kan,273,4418.0,899.0,4.9,41.0,24,265.0,236,432,2619,17,17,5.5,141.0,419,1799,7,4.3,97.0,108,861,27.0,,,,,,,,,,,,,,,,,
12,mia,362,5538.0,1005.0,5.5,37.0,17,331.0,338,584,3876,29,20,6.5,197.0,408,1662,16,4.1,109.0,76,634,25.0,,,,,,,,,,,,,,,,,
13,min,336,4809.0,980.0,4.9,33.0,10,293.0,232,446,2826,21,23,5.7,136.0,482,1983,20,4.1,129.0,96,814,28.0,,,,,,,,,,,,,,,,,
14,nor,422,4964.0,1009.0,4.9,28.0,16,304.0,227,411,2774,23,12,6.3,151.0,569,2190,20,3.8,128.0,107,994,25.0,,,,,,,,,,,,,,,,,
15,nwe,320,4454.0,986.0,4.5,31.0,13,266.0,236,440,2683,22,18,5.7,158.0,513,1771,12,3.5,84.0,64,506,24.0,,,,,,,,,,,,,,,,,
16,nyg,280,4659.0,1000.0,4.7,42.0,20,266.0,265,499,3202,26,22,5.7,168.0,440,1457,4,3.3,80.0,100,835,18.0,,,,,,,,,,,,,,,,,
17,nyj,334,4630.0,1041.0,4.4,34.0,19,292.0,302,517,2959,18,15,5.1,169.0,458,1671,17,3.6,97.0,135,1055,26.0,,,,,,,,,,,,,,,,,
18,oti,345,5223.0,998.0,5.2,37.0,14,294.0,240,482,3300,24,23,6.4,150.0,486,1923,12,4.0,118.0,114,1029,26.0,,,,,,,,,,,,,,,,,
19,phi,337,5077.0,1101.0,4.6,35.0,19,289.0,283,520,3050,26,16,5.2,154.0,509,2027,12,4.0,112.0,116,919,23.0,,,,,,,,,,,,,,,,,
20,pit,285,4410.0,973.0,4.5,33.0,8,263.0,198,429,2266,13,25,5.0,126.0,517,2144,11,4.1,114.0,105,801,23.0,,,,,,,,,,,,,,,,,
21,rai,301,5267.0,985.0,5.3,31.0,13,300.0,247,457,3070,19,18,6.0,158.0,475,2197,13,4.6,107.0,114,1048,35.0,,,,,,,,,,,,,,,,,
22,ram,317,4651.0,957.0,4.9,33.0,15,276.0,220,420,2554,16,18,5.7,136.0,512,2097,15,4.1,118.0,91,677,22.0,,,,,,,,,,,,,,,,,
23,sdg,253,4588.0,951.0,4.8,43.0,20,264.0,303,516,3280,13,23,5.9,175.0,396,1308,11,3.3,68.0,98,743,21.0,,,,,,,,,,,,,,,,,
24,sea,371,4735.0,937.0,5.1,36.0,15,301.0,237,405,2712,31,21,6.1,154.0,496,2023,13,4.1,120.0,79,668,27.0,,,,,,,,,,,,,,,,,
25,sfo,459,5987.0,1054.0,5.7,26.0,12,357.0,322,501,3750,44,14,7.1,202.0,524,2237,11,4.3,134.0,88,792,21.0,,,,,,,,,,,,,,,,,
26,tam,286,4381.0,954.0,4.6,31.0,14,263.0,264,517,3016,22,17,5.4,168.0,394,1365,7,3.5,62.0,115,894,33.0,,,,,,,,,,,,,,,,,
27,was,379,5597.0,1005.0,5.6,37.0,19,301.0,247,478,3495,27,18,6.9,153.0,500,2102,18,4.2,119.0,82,691,29.0,,,,,,,,,,,,,,,,,
