Year,Age,Level,Employer,Role
1989,21,College,Catawba College,Assistant Coach/Strength & Conditioning
1991,23,High School,Woodland Hills (Churchill PA),Defensive Line
1992,24,College,Charleston Southern,Defensive Line
1993,25,College,Charleston Southern,Defensive Line
1994,26,College,Charleston Southern,Defensive Line
1995,27,College,Charleston Southern,Defensive Line
1996,28,College,Charleston Southern,Defensive Line
1997,29,College,Catawba College,Defensive Line
1998,30,NFL Europe,England Monarchs,Defensive Line
1999,31,NFL Europe,Scottish Claymores,Defensive Line
2000,32,NFL Europe,Scottish Claymores,Defensive Line
2001,33,NFL Europe,Scottish Claymores,Defensive Line
2002,34,NFL Europe,Scottish Claymores,Defensive Line
2003,35,NFL Europe,Scottish Claymores,Defensive Line
2004,36,NFL Europe,Berlin Thunder,Defensive Coordinator
2005,37,NFL Europe,Berlin Thunder,Defensive Coordinator
2006,38,NFL Europe,Rhein Fire,Head Coach
2007,39,NFL,San Francisco 49ers,Defensive Line
2008,40,NFL,San Francisco 49ers,Defensive Line
2009,41,NFL,San Francisco 49ers,Defensive Line
2010,42,NFL,San Francisco 49ers,Defensive Line
2010,42,NFL,San Francisco 49ers,Defensive Line/Interim HC
2011,43,NFL,San Francisco 49ers,Defensive Line
2012,44,NFL,San Francisco 49ers,Defensive Line
2013,45,NFL,San Francisco 49ers,Defensive Line
2014,46,NFL,San Francisco 49ers,Defensive Line
2015,47,NFL,San Francisco 49ers,Head Coach
2017,49,NFL,Washington Redskins,Defensive Line
2018,50,NFL,Washington Redskins,Defensive Line
2019,51,NFL,Washington Redskins,Defensive Line
2020,52,NFL,Dallas Cowboys,Defensive Line
2022,54,ELF,Rhein Fire,Head Coach
2023,55,ELF,Rhein Fire,Head Coach
2024,56,ELF,Rhein Fire,Head Coach
2025,57,ELF,Rhein Fire,Head Coach
