Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
1976,43,SEA,NFL,14,2,12,0,.143,-15.1,-2.2,-12.9,,,,,5,
1977,44,SEA,NFL,14,5,9,0,.357,-4.3,4.2,-8.6,,,,,4,
1978,45,SEA,NFL,16,9,7,0,.563,-0.4,3.4,-3.7,,,,,3,
1979,46,SEA,NFL,16,9,7,0,.563,2.6,4.9,-2.3,,,,,3,
1980,47,SEA,NFL,16,4,12,0,.250,-5.3,-1.6,-3.7,,,,,5,
1981,48,SEA,NFL,16,6,10,0,.375,-3.3,-0.1,-3.2,,,,,5,
1982,49,SEA,NFL,2,0,2,0,.000,-5.4,-7.5,2.0,,,,,3,
