,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
0,1920,28,DAY,APFA,9,5,2,2,.714,10.2,7.0,3.2,,,,,6,
1,1921,29,DAY,APFA,9,4,4,1,.500,5.7,2.0,3.7,,,,,8,
