Year,Age,Level,Employer,Role
1953,37,CFL,Saskatchewan Roughriders,Head Coach
1954,38,CFL,Saskatchewan Roughriders,Head Coach
1955,39,CFL,Saskatchewan Roughriders,Head Coach
1956,40,CFL,Saskatchewan Roughriders,Head Coach
1957,41,CFL,Saskatchewan Roughriders,Head Coach
1958,42,ORFU,Sarnia Golden Bears,Head Coach
1959,43,CFL,Calgary Stampeders,Backfield Coach
1960,44,AFL,Denver Broncos,Head Coach
1961,45,AFL,Denver Broncos,Head Coach
1964,48,UFL,Quebec Rifles,Assistant Coach
