,Year,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
0,1951,382,4991,819,6.1,34,12,257,182,355,2594,24,22,7.3,118,464,2397,23,5.2,125,87,797,14,,,,,,,,,,,,,,,,,
1,1950,367,4968,830,6.0,44,14,249,189,396,2523,17,30,6.4,112,434,2445,28,5.6,119,88,824,18,,,,,,,,,,,,,,,,,
2,1949,368,4415,838,5.3,28,14,238,147,303,2055,25,14,6.8,92,535,2360,20,4.4,131,90,766,15,,,,,,,,,,,,,,,,,
