,Year,Tm,Role,Tms,WL%,T/G,Pts±,Yds±,Yds,Pts,GvA,Att,Yds Rushing Off,TD,Y/A,FL,Att Rushing Off,Yds Rushing Off Passing Off,TD Passing Off,Int,NY/A,Yds Passing Off,Pts Passing Off,TkA,Att Passing Off,Yds Passing Off Defense,TD Defense,Y/A Defense,FR,Att Defense,Yds Defense,TD Defense Rushing Def,Int Rushing Def,nY/A
0,2011,CIN,OC,32,10,17,13,13,20,18,9,10,19,21,27,10,20,20,13,12,17,7,9,22,14,10,20,8,4,18,9,9,26,4
1,2012,CIN,OC,32,9,11,10,11,22,12,17,17,18,18,20,17,19,17,7,18,19,6,8,8,15,12,18,11,3,18,7,4,16,6
2,2013,CIN,OC,32,6,13,4,4,10,6,25,8,18,13,28,16,12,8,3,24,9,3,5,3,5,5,4,15,11,28,5,11,5,2
3,2014,WAS,HC,32,27,30,29,17,13,26,29,21,19,9,14,25,18,11,27,26,10,20,29,25,14,12,14,13,6,2,24,32,28,30
4,2015,WAS,HC,32,12,10,14,23,17,10,15,14,20,20,30,22,20,11,13,9,6,28,17,8,11,26,10,31,1,17,25,22,21,26
5,2016,WAS,HC,32,16,17,18,9,3,12,15,27,21,6,9,13,7,2,14,14,2,28,19,17,19,24,28,27,19,22,25,11,15,23
6,2017,WAS,HC,32,19,23,17,22,16,16,26,24,27,21,30,30,18,12,9,16,12,21,27,12,29,32,18,29,19,12,9,15,9,15
7,2018,WAS,HC,32,17,8,25,28,28,29,11,14,17,20,18,1,26,28,28,22,29,17,15,10,15,17,10,18,7,13,15,16,9,16
8,2019,WAS,HC,32,31,13,31,32,31,32,16,31,22,26,13,11,28,32,28,18,30,27,27,15,31,31,17,26,14,11,18,30,12,21
9,2020,JAX,OC,32,17,21,23,18,21,21,15,29,19,14,6,9,14,21,8,20,23,16,20,24,25,15,10,8,26,2,19,23,13,31
