,Year,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
10,2012,376,5994,1049,5.7,29,10,338,434,658,4729,29,19,6.8,237,355,1265,8,3.6,76,117,853,25,180,36.7,15.0,Own 27.2,2:45,6.00,33.2,1.92,212,93,43.9%,11,8,72.7%,49,25,51.0%
11,2011,369,6008,1017,5.9,21,9,327,376,570,4201,33,12,6.9,219,408,1807,5,4.4,91,114,816,17,185,37.8,11.4,Own 29.0,2:43,5.70,32.4,1.96,198,78,39.4%,10,5,50.0%,51,25,49.0%
12,2010,394,5828,1035,5.6,30,11,327,379,576,4042,29,19,6.7,201,428,1786,10,4.2,104,109,863,22,182,34.6,14.8,Own 28.8,2:46,5.86,31.8,1.90,211,86,40.8%,22,13,59.1%,47,28,59.6%
13,2009,361,6390,1020,6.3,19,10,335,347,550,4287,26,9,7.3,203,436,2103,14,4.8,110,115,892,22,179,33.5,9.5,Own 27.6,2:53,5.87,35.7,1.90,202,82,40.6%,11,4,36.4%,50,26,52.0%
14,2008,362,5512,979,5.6,33,13,291,328,547,3789,29,20,6.6,171,401,1723,12,4.3,102,120,957,18,190,32.1,16.3,Own 29.5,2:32,5.27,28.9,1.83,212,91,42.9%,12,7,58.3%,44,26,59.1%
15,2007,455,5851,975,6.0,24,5,322,342,531,4105,36,19,7.4,217,419,1746,14,4.2,83,104,815,22,182,41.8,12.6,Own 31.9,2:41,5.53,32.1,2.35,199,84,42.2%,14,10,71.4%,56,30,53.6%
16,2006,425,5772,1015,5.7,30,9,336,310,506,3836,26,21,7.1,197,472,1936,21,4.1,107,100,939,32,176,38.1,15.3,Own 31.7,2:49,5.93,32.6,2.21,205,100,48.8%,19,9,47.4%,58,35,60.3%
17,2005,325,5202,1071,4.9,31,14,318,300,500,3341,23,17,6.1,177,521,1861,13,3.6,97,99,739,44,194,28.9,15.5,Own 31.1,2:41,5.66,26.7,1.61,232,94,40.5%,13,7,53.8%,53,28,52.8%
18,2004,293,5197,1004,5.2,37,14,296,308,519,3428,19,23,6.2,171,449,1769,14,3.9,101,105,867,24,187,28.3,19.3,Own 31.2,2:37,5.51,27.7,1.56,214,78,36.4%,17,9,52.9%,40,21,52.5%
19,2003,289,5161,1062,4.9,29,8,286,294,510,3162,17,21,5.8,149,515,1999,11,3.9,115,98,837,22,203,25.1,13.8,Own 30.4,2:35,5.37,25.2,1.31,241,88,36.5%,12,4,33.3%,46,20,43.5%
20,2002,217,4375,948,4.6,34,18,237,252,471,2621,14,16,5.0,129,423,1754,7,4.1,87,105,974,21,203,16.3,15.8,Own 28.0,2:14,4.78,21.5,0.90,208,50,24.0%,12,4,33.3%,26,10,38.5%
21,2001,246,4402,952,4.6,34,14,247,210,413,2218,14,20,5.0,110,505,2184,8,4.3,114,91,744,23,188,23.4,16.0,Own 32.0,2:35,5.24,23.2,1.17,215,71,33.0%,16,4,25.0%,49,17,34.7%
22,2000,294,4475,943,4.7,39,18,276,255,445,2522,14,21,5.3,128,463,1953,15,4.2,116,108,963,32,186,29.0,19.9,Own 31.3,2:30,5.25,24.0,1.49,195,70,35.9%,18,10,55.6%,47,23,48.9%
23,1999,352,5178,1024,5.1,23,10,295,295,507,3127,20,13,5.9,139,493,2051,16,4.2,129,136,1196,27,196,27.6,11.7,Own 33.2,2:37,5.38,26.2,1.56,219,77,35.2%,17,6,35.3%,48,25,52.1%
24,1998,381,5450,992,5.5,15,7,308,279,474,3436,17,8,7.0,154,499,2014,21,4.0,125,128,1106,29,,,,,,,,,,,,,,,,,
25,1997,304,4778,1015,4.7,23,11,279,314,553,3141,19,12,5.3,170,423,1637,6,3.9,82,116,1058,27,,,,,,,,,,,,,,,,,
26,1996,286,4763,981,4.9,29,15,286,307,487,3122,12,14,6.2,163,475,1641,14,3.5,105,103,832,18,,,,,,,,,,,,,,,,,
27,1995,435,5824,1007,5.8,23,13,364,322,494,3623,18,10,7.1,195,495,2201,29,4.4,141,90,695,28,,,,,,,,,,,,,,,,,
28,1994,414,5321,1018,5.2,24,10,322,282,448,3368,19,14,7.2,160,550,1953,26,3.6,136,100,895,26,,,,,,,,,,,,,,,,,
29,1993,376,5615,994,5.6,22,16,322,317,475,3454,18,6,6.9,172,490,2161,20,4.4,120,94,744,30,,,,,,,,,,,,,,,,,
30,1992,409,5606,1014,5.5,24,9,324,314,491,3485,23,15,6.8,183,500,2121,20,4.2,119,91,650,22,,,,,,,,,,,,,,,,,
31,1991,342,5101,971,5.3,24,12,304,305,500,3390,16,12,6.3,191,433,1711,15,4.0,89,74,610,24,,,,,,,,,,,,,,,,,
32,1990,244,4081,911,4.5,33,9,250,254,475,2581,12,24,5.0,135,393,1500,13,3.8,88,98,729,27,,,,,,,,,,,,,,,,,
33,1989,204,4294,898,4.8,42,15,246,266,513,2885,14,27,5.3,145,355,1409,7,4.0,78,100,771,23,,,,,,,,,,,,,,,,,
34,1988,265,5483,1059,5.2,40,13,311,307,555,3488,21,27,5.9,175,469,1995,10,4.3,112,141,1148,24,,,,,,,,,,,,,,,,,
35,1987,340,5056,1017,5.0,40,20,293,288,500,3191,19,20,5.8,176,465,1865,17,4.0,93,131,1091,24,,,,,,,,,,,,,,,,,
36,1986,346,5474,1054,5.2,41,17,325,319,547,3505,21,24,5.8,199,447,1969,21,4.4,98,112,936,28,,,,,,,,,,,,,,,,,
37,1985,357,5602,1093,5.1,41,16,336,344,587,3861,27,25,6.1,208,462,1741,11,3.8,95,100,759,33,,,,,,,,,,,,,,,,,
38,1984,308,5320,1121,4.7,43,17,323,322,604,3606,19,26,5.5,202,469,1714,12,3.7,93,100,947,28,,,,,,,,,,,,,,,,,
39,1983,479,5959,1110,5.4,39,14,342,346,554,3842,31,25,6.5,205,519,2117,21,4.1,109,99,847,28,,,,,,,,,,,,,,,,,
40,1982,226,3199,579,5.5,26,12,180,160,258,1886,16,14,6.7,99,296,1313,10,4.4,70,42,304,11,,,,,,,,,,,,,,,,,
41,1981,367,5880,1100,5.3,35,20,321,241,439,3169,24,15,6.7,158,630,2711,15,4.3,137,103,839,26,,,,,,,,,,,,,,,,,
42,1980,454,5482,1075,5.1,39,14,337,265,449,3104,30,25,6.5,171,595,2378,26,4.0,143,109,908,23,,,,,,,,,,,,,,,,,
43,1979,371,5968,1122,5.3,34,21,339,287,503,3593,29,13,6.6,195,578,2375,15,4.1,122,100,845,22,,,,,,,,,,,,,,,,,
44,1978,384,5959,1107,5.4,35,18,342,251,449,3176,25,17,6.6,167,625,2783,22,4.5,146,96,816,29,,,,,,,,,,,,,,,,,
45,1977,345,4812,969,5.0,24,14,272,215,372,2443,18,10,6.0,136,564,2369,21,4.2,118,106,865,18,,,,,,,,,,,,,,,,,
46,1976,296,4884,958,5.1,29,16,269,222,390,2737,17,13,6.5,140,538,2147,16,4.0,111,94,761,18,,,,,,,,,,,,,,,,,
47,1975,350,5025,986,5.1,35,18,288,207,376,2593,19,17,6.2,142,571,2432,17,4.3,132,94,715,14,,,,,,,,,,,,,,,,,
48,1974,297,4983,974,5.1,31,16,295,206,385,2529,14,15,5.9,129,542,2454,22,4.5,147,86,703,19,,,,,,,,,,,,,,,,,
49,1973,382,4751,906,5.2,28,12,281,192,321,2333,26,16,6.4,127,542,2418,17,4.5,139,83,762,15,,,,,,,,,,,,,,,,,
50,1972,319,4466,897,5.0,38,15,256,196,367,2342,16,23,5.9,126,499,2124,17,4.3,118,90,841,12,,,,,,,,,,,,,,,,,
51,1971,406,5035,905,5.6,35,21,288,206,361,2786,22,14,7.1,144,512,2249,25,4.4,135,94,952,9,,,,,,,,,,,,,,,,,
52,1970,299,4449,858,5.2,28,12,229,149,297,2149,18,16,6.4,95,522,2300,16,4.4,119,87,934,15,,,,,,,,,,,,,,,,,
53,1969,369,5122,931,5.5,30,12,275,189,355,2846,24,18,7.1,125,532,2276,17,4.3,133,81,840,17,,,,,,,,,,,,,,,,,
54,1968,431,5117,913,5.6,33,15,297,217,399,3026,25,18,7.0,143,480,2091,22,4.4,135,77,751,19,,,,,,,,,,,,,,,,,
55,1967,342,4699,936,5.0,42,14,261,210,417,2799,28,28,6.1,141,477,1900,13,4.0,109,81,785,11,,,,,,,,,,,,,,,,,
56,1966,445,5145,926,5.6,24,10,287,214,413,3023,27,14,6.6,139,471,2122,24,4.5,124,83,824,24,,,,,,,,,,,,,,,,,
57,1965,325,3995,833,4.8,35,17,211,168,362,2387,25,18,5.7,108,416,1608,8,3.9,87,68,710,16,,,,,,,,,,,,,,,,,
58,1964,250,3704,893,4.1,43,19,230,192,404,2013,10,24,4.3,119,421,1691,15,4.0,89,97,952,22,,,,,,,,,,,,,,,,,
59,1963,305,4263,838,5.1,36,15,248,200,375,2468,20,21,5.9,132,420,1795,18,4.3,105,67,627,11,,,,,,,,,,,,,,,,,
60,1962,398,4912,814,6.0,36,19,246,200,380,2872,31,17,7.6,136,434,2040,16,4.7,101,62,639,9,,,,,,,,,,,,,,,,,
61,1961,236,4480,838,5.3,48,21,239,215,422,2661,23,27,6.3,130,416,1819,6,4.4,100,47,427,9,,,,,,,,,,,,,,,,,
62,1960,177,3153,666,4.7,50,17,180,163,354,2104,17,33,5.9,105,312,1049,6,3.4,57,62,600,18,,,,,,,,,,,,,,,,,
