,Year,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
10,2012,400,5687,986,5.8,16,9,317,320,511,3684,22,7,6.8,195,441,2003,17,4.5,92,89,726,30,175,38.9,8.0,Own 26.8,2:44,5.8,32.6,2.06,202,81,40.1%,11,6,54.5%,55,30,54.5%
11,2011,347,5491,972,5.6,25,10,305,336,545,3906,24,15,6.7,199,385,1585,10,4.1,78,85,650,28,180,33.3,13.3,Own 25.9,2:38,5.6,30.4,1.76,204,81,39.7%,11,4,36.4%,49,27,55.1%
12,2010,436,5628,977,5.8,30,10,309,348,540,3894,33,20,6.8,200,402,1734,11,4.3,84,79,641,25,188,36.7,15.4,Own 29.7,2:28,5.3,29.8,2.04,204,81,39.7%,9,4,44.4%,53,35,66.0%
13,2009,250,5054,979,5.2,21,10,286,344,572,3606,19,11,5.9,186,365,1448,7,4.0,74,93,768,26,181,24.3,11.6,Own 26.1,2:29,5.6,27.9,1.30,200,70,35.0%,12,6,50.0%,32,18,56.3%
14,2008,365,4709,969,4.9,22,14,276,308,508,3003,19,8,5.3,163,402,1706,11,4.2,85,87,601,28,185,36.8,10.8,Own 32.5,2:35,5.5,25.4,1.75,216,77,35.6%,14,8,57.1%,56,26,46.4%
15,2007,325,4922,1008,4.9,29,10,304,342,581,3409,19,19,5.4,195,381,1513,12,4.0,86,85,785,23,182,30.8,14.8,Own 29.9,2:35,5.7,27.0,1.60,216,85,39.4%,18,10,55.6%,44,22,50.0%
16,2006,350,5165,974,5.3,31,13,294,301,511,3506,25,18,6.4,179,429,1659,12,3.9,88,93,895,27,183,32.2,15.3,Own 30.4,2:32,5.5,28.2,1.78,212,93,43.9%,16,8,50.0%,48,25,52.1%
17,2005,308,4814,946,5.1,26,11,256,271,495,3083,18,15,5.8,150,414,1731,13,4.2,87,142,1015,19,190,27.4,13.2,Own 30.3,2:20,5.1,25.3,1.47,211,73,34.6%,11,7,63.6%,38,19,50.0%
18,2004,405,5285,960,5.5,22,9,297,310,502,3521,31,13,6.6,180,425,1764,14,4.2,88,104,879,29,185,35.7,10.8,Own 30.0,2:32,5.3,28.5,2.04,192,75,39.1%,7,2,28.6%,45,32,71.1%
19,2003,260,4056,937,4.3,25,12,228,239,492,2631,18,13,5.0,127,413,1425,7,3.5,68,88,763,33,197,23.4,11.2,Own 30.5,2:15,4.9,20.6,1.21,227,69,30.4%,15,7,46.7%,34,16,47.1%
20,2002,329,5267,1079,4.9,30,11,291,334,574,3449,22,19,5.8,178,481,1818,10,3.8,90,119,919,23,209,28.2,13.9,Own 33.7,2:28,5.4,25.1,1.46,246,92,37.4%,11,9,81.8%,49,22,44.9%
21,2001,338,4599,985,4.7,25,16,272,287,489,2889,20,9,5.6,160,472,1710,12,3.6,90,69,634,22,186,31.7,10.2,Own 34.7,2:35,5.5,24.6,1.64,214,76,35.5%,15,8,53.3%,55,29,52.7%
22,2000,361,5329,1021,5.2,25,9,309,277,458,2693,20,16,5.6,145,538,2636,17,4.9,137,108,999,27,184,34.2,12.5,Own 33.2,2:46,5.7,28.7,1.83,208,84,40.4%,18,8,44.4%,53,28,52.8%
23,1999,276,4840,997,4.9,33,9,266,297,545,3398,19,24,5.9,154,417,1442,6,3.5,81,107,862,31,198,26.3,16.2,Own 28.9,2:17,5.2,24.4,1.31,221,71,32.1%,9,4,44.4%,39,14,35.9%
24,1998,275,5164,988,5.2,26,12,276,290,553,3545,21,14,6.0,162,401,1619,10,4.0,84,120,917,30,,,,,,,,,,,,,,,,,
25,1997,314,4516,1022,4.4,19,12,281,253,473,2522,20,7,4.9,139,511,1994,12,3.9,104,99,757,38,,,,,,,,,,,,,,,,,
26,1996,250,4382,958,4.6,33,14,260,271,484,2806,10,19,5.4,144,437,1576,10,3.6,89,94,717,27,,,,,,,,,,,,,,,,,
27,1995,291,5044,1001,5.0,25,6,303,293,523,3272,17,19,5.9,165,442,1772,13,4.0,113,112,913,25,,,,,,,,,,,,,,,,,
28,1994,248,4313,1006,4.3,31,9,273,269,522,2752,19,22,4.8,157,437,1561,8,3.6,86,102,826,30,,,,,,,,,,,,,,,,,
29,1993,229,4767,1012,4.7,28,14,297,334,555,3116,14,14,5.3,176,423,1651,7,3.9,94,87,653,27,,,,,,,,,,,,,,,,,
30,1992,243,3931,873,4.5,31,14,241,263,484,2687,16,17,5.1,147,345,1244,11,3.6,68,94,727,26,,,,,,,,,,,,,,,,,
31,1991,310,5066,963,5.3,23,11,299,320,540,3495,17,12,6.2,180,400,1571,11,3.9,103,97,801,16,,,,,,,,,,,,,,,,,
32,1990,308,4615,988,4.7,30,19,280,271,470,2639,12,11,5.2,153,482,1976,18,4.1,109,104,911,18,,,,,,,,,,,,,,,,,
33,1989,393,5556,1060,5.2,17,10,321,301,488,3565,21,7,6.9,183,543,1991,17,3.7,116,102,723,22,,,,,,,,,,,,,,,,,
34,1988,381,5414,1023,5.3,19,9,297,264,523,3556,30,10,6.2,180,454,1858,13,4.1,93,92,772,24,,,,,,,,,,,,,,,,,
35,1987,348,5061,1012,5.0,43,20,294,269,502,3444,21,23,6.2,175,459,1617,19,3.5,85,100,851,34,,,,,,,,,,,,,,,,,
36,1986,337,4985,1017,4.9,35,18,286,226,464,2785,21,17,5.4,148,500,2200,17,4.4,118,91,822,20,,,,,,,,,,,,,,,,,
37,1985,333,5608,1076,5.2,48,15,312,279,549,3755,20,33,6.1,193,465,1853,18,4.0,98,108,990,21,,,,,,,,,,,,,,,,,
38,1984,308,5036,1094,4.6,44,16,283,250,527,2810,23,28,4.8,155,510,2226,8,4.4,106,95,868,22,,,,,,,,,,,,,,,,,
39,1983,360,5427,1025,5.3,48,21,286,299,558,3928,27,27,6.4,181,410,1499,12,3.7,82,100,873,23,,,,,,,,,,,,,,,,,
40,1982,145,2753,581,4.7,25,10,162,152,289,1742,10,15,5.4,95,260,1011,5,3.9,56,52,431,11,,,,,,,,,,,,,,,,,
41,1981,277,5419,1021,5.3,53,16,286,236,511,3370,17,37,6.1,162,468,2049,16,4.4,106,104,837,18,,,,,,,,,,,,,,,,,
42,1980,311,5279,996,5.3,47,20,286,231,484,3210,21,27,6.1,160,469,2069,15,4.4,98,106,989,28,,,,,,,,,,,,,,,,,
43,1979,313,4586,978,4.7,23,10,259,207,435,2471,21,13,5.2,134,500,2115,15,4.2,105,70,704,20,,,,,,,,,,,,,,,,,
44,1978,208,4009,967,4.1,36,13,232,202,432,2288,11,23,4.7,128,477,1721,13,3.6,83,95,783,21,,,,,,,,,,,,,,,,,
45,1977,212,3213,880,3.7,31,10,205,154,370,1562,14,21,3.7,94,457,1651,9,3.6,88,78,731,23,,,,,,,,,,,,,,,,,
46,1976,194,3730,919,4.1,28,12,246,187,391,1909,12,16,4.4,111,484,1821,12,3.8,113,71,643,22,,,,,,,,,,,,,,,,,
47,1975,268,3739,888,4.2,44,19,234,162,373,2040,19,25,4.9,113,474,1699,13,3.6,100,63,639,21,,,,,,,,,,,,,,,,,
48,1974,235,3463,803,4.3,26,13,199,178,349,2119,17,13,5.5,110,417,1344,8,3.2,63,69,657,26,,,,,,,,,,,,,,,,,
49,1973,203,3466,827,4.2,41,23,208,187,352,1995,15,18,5.1,106,435,1471,5,3.4,83,52,516,19,,,,,,,,,,,,,,,,,
50,1972,240,3755,842,4.5,33,17,217,187,382,2240,18,16,5.4,113,428,1515,7,3.5,81,59,586,23,,,,,,,,,,,,,,,,,
51,1971,222,3468,817,4.2,51,25,200,209,421,2324,15,26,5.0,125,353,1144,8,3.2,59,61,647,16,,,,,,,,,,,,,,,,,
52,1970,221,3569,855,4.2,39,15,205,193,399,1913,10,24,4.3,105,415,1656,10,4.0,87,70,732,13,,,,,,,,,,,,,,,,,
53,1969,223,3707,826,4.5,35,11,203,235,458,2657,23,24,5.2,141,313,1050,3,3.4,52,58,680,10,,,,,,,,,,,,,,,,,
54,1968,186,3633,848,4.3,41,15,202,220,428,2438,20,26,5.1,123,369,1195,2,3.2,61,54,657,18,,,,,,,,,,,,,,,,,
55,1967,268,3871,866,4.5,48,19,236,260,482,2790,21,29,5.3,145,339,1081,11,3.2,64,64,717,27,,,,,,,,,,,,,,,,,
56,1966,239,3558,873,4.1,31,14,221,212,457,2382,17,17,4.6,140,356,1176,6,3.3,64,63,778,17,,,,,,,,,,,,,,,,,
57,1965,280,4192,887,4.7,38,20,240,205,426,2748,17,18,5.9,138,422,1444,13,3.4,80,50,483,22,,,,,,,,,,,,,,,,,
58,1964,289,3750,861,4.4,38,20,211,172,377,2246,22,18,5.3,121,439,1504,6,3.4,71,75,781,19,,,,,,,,,,,,,,,,,
59,1963,378,5325,878,6.1,37,11,266,202,403,3231,31,26,7.6,139,455,2094,12,4.6,114,52,479,13,,,,,,,,,,,,,,,,,
60,1962,402,5184,824,6.3,36,16,274,233,437,3674,33,20,8.4,166,387,1510,17,3.9,93,56,569,15,,,,,,,,,,,,,,,,,
61,1961,380,4592,780,5.9,43,18,254,168,326,2431,21,25,7.5,120,454,2161,20,4.8,122,38,362,12,,,,,,,,,,,,,,,,,
62,1960,369,4372,740,5.9,26,11,216,146,293,2130,22,15,7.3,97,447,2242,20,5.0,106,72,671,13,,,,,,,,,,,,,,,,,
