Year,Tm,Role,Tms,WL%,T/G,Pts±,Yds±,Yds,Pts,GvA,Att,Yds Rushing Off,TD,Y/A,FL,Att Passing Off,Yds Defense,TD Rushing Def,Int,NY/A,Yds Passing Def,Pts_2,TkA,Att_2,Yds_5,TD_2,Y/A_1,FR,Att_3,Yds_6,TD_3,Int_1,nY/A
1963,OAK,HC,8,2,1,3,3,3,2,2,6,5,5,2,3,5,4,1,2,4,2,4,1,3,4,1,4,3,5,1,4,2,2
1964,OAK,HC,8,5,8,7,5,2,6,7,7,4,7,1,6,2,2,3,6,5,5,6,8,4,6,7,6,6,1,5,1,8,6
1965,OAK,HC,8,3,2,3,5,5,5,1,5,4,7,5,1,6,8,3,1,4,4,3,5,5,5,3,7,2,5,6,5,6,4
