,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Num,Won,Notes
0,2018,44,Detroit Lions,NFL,16,6,10,0,.375,-3.0,-3.3,0.3,,,,,4,7,3,
1,2019,45,Detroit Lions,NFL,16,3,12,1,.219,-5.2,-1.2,-4.0,,,,,4,3,1,
2,2020,46,Detroit Lions,NFL,3,1,2,0,.333,-2.8,-0.4,-2.4,,,,,3,1,1,
