Year,Age,Level,Employer,Role
1975,23,College,Pitt,Graduate Assistant
1976,24,College,Pitt,Graduate Assistant
1977,25,College,Pitt,Graduate Assistant
1978,26,College,Pitt,Graduate Assistant
1979,27,College,Oklahoma State,Defensive Line
1980,28,College,Oklahoma State,Defensive Line
1981,29,College,Oklahoma State,Defensive Line
1982,30,College,Oklahoma State,Defensive Line
1983,31,College,Southern California,Defensive Line
1983,31,College,USC,Defensive Line
1984,32,College,Southern California,Defensive Line
1984,32,College,USC,Defensive Line
1985,33,College,Southern California,Defensive Line
1985,33,College,USC,Defensive Line
1986,34,College,Miami-FL,Defensive Coordinator
1987,35,College,Miami-FL,Defensive Coordinator
1988,36,College,Miami-FL,Defensive Coordinator
1989,37,NFL,Dallas Cowboys,Defensive Coordinator
1990,38,NFL,Dallas Cowboys,Defensive Coordinator
1991,39,NFL,Dallas Cowboys,Defensive Coordinator
1992,40,NFL,Dallas Cowboys,Defensive Coordinator
1993,41,NFL,Chicago Bears,Head Coach
1994,42,NFL,Chicago Bears,Head Coach
1995,43,NFL,Chicago Bears,Head Coach
1996,44,NFL,Chicago Bears,Head Coach
1997,45,NFL,Chicago Bears,Head Coach
1998,46,NFL,Chicago Bears,Head Coach
1999,47,NFL,Miami Dolphins,Defensive Coordinator
2000,48,NFL,Miami Dolphins,Head Coach
2001,49,NFL,Miami Dolphins,Head Coach
2002,50,NFL,Miami Dolphins,Head Coach
2003,51,NFL,Miami Dolphins,Head Coach
2004,52,NFL,Miami Dolphins,Head Coach
2005,53,College,Pitt,Head Coach
2006,54,College,Pitt,Head Coach
2007,55,College,Pitt,Head Coach
2008,56,College,Pitt,Head Coach
2009,57,College,Pitt,Head Coach
2010,58,College,Pitt,Head Coach
2011,59,NFL,Buffalo Bills,Assistant Head Coach/Linebackers
2012,60,NFL,Buffalo Bills,Defensive Coordinator
2013,61,NFL,Tampa Bay Buccaneers,Special Teams
