Year,Age,Level,Employer,Role
1961,23,College,Kentucky,Assistant Coach
1962,24,College,Kentucky,Assistant Coach
1965,27,College,Kentucky,Assistant Coach
1966,28,College,Pittsburgh,Assistant Coach
1967,29,College,Cincinnati,Offensive Assistant
1968,30,College,Cincinnati,Offensive Coordinator
1969,31,College,Navy,Assistant Coach
1970,32,NFL,St. Louis Cardinals,Offensive Backfield
1971,33,NFL,St. Louis Cardinals,Offensive Backfield
1972,34,NFL,Detroit Lions,Offensive Backfield
1973,35,NFL,Los Angeles Rams,Receivers
1974,36,NFL,Los Angeles Rams,Receivers
1975,37,NFL,Los Angeles Rams,Receivers
1976,38,NFL,Los Angeles Rams,Receivers
1977,39,NFL,Atlanta Falcons,Head Coach
1978,40,NFL,Atlanta Falcons,Head Coach
1979,41,NFL,Atlanta Falcons,Head Coach
1980,42,NFL,Atlanta Falcons,Head Coach
1981,43,NFL,Atlanta Falcons,Head Coach
1982,44,NFL,Atlanta Falcons,Head Coach
1985,47,NFL,Tampa Bay Buccaneers,Head Coach
1986,48,NFL,Tampa Bay Buccaneers,Head Coach
