,Year,Tm,Role,Tms,WL%,T/G,Pts±,Yds±,Yds,Pts,GvA,Att,Yds Rushing Off,TD,Y/A,FL,Att Rushing Off,Yds Rushing Off Passing Off,TD Passing Off,Int,NY/A,Yds Passing Off,Pts Passing Off,TkA,Att Passing Off,Yds Passing Off Defense,TD Defense,Y/A Defense,FR,Att Defense,Yds Defense,TD Defense Rushing Def,Int Rushing Def,nY/A
0,1977,ATL,HC,28,14,1,9,16,25,25,2,5,17,21,26,2,27,27,24,6,25,2,1,2,9,11,1,13,4,7,1,2,3,2
1,1978,ATL,HC,28,8,19,24,21,26,26,17,23,27,21,27,15,8,16,24,18,25,5,14,20,16,8,24,3,2,23,9,4,28,4
2,1979,ATL,HC,28,21,20,26,23,17,19,22,19,16,18,5,22,11,15,12,16,23,25,26,20,20,13,28,11,5,22,26,9,24,27
3,1980,ATL,HC,28,1,1,4,9,3,5,1,8,5,14,4,3,18,9,1,5,8,16,5,7,1,3,1,10,11,28,25,20,6,13
4,1981,ATL,HC,28,17,9,7,13,7,2,15,17,18,14,19,9,4,5,2,20,12,14,18,7,1,2,2,5,5,26,25,27,8,19
5,1982,ATL,HC,28,10,7,18,11,9,14,11,6,9,6,13,14,16,18,19,9,14,14,21,7,6,17,26,23,1,13,13,17,23,19
6,1985,TAM,HC,28,27,24,26,27,23,21,26,21,21,23,20,27,17,17,11,22,17,26,27,11,24,25,28,25,3,12,25,6,19,28
7,1986,TAM,HC,28,28,22,28,28,27,26,21,20,12,18,10,18,23,27,26,22,25,28,28,21,26,28,28,28,2,7,24,23,25,28
