Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
1991,49,PHI,NFL,16,10,6,0,.625,4.7,-0.3,5.0,,,,,3,
1992,50,PHI,NFL,16,11,5,0,.688,8.9,4.8,4.1,2,1,1,.500,2,
1993,51,PHI,NFL,16,8,8,0,.500,0.4,0.7,-0.3,,,,,3,
1994,52,PHI,NFL,16,7,9,0,.438,0.6,-0.4,1.0,,,,,4,
1995,53,NYJ,NFL,16,3,13,0,.188,-11.2,-7.9,-3.3,,,,,5,
1996,54,NYJ,NFL,16,1,15,0,.063,-10.1,-2.5,-7.6,,,,,5,
