,Year,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
64,1958,261,4030,773,5.2,49,22,219,198,407,2574,23,27,6.3,124,366,1456,9,4.0,80,71,615,15,,,,,,,,,,,,,,,,,
65,1957,200,3217,636,5.1,37,15,174,111,271,1775,12,22,6.5,75,365,1442,12,4.0,77,51,468,22,,,,,,,,,,,,,,,,,
66,1956,240,3422,741,4.6,35,21,191,100,214,1369,13,14,6.4,63,527,2053,14,3.9,116,78,626,12,,,,,,,,,,,,,,,,,
67,1955,224,2971,718,4.1,45,20,150,106,280,1345,14,25,4.8,53,438,1626,10,3.7,84,82,695,13,,,,,,,,,,,,,,,,,
68,1954,183,3274,767,4.3,53,23,184,148,349,1662,8,30,4.8,86,418,1612,10,3.9,83,91,819,15,,,,,,,,,,,,,,,,,
69,1953,190,3042,730,4.2,48,21,184,181,408,1863,14,27,4.6,95,322,1179,7,3.7,75,73,611,14,,,,,,,,,,,,,,,,,
70,1952,172,2959,766,3.9,45,23,176,124,289,1211,10,22,4.2,74,477,1748,10,3.7,91,87,743,11,,,,,,,,,,,,,,,,,
71,1951,210,3847,774,5.0,44,20,224,161,334,1884,13,24,5.6,101,440,1963,14,4.5,108,82,729,15,,,,,,,,,,,,,,,,,
72,1950,233,3588,754,4.8,45,14,194,165,368,1984,21,31,5.4,87,386,1604,8,4.2,84,76,609,23,,,,,,,,,,,,,,,,,
73,1949,360,3709,774,4.8,42,16,207,138,307,1579,21,26,5.1,82,467,2130,21,4.6,106,67,590,19,,,,,,,,,,,,,,,,,
74,1948,395,4694,816,5.8,28,16,233,134,285,2134,22,12,7.5,81,531,2560,25,4.8,135,83,749,17,,,,,,,,,,,,,,,,,
75,1947,306,4315,808,5.3,41,16,241,160,340,2580,18,25,7.6,110,468,1735,20,3.7,101,89,688,30,,,,,,,,,,,,,,,,,
76,1946,260,3480,637,5.5,49,29,175,115,266,1951,17,20,7.3,84,371,1529,17,4.1,77,84,761,14,,,,,,,,,,,,,,,,,
77,1945,98,2267,601,3.8,31,13,115,99,267,1328,5,18,5.0,51,334,939,9,2.8,47,50,389,17,,,,,,,,,,,,,,,,,
78,1944,108,2276,618,3.7,53,12,109,87,258,1257,8,41,4.9,44,360,1019,7,2.8,56,65,479,9,,,,,,,,,,,,,,,,,
79,1943,95,1804,553,3.3,44,5,102,88,219,1095,6,39,5.0,43,334,709,5,2.1,48,45,389,11,,,,,,,,,,,,,,,,,
80,1942,98,2453,682,3.6,40,11,132,131,316,1432,6,29,4.5,59,366,1021,4,2.8,58,46,400,15,,,,,,,,,,,,,,,,,
81,1941,127,2745,638,4.3,32,12,138,117,252,1659,6,20,6.6,64,386,1086,8,2.8,66,41,446,8,,,,,,,,,,,,,,,,,
82,1940,139,2227,598,3.7,33,0,112,75,198,912,6,33,4.6,,400,1315,11,3.3,,0,331,,,,,,,,,,,,,,,,,,
83,1939,84,2005,568,3.5,33,0,101,85,247,1170,5,33,4.7,,321,835,4,2.6,,0,238,,,,,,,,,,,,,,,,,,
84,1938,111,2489,622,4.0,26,0,121,114,240,1340,4,26,5.6,,382,1149,9,3.0,,0,286,,,,,,,,,,,,,,,,,,
85,1937,135,2392,574,4.2,21,0,99,77,189,1243,8,21,6.6,,385,1149,7,3.0,,0,305,,,,,,,,,,,,,,,,,,
86,1936,74,2632,742,3.5,26,0,138,68,183,1123,3,26,6.1,,559,1509,5,2.7,,0,415,,,,,,,,,,,,,,,,,,
87,1935,99,2133,674,3.2,23,0,107,47,127,612,2,23,4.8,,547,1521,6,2.8,,0,255,,,,,,,,,,,,,,,,,,
88,1934,80,1443,448,3.2,13,0,,34,132,302,1,13,2.3,,316,1141,7,3.6,,0,0,,,,,,,,,,,,,,,,,,
89,1933,52,1487,507,2.9,30,0,,37,139,470,3,30,3.4,,368,1017,2,2.8,,0,0,,,,,,,,,,,,,,,,,,
90,1932,72,1545,436,3.5,4,0,,40,126,628,2,4,5.0,,310,917,6,3.0,,0,0,,,,,,,,,,,,,,,,,,
91,1931,120,,,,,0,,0,0,0,5,0,,,0,0,12,,,0,0,,,,,,,,,,,,,,,,,,
92,1930,128,,,,,0,,0,0,0,4,0,,,0,0,15,,,0,0,,,,,,,,,,,,,,,,,,
93,1929,154,,,,,0,,0,0,0,6,0,,,0,0,14,,,0,0,,,,,,,,,,,,,,,,,,
94,1928,7,,,,,0,,0,0,0,0,0,,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,
95,1927,69,,,,,0,,0,0,0,2,0,,,0,0,8,,,0,0,,,,,,,,,,,,,,,,,,
96,1926,74,,,,,0,,0,0,0,2,0,,,0,0,4,,,0,0,,,,,,,,,,,,,,,,,,
97,1925,230,,,,,0,,0,0,0,9,0,,,0,0,15,,,0,0,,,,,,,,,,,,,,,,,,
98,1924,90,,,,,0,,0,0,0,2,0,,,0,0,6,,,0,0,,,,,,,,,,,,,,,,,,
99,1923,161,,,,,0,,0,0,0,1,0,,,0,0,7,,,0,0,,,,,,,,,,,,,,,,,,
100,1922,96,,,,,0,,0,0,0,3,0,,,0,0,6,,,0,0,,,,,,,,,,,,,,,,,,
101,1921,54,,,,,0,,0,0,0,2,0,,,0,0,4,,,0,0,,,,,,,,,,,,,,,,,,
102,1920,115,,,,,0,,0,0,0,0,0,,,0,0,7,,,0,0,,,,,,,,,,,,,,,,,,
