,Year,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
0,2022,340,5499,1144,4.8,25,8,326,433,664,3626,17,17,5.1,189,434,1873,15,4.3,115,118,916,22,187,32.1,12.8,Own 26.8,2:45,6.29,29.2,1.65,233,82,35.2%,41,18,43.9%,44,25,56.8%
1,2021,449,6352,1126,5.6,15,4,367,415,591,4276,27,11,6.8,214,496,2076,23,4.2,127,114,990,26,179,44.7,7.8,Own 29.5,2:58,6.50,35.2,2.46,221,100,45.2%,29,17,58.6%,65,39,60.0%
2,2020,410,6153,1083,5.7,21,8,381,387,575,3916,27,13,6.5,211,479,2237,22,4.7,136,113,868,34,179,40.2,11.7,Own 29.1,2:36,6.22,34.4,2.30,202,80,39.6%,25,17,68.0%,58,38,65.5%
3,2019,361,5467,1000,5.5,18,6,314,355,554,3477,20,12,5.8,176,396,1990,18,5.0,109,121,956,29,178,38.8,10.1,Own 27.7,2:29,5.81,30.6,2.02,197,71,36.0%,20,13,65.0%,53,24,45.3%
4,2018,225,3865,902,4.3,28,10,239,283,495,2523,15,18,4.6,137,355,1342,9,3.8,76,101,786,26,187,19.3,15.0,Own 28.0,2:16,4.94,20.6,1.09,199,58,29.1%,16,6,37.5%,28,18,64.3%
5,2017,295,5026,1060,4.7,25,7,310,339,598,3640,21,18,5.6,200,410,1386,6,3.4,66,110,880,44,202,29.2,12.4,Own 29.7,2:28,5.40,24.9,1.41,233,82,35.2,16,7,43.8,48,20,41.7
6,2016,418,5868,1086,5.4,28,11,368,383,646,4136,28,17,6.0,229,399,1732,20,4.3,97,104,889,42,197,35.0,14.2,Own 29.7,2:31,5.66,29.5,2.03,214,87,40.7%,10,5,50.0%,54,35,64.8%
7,2015,489,6533,1041,6.3,24,11,373,353,562,4616,35,13,7.8,237,452,1917,16,4.2,92,94,758,44,186,42.5,11.8,Own 27.8,2:45,5.77,35.1,2.37,198,93,47.0%,9,4,44.4%,63,38,60.3%
8,2014,310,5116,993,5.2,17,5,302,320,568,3808,21,12,6.4,191,397,1308,6,3.3,67,91,707,44,181,30.9,9.4,Own 26.9,2:38,5.67,28.3,1.52,224,90,40.2%,4,3,75.0%,38,16,42.1%
9,2013,379,5542,1037,5.3,31,9,329,363,574,4002,24,22,6.5,205,422,1540,12,3.6,84,96,744,40,200,33.0,15.5,Own 28.9,2:29,5.37,27.7,1.71,210,74,35.2%,9,5,55.6%,50,26,52.0%
10,2012,250,4209,1018,4.1,34,13,246,337,608,3005,11,21,4.5,168,352,1204,10,3.4,58,102,857,20,209,22.0,14.8,Own 30.4,2:15,5.00,20.1,1.06,230,58,25.2%,24,10,41.7%,40,16,40.0%
11,2011,312,5192,993,5.2,32,9,286,307,550,3567,21,23,5.9,175,389,1625,12,4.2,83,106,1004,28,199,26.1,15.6,Own 25.6,2:18,5.11,26.0,1.45,205,66,32.2%,15,9,60.0%,45,23,51.1%
12,2010,289,4309,931,4.6,35,16,241,285,561,2921,10,19,4.8,154,320,1388,9,4.3,67,108,870,20,190,23.7,15.8,Own 29.7,2:13,5.04,22.7,1.15,209,58,27.8%,18,7,38.9%,37,16,43.2%
13,2009,375,5510,985,5.6,36,18,317,392,594,4016,27,18,6.5,215,365,1494,16,4.1,77,108,886,25,199,30.7,17.1,Own 29.9,2:24,5.05,27.6,1.78,190,69,36.3%,9,5,55.6%,54,38,70.4%
14,2008,427,5852,998,5.9,30,15,328,418,630,4674,31,15,7.1,231,340,1178,14,3.5,72,107,781,25,178,39.3,15.7,Own 30.8,2:43,5.76,32.9,2.19,198,83,41.9%,16,8,50.0%,65,38,58.5%
15,2007,404,5505,1016,5.4,36,12,308,356,590,4065,32,24,6.6,210,402,1440,9,3.6,70,137,1128,28,197,32.0,18.3,Own 32.5,2:29,5.31,27.6,1.81,203,75,36.9%,14,12,85.7%,50,34,68.0%
16,2006,314,5000,999,5.0,30,13,298,322,545,3662,17,17,6.3,187,419,1338,12,3.2,84,117,937,27,177,32.2,15.3,Own 29.8,2:43,5.85,28.1,1.62,212,83,39.2%,15,10,66.7%,54,25,46.3%
17,2005,311,5575,1075,5.2,37,16,304,419,670,4437,21,21,6.2,224,360,1138,2,3.2,58,145,1184,22,194,34.0,18.0,Own 29.5,2:35,5.77,28.7,1.49,239,91,38.1%,16,5,31.3%,46,13,28.3%
18,2004,284,4550,1047,4.3,29,11,280,299,533,2882,14,18,5.0,152,475,1668,15,3.5,86,124,948,42,200,25.5,13.5,Own 30.7,2:30,5.39,22.7,1.35,241,84,34.9%,12,5,41.7%,37,18,48.6%
19,2003,225,4490,981,4.6,36,14,256,303,534,2959,18,22,5.1,147,403,1531,5,3.8,80,98,761,29,185,22.2,18.4,Own 30.3,2:35,5.44,24.1,1.16,222,83,37.4%,22,10,45.5%,43,18,41.9%
20,2002,262,4563,1003,4.5,35,13,274,291,548,2740,18,22,4.7,148,414,1823,10,4.4,94,76,617,32,188,22.9,18.6,Own 30.3,2:29,5.45,24.1,1.28,230,99,43.0%,13,4,30.8%,40,22,55.0%
21,2001,295,4898,955,5.1,27,13,277,304,526,3449,18,14,6.2,177,400,1449,10,3.6,77,72,620,23,180,27.2,13.3,Own 29.5,2:29,5.45,27.1,1.44,196,57,29.1%,20,10,50.0%,44,19,43.2%
22,2000,210,4528,932,4.9,44,20,253,316,554,3250,16,24,5.5,156,343,1278,6,3.7,71,96,785,26,176,21.6,22.2,Own 30.9,2:25,5.43,25.7,1.15,199,75,37.7%,27,8,29.6%,44,14,31.8%
23,1999,245,4010,999,4.0,40,10,254,287,558,2803,11,30,4.6,150,396,1207,13,3.0,77,70,481,27,207,20.8,18.8,Own 30.0,2:06,4.96,19.3,1.09,221,72,32.6%,17,4,23.5%,42,21,50.0%
24,1998,325,5109,1052,4.9,36,16,315,326,552,3482,17,20,5.8,179,450,1627,18,3.6,98,88,758,38,,,,,,,,,,,,,,,,,
25,1997,283,4713,1075,4.4,42,20,295,317,602,3458,19,22,5.1,186,395,1255,9,3.2,79,93,775,30,,,,,,,,,,,,,,,,,
26,1996,300,5190,1050,4.9,35,14,308,336,613,3688,23,21,5.7,214,401,1502,8,3.7,70,106,873,24,,,,,,,,,,,,,,,,,
27,1995,275,4866,1002,4.9,43,19,285,327,560,3503,17,24,5.7,184,387,1363,3,3.5,65,119,835,36,,,,,,,,,,,,,,,,,
28,1994,235,4607,1052,4.4,29,10,287,287,538,3047,11,19,5.3,169,480,1560,12,3.3,90,128,1090,28,,,,,,,,,,,,,,,,,
29,1993,326,5213,1007,5.2,31,11,295,310,522,3404,21,20,6.1,173,452,1809,12,4.0,107,77,644,15,,,,,,,,,,,,,,,,,
30,1992,243,4577,948,4.8,42,18,277,298,517,3086,15,24,5.6,161,395,1491,11,3.8,88,85,722,28,,,,,,,,,,,,,,,,,
31,1991,196,3962,926,4.3,39,14,237,254,492,2667,10,25,5.0,143,391,1295,6,3.3,73,78,661,21,,,,,,,,,,,,,,,,,
32,1990,268,4745,934,5.1,32,14,270,238,439,2833,16,18,5.9,135,452,1912,13,4.2,115,96,883,20,,,,,,,,,,,,,,,,,
33,1989,258,4641,986,4.7,44,14,262,279,523,3280,17,30,5.7,157,407,1361,10,3.3,83,113,856,22,,,,,,,,,,,,,,,,,
34,1988,344,5807,1102,5.3,35,16,336,322,562,3780,26,19,6.1,195,480,2027,15,4.2,122,99,790,19,,,,,,,,,,,,,,,,,
35,1987,362,5326,1045,5.1,27,12,325,305,529,3453,25,15,5.9,189,462,1873,15,4.1,115,101,797,21,,,,,,,,,,,,,,,,,
36,1986,218,4503,994,4.5,29,10,273,293,516,2716,17,19,4.7,149,419,1787,8,4.3,102,116,932,22,,,,,,,,,,,,,,,,,
37,1985,278,5086,1016,5.0,34,16,301,296,534,3112,19,18,5.2,171,417,1974,14,4.7,108,101,816,22,,,,,,,,,,,,,,,,,
38,1984,423,6345,1103,5.8,36,20,345,347,566,4257,28,16,6.9,200,488,2088,21,4.3,129,109,904,16,,,,,,,,,,,,,,,,,
39,1983,374,5145,1044,4.9,48,27,296,267,460,2868,29,21,5.5,147,525,2277,15,4.3,123,89,770,26,,,,,,,,,,,,,,,,,
40,1982,135,2542,579,4.4,16,10,162,129,240,1333,6,6,4.9,81,307,1209,10,3.9,71,56,528,10,,,,,,,,,,,,,,,,,
41,1981,315,5077,1044,4.9,44,20,300,253,477,2864,15,24,5.5,141,519,2213,20,4.3,135,106,877,24,,,,,,,,,,,,,,,,,
42,1980,299,4859,1039,4.7,37,13,281,239,470,2676,16,24,5.1,137,519,2183,19,4.2,123,103,922,21,,,,,,,,,,,,,,,,,
43,1979,307,5184,1097,4.7,45,21,305,248,492,2602,12,24,4.9,136,566,2582,24,4.6,145,107,954,24,,,,,,,,,,,,,,,,,
44,1978,248,5125,1084,4.7,35,14,281,252,508,3171,16,21,6.0,158,554,1954,14,3.5,103,106,890,20,,,,,,,,,,,,,,,,,
45,1977,272,4541,888,5.1,37,16,247,195,366,2499,14,21,6.6,117,507,2042,19,4.0,114,95,835,16,,,,,,,,,,,,,,,,,
46,1976,309,5136,989,5.2,37,24,307,220,392,2835,18,13,6.9,142,580,2301,17,4.0,140,84,683,25,,,,,,,,,,,,,,,,,
47,1975,356,4955,918,5.4,39,19,276,187,355,2553,20,20,7.0,128,555,2402,19,4.3,131,83,730,17,,,,,,,,,,,,,,,,,
48,1974,285,4314,873,4.9,17,9,247,201,391,2358,20,8,5.8,117,466,1956,12,4.2,120,77,645,10,,,,,,,,,,,,,,,,,
49,1973,286,4054,837,4.8,29,14,238,210,394,2383,16,15,5.7,111,416,1671,13,4.0,96,61,594,31,,,,,,,,,,,,,,,,,
50,1972,193,3267,754,4.3,39,16,181,171,363,2038,11,23,5.2,102,361,1229,9,3.4,68,64,582,11,,,,,,,,,,,,,,,,,
51,1971,231,4001,821,4.9,46,20,212,170,385,2471,14,26,6.1,109,417,1530,8,3.7,86,66,643,17,,,,,,,,,,,,,,,,,
52,1970,325,4471,845,5.3,33,14,226,178,390,2473,16,19,5.9,104,429,1998,18,4.7,110,84,896,12,,,,,,,,,,,,,,,,,
53,1969,314,4185,833,5.0,35,10,224,216,430,2739,19,25,6.1,125,382,1446,17,3.8,83,72,765,16,,,,,,,,,,,,,,,,,
54,1968,325,4183,871,4.8,31,11,245,169,385,2187,16,20,5.4,107,463,1996,22,4.3,117,66,708,21,,,,,,,,,,,,,,,,,
55,1967,333,4780,927,5.2,46,11,248,204,431,2941,20,35,6.5,131,472,1839,15,3.9,97,65,720,20,,,,,,,,,,,,,,,,,
56,1966,264,3541,882,4.0,37,18,212,180,386,1940,13,19,4.6,108,458,1601,10,3.5,88,67,586,16,,,,,,,,,,,,,,,,,
57,1965,296,4562,909,5.0,32,7,251,221,448,2943,20,25,6.2,143,431,1619,10,3.8,90,45,458,18,,,,,,,,,,,,,,,,,
58,1964,357,4517,915,4.9,40,16,275,223,422,2747,21,24,6.0,152,456,1770,12,3.9,95,64,579,28,,,,,,,,,,,,,,,,,
59,1963,341,4870,901,5.4,39,18,254,228,438,3031,30,21,6.3,134,423,1839,10,4.3,105,69,692,15,,,,,,,,,,,,,,,,,
60,1962,287,4798,850,5.6,51,21,268,220,434,3100,18,30,7.1,138,416,1698,20,4.1,109,56,655,21,,,,,,,,,,,,,,,,,
61,1961,279,3378,737,4.6,41,18,202,168,351,1973,21,23,5.6,110,386,1405,8,3.6,83,57,535,9,,,,,,,,,,,,,,,,,
62,1960,288,4167,769,5.4,47,22,229,126,285,1811,20,25,6.4,89,484,2356,13,4.9,127,46,456,13,,,,,,,,,,,,,,,,,
63,1959,234,3172,647,4.9,55,36,179,125,280,1559,14,19,5.6,80,367,1613,10,4.4,85,44,431,14,,,,,,,,,,,,,,,,,
