,Year,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
0,2022,449,5931,1075,5.5,20,9,363,414,593,3915,29,11,6.2,218,446,2016,21,4.5,124,94,757,21,190,41.6,10.5,Own 31.3,2:44,5.8,31.2,2.30,203,87,42.9%,16,8,50.0%,66,43,65.2%
1,2021,366,5597,1028,5.4,27,14,336,367,561,3645,30,13,6.1,192,426,1952,10,4.6,109,100,896,35,177,35.6,15.3,Own 29.6,2:46,6.0,31.5,1.97,207,79,38.2%,30,14,46.7%,51,31,60.8%
2,2020,367,5631,1054,5.3,21,10,363,365,570,3623,26,11,5.9,207,436,2008,13,4.6,118,104,841,38,172,37.2,10.5,Own 28.0,2:56,6.3,32.7,2.02,202,80,39.6%,21,14,66.7%,56,29,51.8%
3,2019,442,6432,1080,6.0,17,10,375,421,601,4510,38,7,7.0,243,439,1922,9,4.4,94,114,1041,38,172,43.0,9.3,Own 27.5,3:04,6.5,37.4,2.38,214,100,46.7%,14,3,21.4%,62,37,59.7%
4,2018,425,5741,1065,5.4,16,9,357,342,506,3262,21,7,5.9,186,510,2479,25,4.9,139,100,790,32,187,38.0,8.6,Own 29.5,2:52,5.9,30.6,2.12,205,78,38.0%,13,8,61.5%,53,33,62.3%
5,2017,361,4973,1008,4.9,21,6,283,343,564,3541,24,15,5.9,187,407,1432,12,3.5,68,129,1128,28,200,31.5,10.5,Own 28.9,2:22,5.2,24.9,1.69,224,80,35.7,16,7,43.8,46,27,58.7
6,2016,362,4883,1019,4.8,28,14,293,344,547,3365,21,14,5.7,175,424,1518,16,3.6,90,123,1010,28,194,32.5,12.9,Own 30.3,2:29,5.4,25.1,1.76,219,85,38.8%,15,7,46.7%,45,25,55.6%
7,2015,313,5147,982,5.2,33,14,284,343,573,3687,24,19,6.1,177,373,1460,9,3.9,79,130,1202,28,186,31.7,16.7,Own 27.2,2:24,5.4,27.6,1.66,210,75,35.7%,17,8,47.1%,47,26,55.3%
8,2014,299,5891,1010,5.8,25,7,300,365,579,4152,22,18,6.8,195,396,1739,9,4.4,77,130,1192,28,188,29.8,12.8,Own 26.0,2:34,5.5,31.3,1.55,215,81,37.7%,13,5,38.5%,41,18,43.9%
9,2013,324,5079,1042,4.9,30,10,309,367,625,3728,29,20,5.5,208,370,1351,5,3.7,68,111,960,33,204,28.9,13.7,Own 28.0,2:18,5.3,24.9,1.53,221,78,35.3%,16,6,37.5%,48,26,54.2%
