,Year,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
11,2012,336,5388,1033,5.2,23,5,308,313,568,3492,24,18,5.7,191,418,1896,12,4.5,83,123,1055,34,187,33.2,11.8,Own 26.1,2:32,5.7,28.8,1.76,218,83,38.1%,23,9,39.1%,47,29,61.7%
12,2011,359,6585,1049,6.3,38,7,358,390,637,4796,29,31,7.2,246,383,1789,10,4.7,96,122,948,16,183,33.9,20.2,Own 25.5,2:35,5.9,35.9,1.89,195,83,42.6%,16,4,25.0%,56,31,55.4%
13,2010,240,4945,969,5.1,32,8,270,296,527,3107,16,24,5.4,163,395,1838,6,4.7,82,98,758,25,182,25.3,16.5,Own 29.1,2:32,5.5,27.0,1.24,213,77,36.2%,20,6,30.0%,31,15,48.4%
14,2009,297,4551,948,4.8,40,10,272,294,540,3218,29,30,5.6,168,371,1333,5,3.6,68,107,914,36,186,25.3,21.0,Own 31.1,2:19,5.2,24.5,1.49,211,76,36.0%,25,10,40.0%,46,28,60.9%
15,2008,380,5349,1003,5.3,28,6,295,287,518,3244,22,22,6.0,141,458,2105,20,4.6,121,89,721,33,192,34.9,14.1,Own 32.4,2:25,5.4,27.9,1.92,210,80,38.1%,23,17,73.9%,51,29,56.9%
16,2007,291,5013,994,5.0,28,9,297,295,534,3366,23,19,5.9,176,424,1647,6,3.9,77,118,908,44,182,29.1,13.2,Own 28.6,2:37,5.6,27.5,1.51,209,69,33.0%,24,9,37.5%,43,21,48.8%
17,2006,366,5134,1002,5.1,33,10,291,286,515,3309,25,23,5.9,169,441,1825,12,4.1,95,97,710,27,201,31.8,16.4,Own 29.8,2:20,5.1,25.5,1.71,215,70,32.6%,21,13,61.9%,45,23,51.1%
18,2005,344,4690,969,4.8,21,11,280,252,430,2680,22,10,5.8,143,504,2010,10,4.0,107,98,975,30,192,31.8,10.9,Own 34.5,2:27,5.2,24.3,1.62,206,74,35.9%,8,3,37.5%,47,25,53.2%
19,2004,380,5541,967,5.7,15,7,307,314,518,3663,33,8,6.6,181,409,1878,12,4.6,92,112,942,34,181,34.3,7.7,Own 31.7,2:37,5.5,30.5,2.02,197,69,35.0%,9,5,55.6%,44,28,63.6%
20,2003,307,5101,1036,4.9,32,11,288,326,589,3400,18,21,5.5,172,413,1701,10,4.1,91,97,767,25,196,29.6,15.3,Own 32.2,2:23,5.5,26.0,1.46,228,85,37.3%,17,4,23.5%,46,18,39.1%
21,2002,328,4985,987,5.1,45,21,294,287,531,2987,24,24,5.2,143,413,1998,14,4.8,122,98,945,29,198,27.3,21.7,Own 33.2,2:18,5.1,25.1,1.59,192,65,33.9%,16,6,37.5%,55,30,54.5%
22,2001,266,4937,1041,4.7,39,19,278,341,583,3168,14,20,5.0,176,406,1769,10,4.4,83,104,921,19,194,23.7,17.5,Own 30.9,2:31,5.5,25.3,1.21,238,93,39.1%,22,9,40.9%,40,17,42.5%
23,2000,323,5069,1012,5.0,28,7,284,307,557,3451,28,21,5.8,186,417,1618,7,3.9,84,101,992,14,196,28.6,12.8,Own 32.4,2:25,5.3,25.8,1.57,224,82,36.6%,11,7,63.6%,45,24,53.3%
24,1999,341,5309,1040,5.1,41,15,304,304,538,3505,20,26,6.2,177,472,1804,16,3.8,103,99,993,24,196,30.1,18.4,Own 33.6,2:30,5.5,26.9,1.64,223,87,39.0%,20,8,40.0%,59,26,44.1%
25,1998,319,4507,980,4.6,23,10,246,296,540,3065,23,13,5.2,166,390,1442,7,3.7,67,94,828,13,,,,,,,,,,,,,,,,,
26,1997,282,4827,1047,4.6,32,11,288,288,563,2951,10,21,4.9,156,443,1876,16,4.2,105,114,945,27,,,,,,,,,,,,,,,,,
27,1996,210,4156,981,4.2,39,13,248,283,544,2740,12,26,4.7,151,400,1416,7,3.5,74,107,797,23,,,,,,,,,,,,,,,,,
28,1995,314,5155,1029,5.0,16,3,303,351,616,3640,25,13,5.6,188,374,1515,12,4.1,99,98,738,16,,,,,,,,,,,,,,,,,
29,1994,287,4764,1023,4.7,33,12,281,337,605,3401,20,21,5.3,182,381,1363,9,3.6,82,82,675,17,,,,,,,,,,,,,,,,,
30,1993,282,4482,999,4.5,33,15,261,290,529,2900,16,18,5.0,157,424,1582,6,3.7,88,85,712,16,,,,,,,,,,,,,,,,,
31,1992,296,5098,923,5.5,34,19,277,277,483,3277,16,15,6.3,170,406,1821,12,4.5,89,98,830,18,,,,,,,,,,,,,,,,,
32,1991,313,4812,1033,4.7,29,14,298,305,531,3266,20,15,5.7,177,457,1546,10,3.4,99,106,777,22,,,,,,,,,,,,,,,,,
33,1990,347,5442,981,5.5,30,14,286,256,479,3383,20,16,6.7,160,475,2059,16,4.3,113,109,854,13,,,,,,,,,,,,,,,,,
34,1989,356,5347,970,5.5,40,15,307,302,476,3339,22,25,6.5,179,460,2008,15,4.4,116,105,851,12,,,,,,,,,,,,,,,,,
35,1988,315,4843,1018,4.8,41,21,281,256,474,2733,12,20,5.4,136,514,2110,17,4.1,130,112,903,15,,,,,,,,,,,,,,,,,
36,1987,300,4923,1024,4.8,42,24,296,279,469,3003,14,18,6.0,152,521,1920,15,3.7,118,104,852,26,,,,,,,,,,,,,,,,,
37,1986,418,5015,1041,4.8,32,12,313,267,448,2920,31,20,6.1,151,565,2095,16,3.7,135,79,657,27,,,,,,,,,,,,,,,,,
38,1985,355,5173,1051,4.9,40,25,310,295,509,3126,22,15,5.6,178,494,2047,17,4.1,111,102,797,21,,,,,,,,,,,,,,,,,
39,1984,309,5291,1140,4.6,42,15,323,315,551,3146,16,27,5.3,166,545,2145,14,3.9,136,145,1129,21,,,,,,,,,,,,,,,,,
40,1983,439,6403,1156,5.5,31,12,366,300,518,3762,20,19,6.7,187,597,2641,28,4.4,171,110,965,8,,,,,,,,,,,,,,,,,
41,1982,169,2707,622,4.4,23,11,164,177,327,1775,9,12,5.1,96,275,932,9,3.4,58,72,629,10,,,,,,,,,,,,,,,,,
42,1981,361,5185,1087,4.8,54,24,326,284,505,3087,18,30,5.7,168,546,2098,21,3.8,140,108,907,18,,,,,,,,,,,,,,,,,
43,1980,371,5782,1059,5.5,27,14,316,259,460,3383,19,13,6.8,166,565,2399,19,4.2,136,109,872,14,,,,,,,,,,,,,,,,,
44,1979,316,5647,1114,5.1,32,14,327,249,440,2762,21,18,5.8,146,639,2885,14,4.5,162,106,912,19,,,,,,,,,,,,,,,,,
45,1978,269,4963,1131,4.4,47,20,302,254,463,2524,16,27,4.9,143,620,2439,19,3.9,137,116,949,22,,,,,,,,,,,,,,,,,
46,1977,219,4033,938,4.3,24,11,261,186,319,1719,10,13,4.8,105,582,2314,16,4.0,140,101,799,16,,,,,,,,,,,,,,,,,
47,1976,299,4123,943,4.4,26,15,262,196,354,1835,13,11,4.6,107,546,2288,17,4.2,132,104,914,23,,,,,,,,,,,,,,,,,
48,1975,285,4511,981,4.6,41,27,260,192,369,2172,13,14,5.4,112,580,2339,14,4.0,132,72,544,16,,,,,,,,,,,,,,,,,
49,1974,206,3641,876,4.2,35,12,218,188,383,2000,10,23,4.9,106,465,1641,10,3.5,93,88,715,19,,,,,,,,,,,,,,,,,
50,1973,259,3821,858,4.5,33,18,230,180,327,1822,14,15,5.2,101,506,1999,13,4.0,114,54,483,15,,,,,,,,,,,,,,,,,
51,1972,226,3474,812,4.3,36,19,209,174,340,1957,7,17,5.3,109,443,1517,14,3.4,85,50,446,15,,,,,,,,,,,,,,,,,
52,1971,298,4008,861,4.7,32,16,230,186,353,2301,21,16,6.2,110,489,1707,7,3.5,104,60,514,16,,,,,,,,,,,,,,,,,
53,1970,293,4055,854,4.7,37,17,202,177,369,2226,13,20,5.6,102,453,1829,14,4.0,88,63,686,12,,,,,,,,,,,,,,,,,
54,1969,221,3827,881,4.3,26,7,224,177,360,1845,13,19,4.7,107,485,1982,7,4.1,103,65,733,14,,,,,,,,,,,,,,,,,
55,1968,227,3596,831,4.3,34,17,213,157,327,1796,14,17,5.1,92,476,1800,11,3.8,105,60,541,16,,,,,,,,,,,,,,,,,
56,1967,209,3300,809,4.1,40,14,183,155,337,1377,13,26,3.8,78,443,1923,7,4.3,98,55,482,7,,,,,,,,,,,,,,,,,
57,1966,163,3603,883,4.1,42,14,211,202,390,1959,7,28,4.5,106,446,1644,9,3.7,90,67,745,15,,,,,,,,,,,,,,,,,
58,1965,224,3969,907,4.4,50,23,240,187,383,1981,11,27,4.6,111,480,1988,10,4.1,115,67,677,14,,,,,,,,,,,,,,,,,
59,1964,245,3179,780,4.1,41,25,197,173,318,1647,11,16,4.5,91,417,1532,15,3.7,95,56,521,11,,,,,,,,,,,,,,,,,
60,1963,206,3599,845,4.3,43,21,193,180,378,2013,9,22,4.8,87,428,1586,11,3.7,92,59,568,14,,,,,,,,,,,,,,,,,
61,1962,148,3277,759,4.3,50,19,191,187,355,1746,10,31,4.9,94,404,1531,4,3.8,88,54,611,9,,,,,,,,,,,,,,,,,
62,1961,223,4051,826,4.9,46,17,245,218,414,2357,13,29,5.7,117,412,1694,12,4.1,110,52,609,18,,,,,,,,,,,,,,,,,
63,1960,209,3442,715,4.8,37,15,199,192,365,2157,19,22,5.9,110,350,1285,7,3.7,74,61,636,15,,,,,,,,,,,,,,,,,
64,1959,246,3552,759,4.7,29,15,215,169,329,1782,14,14,5.4,102,430,1770,14,4.1,101,51,450,12,,,,,,,,,,,,,,,,,
65,1958,382,4615,763,6.0,32,19,236,175,336,2575,24,13,7.7,111,427,2040,24,4.8,109,72,657,16,,,,,,,,,,,,,,,,,
66,1957,311,4197,776,5.4,47,17,226,153,314,2038,18,30,6.5,97,462,2159,18,4.7,117,75,709,12,,,,,,,,,,,,,,,,,
67,1956,342,4710,772,6.1,29,8,246,144,260,2091,17,21,8.0,104,512,2619,20,5.1,129,52,493,13,,,,,,,,,,,,,,,,,
68,1955,276,3862,734,5.3,49,18,196,118,259,1688,13,31,6.5,71,475,2174,18,4.6,118,56,490,7,,,,,,,,,,,,,,,,,
69,1954,251,4350,777,5.6,33,14,228,208,374,2479,17,19,6.6,119,403,1871,13,4.6,101,72,666,8,,,,,,,,,,,,,,,,,
70,1953,338,3851,719,5.4,47,19,199,144,312,2105,15,28,6.7,91,407,1746,24,4.3,95,84,617,13,,,,,,,,,,,,,,,,,
71,1952,312,3269,755,4.3,41,19,202,162,340,1762,17,22,5.2,97,415,1507,16,3.6,87,96,752,18,,,,,,,,,,,,,,,,,
72,1951,375,4470,809,5.5,35,13,236,157,313,2318,25,22,7.4,95,496,2152,22,4.3,127,99,924,14,,,,,,,,,,,,,,,,,
73,1950,406,4473,801,5.6,42,15,220,185,379,2588,24,27,6.8,110,422,1885,23,4.5,91,95,919,19,,,,,,,,,,,,,,,,,
74,1949,329,3956,793,5.0,35,15,218,138,292,1879,15,20,6.4,89,501,2077,20,4.1,110,91,836,19,,,,,,,,,,,,,,,,,
75,1948,290,3779,797,4.7,44,15,222,134,260,1626,13,29,6.3,74,537,2153,21,4.0,132,91,771,16,,,,,,,,,,,,,,,,,
76,1947,210,3396,710,4.8,51,21,193,122,277,1790,14,30,6.5,71,433,1606,13,3.7,96,88,759,26,,,,,,,,,,,,,,,,,
77,1946,158,2660,581,4.6,52,28,158,94,214,1288,6,24,6.0,59,367,1372,14,3.7,84,76,628,15,,,,,,,,,,,,,,,,,
78,1945,173,3057,619,4.9,41,17,137,111,231,1708,9,24,7.4,57,388,1349,16,3.5,65,68,701,15,,,,,,,,,,,,,,,,,
79,1944,141,2359,584,4.0,41,12,114,89,227,1229,10,29,5.4,49,357,1130,9,3.2,56,88,700,9,,,,,,,,,,,,,,,,,
80,1943,172,2532,592,4.3,51,9,122,111,242,1420,16,42,5.9,56,350,1112,9,3.2,62,51,391,4,,,,,,,,,,,,,,,,,
81,1942,215,3020,618,4.9,48,15,147,100,242,1471,8,33,6.1,59,376,1549,17,4.1,79,63,539,9,,,,,,,,,,,,,,,,,
82,1941,120,2564,589,4.4,48,23,124,104,233,1343,8,25,5.8,41,356,1221,10,3.4,76,63,539,7,,,,,,,,,,,,,,,,,
83,1940,155,2532,639,4.0,47,7,,98,252,1492,9,40,5.9,,387,1040,9,2.7,,0,0,,,,,,,,,,,,,,,,,,
84,1939,153,2767,572,4.8,35,9,,106,239,1602,9,26,6.7,,333,1165,12,3.5,,0,0,,,,,,,,,,,,,,,,,,
85,1938,118,2549,604,4.2,34,12,,92,232,1343,5,22,5.8,,372,1206,8,3.2,,0,0,,,,,,,,,,,,,,,,,,
86,1937,122,2299,597,3.9,33,11,,70,197,1115,7,22,5.7,,400,1184,8,3.0,,0,0,,,,,,,,,,,,,,,,,,
87,1936,118,2664,705,3.8,50,19,,81,227,1170,7,31,5.2,,478,1494,5,3.1,,0,0,,,,,,,,,,,,,,,,,,
88,1935,96,2056,638,3.2,48,21,,61,190,837,6,27,4.4,,448,1219,6,2.7,,0,0,,,,,,,,,,,,,,,,,,
89,1934,112,2250,689,3.3,25,0,,56,172,686,3,25,4.0,,517,1564,9,3.0,,0,0,,,,,,,,,,,,,,,,,,
90,1933,107,1921,621,3.1,30,0,,48,179,711,7,30,4.0,,442,1210,4,2.7,,0,0,,,,,,,,,,,,,,,,,,
91,1932,63,,,,,0,,0,0,0,0,0,,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,
92,1931,87,,,,,0,,0,0,0,0,0,,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,
93,1930,111,,,,,0,,0,0,0,0,0,,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,
94,1929,22,,,,,0,,0,0,0,0,0,,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,
95,1928,92,,,,,0,,0,0,0,0,0,,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,
96,1927,43,,,,,0,,0,0,0,0,0,,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,
97,1926,61,,,,,0,,0,0,0,0,0,,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,
98,1925,110,,,,,0,,0,0,0,0,0,,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,
99,1924,38,,,,,0,,0,0,0,0,0,,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,
100,1923,34,,,,,0,,0,0,0,0,0,,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,
101,1922,54,,,,,0,,0,0,0,0,0,,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,
102,1921,55,,,,,0,,0,0,0,0,0,,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,
