Year,Tm,Role,Tms,WL%,T/G,Pts±,Yds±,Yds,Pts,GvA,Att,Yds Rushing Off,TD,Y/A,FL,Att Passing Off,Yds Defense,TD Rushing Def,Int,NY/A,Yds Passing Def,Pts_2,TkA,Att_2,Yds_5,TD_2,Y/A_1,FR,Att_3,Yds_6,TD_3,Int_1,nY/A
2008,SFO,HC,32,22,31,23,23,23,22,32,27,27,25,21,32,18,13,13,26,18,13,23,28,21,13,15,8,28,24,20,21,21,15
2009,SFO,HC,32,16,5,13,24,27,18,10,30,25,19,12,11,21,22,15,12,25,15,4,5,14,6,14,3,1,28,21,2,11,12
2010,SFO,HC,32,20,15,20,21,24,24,11,25,19,21,17,6,22,18,24,13,15,13,16,25,23,6,8,2,29,22,24,21,17,22
