,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Num,Won,Notes
0,2000,53,Dallas Cowboys,NFL,16,5,11,0,.313,-4.6,-1.5,-3.0,,,,,4,4,1,
1,2001,54,Dallas Cowboys,NFL,16,5,11,0,.313,-6.0,-4.5,-1.5,,,,,5,6,2,
2,2002,55,Dallas Cowboys,NFL,16,5,11,0,.313,-8.5,-8.2,-0.3,,,,,4,7,2,
