,Team Abbreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
0,buf,400,5206.0,924.0,5.6,52.0,18,255.0,174,397,3166,19,34,7.3,130.0,492,2040,25,4.1,114.0,62,511,11.0,,,,,,,,,,,,,,,,,
1,chi,260,4007.0,880.0,4.6,33.0,12,248.0,282,494,2841,25,21,5.4,141.0,356,1166,5,3.3,83.0,96,817,24.0,,,,,,,,,,,,,,,,,
2,cle,415,4486.0,807.0,5.6,26.0,7,255.0,181,344,2323,28,19,6.2,118.0,435,2163,14,5.0,119.0,60,611,18.0,,,,,,,,,,,,,,,,,
3,clt,428,4779.0,840.0,5.7,19.0,10,245.0,176,345,2772,22,9,7.2,129.0,456,2007,29,4.4,100.0,74,785,16.0,,,,,,,,,,,,,,,,,
4,crd,357,4517.0,915.0,4.9,40.0,16,275.0,223,422,2747,21,24,6.0,152.0,456,1770,12,3.9,95.0,64,579,28.0,,,,,,,,,,,,,,,,,
5,dal,250,3704.0,893.0,4.1,43.0,19,230.0,192,404,2013,10,24,4.3,119.0,421,1691,15,4.0,89.0,97,952,22.0,,,,,,,,,,,,,,,,,
6,den,240,3332.0,908.0,3.7,40.0,8,207.0,230,456,2021,14,32,3.9,116.0,391,1311,10,3.4,78.0,76,774,13.0,,,,,,,,,,,,,,,,,
7,det,280,3972.0,835.0,4.8,34.0,13,221.0,206,386,2558,23,21,6.0,115.0,412,1414,7,3.4,87.0,75,674,19.0,,,,,,,,,,,,,,,,,
8,gnb,342,4381.0,863.0,5.1,23.0,17,250.0,186,321,2105,16,6,5.7,106.0,495,2276,23,4.6,133.0,50,576,11.0,,,,,,,,,,,,,,,,,
9,kan,366,4700.0,871.0,5.4,41.0,20,250.0,228,412,2875,32,21,6.3,148.0,415,1825,14,4.4,90.0,56,604,12.0,,,,,,,,,,,,,,,,,
10,min,355,4306.0,893.0,4.8,30.0,18,258.0,179,326,2123,23,12,5.7,115.0,519,2183,14,4.2,124.0,71,787,19.0,,,,,,,,,,,,,,,,,
11,nwe,365,4527.0,886.0,5.1,39.0,12,226.0,229,476,3166,31,27,6.3,144.0,381,1361,9,3.6,66.0,51,447,16.0,,,,,,,,,,,,,,,,,
12,nyg,241,3879.0,911.0,4.3,49.0,23,240.0,217,431,2475,16,26,5.2,140.0,435,1404,12,3.2,81.0,65,532,19.0,,,,,,,,,,,,,,,,,
13,nyj,278,3889.0,862.0,4.5,40.0,7,209.0,201,451,2432,19,33,5.1,108.0,384,1457,11,3.8,79.0,53,477,22.0,,,,,,,,,,,,,,,,,
14,oti,310,4874.0,942.0,5.2,44.0,15,284.0,299,592,3527,19,29,5.7,186.0,327,1347,14,4.1,80.0,70,683,18.0,,,,,,,,,,,,,,,,,
15,phi,312,4400.0,862.0,5.1,40.0,22,243.0,199,397,2478,19,18,5.7,126.0,430,1922,16,4.5,100.0,42,450,17.0,,,,,,,,,,,,,,,,,
16,pit,253,3960.0,890.0,4.4,41.0,17,233.0,141,323,1858,14,24,5.0,105.0,516,2102,14,4.1,110.0,59,615,18.0,,,,,,,,,,,,,,,,,
17,rai,303,4902.0,908.0,5.4,51.0,18,270.0,253,521,3422,28,33,5.9,186.0,331,1480,9,4.5,63.0,74,752,21.0,,,,,,,,,,,,,,,,,
18,ram,283,3908.0,833.0,4.7,39.0,19,208.0,173,368,2279,18,20,5.3,104.0,400,1629,11,4.1,78.0,76,803,26.0,,,,,,,,,,,,,,,,,
19,sdg,341,4664.0,859.0,5.4,46.0,16,254.0,224,445,3142,28,30,6.7,156.0,392,1522,14,3.9,85.0,88,709,13.0,,,,,,,,,,,,,,,,,
20,sfo,236,4073.0,871.0,4.7,46.0,24,233.0,225,461,2741,18,22,5.6,136.0,383,1332,11,3.5,76.0,79,741,21.0,,,,,,,,,,,,,,,,,
21,was,307,3958.0,825.0,4.8,33.0,17,193.0,214,415,2721,25,16,5.9,116.0,366,1237,11,3.4,70.0,87,825,7.0,,,,,,,,,,,,,,,,,
