Team Abbreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
atl,328,5325.0,994.0,5.4,26.0,14,313.0,321,515,3668,20,12,6.6,183.0,442,1657,14,3.7,97.0,99,799,33.0,179.0,31.8,13.4,28.3,2.716666666666667,5.7,29.7,1.72,207.0,87.0,0.42,10.0,4.0,0.4,50.0,25.0,0.5
buf,311,5273.0,1029.0,5.1,24.0,11,298.0,324,513,3019,18,13,5.5,168.0,476,2254,14,4.7,117.0,90,709,13.0,187.0,28.9,11.8,29.6,2.7333333333333334,5.6,28.1,1.55,216.0,79.0,0.366,17.0,11.0,0.647,45.0,24.0,0.5329999999999999
car,305,4737.0,990.0,4.8,22.0,8,267.0,291,500,3000,22,14,5.5,149.0,449,1737,10,3.9,96.0,89,735,22.0,195.0,28.7,10.8,29.4,2.466666666666667,5.2,24.3,1.52,222.0,70.0,0.315,14.0,11.0,0.7859999999999999,43.0,24.0,0.5579999999999999
chi,255,4706.0,1023.0,4.6,44.0,20,258.0,328,581,3116,18,24,5.0,159.0,402,1590,7,4.0,77.0,132,1084,22.0,209.0,20.6,19.6,29.3,2.283333333333333,5.0,22.5,1.1,239.0,74.0,0.31,16.0,10.0,0.625,40.0,19.0,0.475
cin,331,5681.0,1038.0,5.5,31.0,12,337.0,349,555,3818,24,19,6.5,206.0,448,1863,15,4.2,109.0,97,836,22.0,186.0,30.6,14.5,29.3,2.7,5.7,30.5,1.76,211.0,88.0,0.41700000000000004,21.0,11.0,0.524,52.0,29.0,0.5579999999999999
cle,356,5515.0,1041.0,5.3,27.0,9,303.0,283,499,3242,20,18,6.2,178.0,514,2273,14,4.4,107.0,84,678,18.0,193.0,31.1,14.0,30.5,2.5666666666666664,5.6,28.5,1.64,228.0,100.0,0.439,10.0,4.0,0.4,51.0,26.0,0.51
clt,360,5316.0,959.0,5.5,26.0,11,325.0,266,415,2548,16,15,5.8,150.0,519,2768,20,5.3,150.0,86,667,25.0,156.0,38.5,16.7,30.7,3.1166666666666667,6.4,34.1,2.08,191.0,90.0,0.47100000000000003,14.0,11.0,0.7859999999999999,51.0,30.0,0.588
crd,389,5591.0,1018.0,5.5,33.0,17,331.0,321,522,3694,21,16,6.6,186.0,458,1897,16,4.1,114.0,95,815,31.0,181.0,37.6,18.2,31.9,2.65,5.8,30.6,1.94,201.0,83.0,0.413,15.0,7.0,0.467,58.0,28.0,0.483
dal,350,5165.0,974.0,5.3,31.0,13,294.0,301,511,3506,25,18,6.4,179.0,429,1659,12,3.9,88.0,93,895,27.0,183.0,32.2,15.3,30.4,2.533333333333333,5.5,28.2,1.78,212.0,93.0,0.439,16.0,8.0,0.5,48.0,25.0,0.521
den,305,5220.0,1019.0,5.1,30.0,13,291.0,327,538,3407,13,17,5.9,183.0,446,1813,13,4.1,97.0,97,785,11.0,184.0,32.6,14.7,33.5,2.6666666666666665,5.8,28.3,1.54,221.0,81.0,0.36700000000000005,14.0,5.0,0.35700000000000004,54.0,24.0,0.444
det,398,5530.0,1033.0,5.4,30.0,18,319.0,339,511,3520,22,12,6.5,183.0,492,2010,18,4.1,111.0,102,869,25.0,185.0,37.8,15.1,31.5,2.8,5.8,29.9,2.0,207.0,90.0,0.435,5.0,4.0,0.8,60.0,32.0,0.5329999999999999
gnb,366,5134.0,1002.0,5.1,33.0,10,291.0,286,515,3309,25,23,5.9,169.0,441,1825,12,4.1,95.0,97,710,27.0,201.0,31.8,16.4,29.8,2.3333333333333335,5.1,25.5,1.71,215.0,70.0,0.326,21.0,13.0,0.619,45.0,23.0,0.511
htx,366,5400.0,979.0,5.5,22.0,11,312.0,328,505,3444,22,11,6.5,174.0,446,1956,16,4.4,115.0,96,792,23.0,168.0,37.5,13.1,31.3,2.9333333333333336,6.0,32.1,2.03,198.0,88.0,0.444,11.0,5.0,0.455,49.0,25.0,0.51
jax,274,4538.0,978.0,4.6,24.0,4,259.0,294,523,3078,12,20,5.5,143.0,420,1460,14,3.5,94.0,80,684,22.0,187.0,23.0,12.8,29.0,2.3833333333333333,5.4,24.2,1.25,227.0,83.0,0.366,14.0,4.0,0.28600000000000003,32.0,14.0,0.43799999999999994
kan,315,5262.0,999.0,5.3,30.0,15,298.0,314,506,3334,18,15,6.2,171.0,461,1928,14,4.2,109.0,85,709,18.0,182.0,31.9,14.8,29.9,2.6666666666666665,5.7,28.8,1.66,212.0,83.0,0.392,13.0,8.0,0.615,44.0,24.0,0.545
mia,283,4625.0,1005.0,4.6,27.0,19,267.0,279,497,3007,22,8,5.5,166.0,461,1618,7,3.5,72.0,91,724,29.0,188.0,27.1,12.8,29.8,2.55,5.5,24.5,1.43,234.0,89.0,0.38,16.0,9.0,0.563,36.0,15.0,0.41700000000000004
min,327,4803.0,977.0,4.9,36.0,15,272.0,355,599,3818,15,21,6.1,192.0,348,985,9,2.8,53.0,112,899,27.0,192.0,30.2,16.7,31.3,2.3833333333333333,5.3,25.0,1.41,215.0,74.0,0.344,13.0,7.0,0.5379999999999999,46.0,17.0,0.37
nor,322,4917.0,930.0,5.3,19.0,8,262.0,267,474,2854,26,11,5.6,148.0,418,2063,10,4.9,96.0,89,674,18.0,189.0,26.5,9.0,29.1,2.3833333333333333,5.0,25.9,1.56,199.0,69.0,0.34700000000000003,13.0,6.0,0.462,41.0,22.0,0.537
nwe,237,4710.0,950.0,5.0,35.0,13,264.0,294,518,3203,10,22,5.7,164.0,388,1507,11,3.9,67.0,102,918,33.0,182.0,23.6,18.7,28.6,2.5,5.4,25.7,1.17,209.0,75.0,0.359,11.0,3.0,0.273,35.0,12.0,0.34299999999999997
