Year,Tm,Role,Tms,WL%,T/G,Pts±,Yds±,Yds,Pts,GvA,Att,Yds Rushing Off,TD,Y/A,FL,Att Passing Off,Yds Defense,TD Rushing Def,Int,NY/A,Yds Passing Def,Pts_2,TkA,Att_2,Yds_5,TD_2,Y/A_1,FR,Att_3,Yds_6,TD_3,Int_1,nY/A
1977,DEN,HC,28,1,5,3,13,17,10,5,11,11,9,12,14,22,18,12,3,15,9,3,9,7,1,1,1,15,28,25,7,6,8
1978,DEN,HC,28,6,2,4,6,14,15,4,8,8,17,11,10,16,17,10,4,14,6,2,7,8,6,5,4,26,17,14,1,2,12
1979,DEN,HC,28,6,16,12,8,12,20,17,16,18,21,18,13,12,13,15,16,11,10,5,17,5,1,12,1,10,26,23,1,19,18
1980,DEN,HC,28,14,23,15,21,25,16,12,21,20,13,16,6,18,22,26,17,23,15,16,25,22,20,6,12,20,4,14,10,25,21
