Year,Age,Level,Employer,Role
1955,28,College,Carthage Coll.,Assistant Coach
1956,29,College,Carthage Coll.,Assistant Coach
1957,30,College,Carthage Coll.,Assistant Coach
1958,31,College,Western Illinois,Assistant Coach
1959,32,College,Western Illinois,Assistant Coach
1960,33,AFL,Boston Patriots,Assistant Coach
1961,34,AFL,Boston Patriots,Assistant Coach
1962,35,AFL,Buffalo Bills,Offensive Line
1963,36,AFL,Denver Broncos,Offensive Line
1964,37,AFL,Denver Broncos,Offensive Line
1965,38,AFL,Denver Broncos,Offensive Line
1966,39,NFL,St. Louis Cardinals,Offensive Line
1967,40,NFL,St. Louis Cardinals,Offensive Line
1968,41,NFL,St. Louis Cardinals,Offensive Line
1969,42,NFL,St. Louis Cardinals,Offensive Line
1970,43,NFL,St. Louis Cardinals,Offensive Line
1971,44,NFL,Baltimore Colts,Offensive Line
1972,45,NFL,Baltimore Colts,Offensive Line
1973,46,NFL,New England Patriots,Offensive Line
1974,47,NFL,New England Patriots,Offensive Line
1975,48,NFL,New England Patriots,Offensive Line
1976,49,NFL,New England Patriots,Offensive Line
1977,50,NFL,Denver Broncos,Head Coach
1978,51,NFL,Denver Broncos,Head Coach
1979,52,NFL,Denver Broncos,Head Coach
1980,53,NFL,Denver Broncos,Head Coach
1983,56,USFL,Denver Gold,Head Coach
