Year,Age,Level,Employer,Role
1972,23,College,Iowa,Graduate Assistant
1973,24,College,Dayton,RB/WR Coach
1974,25,College,Iowa,RB/WR Coach
1975,26,College,Iowa,RB/WR Coach
1976,27,College,Iowa,RB/WR Coach
1977,28,College,Stanford,RB Coach
1978,29,College,Stanford,RB Coach
1979,30,NFL,San Francisco 49ers,Special Teams
1980,31,College,Stanford,Offensive Coordinator
1981,32,College,Northwestern,Head Coach
1982,33,College,Northwestern,Head Coach
1983,34,College,Northwestern,Head Coach
1984,35,College,Northwestern,Head Coach
1985,36,College,Northwestern,Head Coach
1986,37,NFL,San Francisco 49ers,WR Coach
1987,38,NFL,San Francisco 49ers,WR Coach
1988,39,NFL,San Francisco 49ers,WR Coach
1989,40,College,Stanford,Head Coach
1990,41,College,Stanford,Head Coach
1991,42,College,Stanford,Head Coach
1992,43,NFL,Minnesota Vikings,Head Coach
1993,44,NFL,Minnesota Vikings,Head Coach
1994,45,NFL,Minnesota Vikings,Head Coach
1995,46,NFL,Minnesota Vikings,Head Coach
1996,47,NFL,Minnesota Vikings,Head Coach
1997,48,NFL,Minnesota Vikings,Head Coach
1998,49,NFL,Minnesota Vikings,Head Coach
1999,50,NFL,Minnesota Vikings,Head Coach
2000,51,NFL,Minnesota Vikings,Head Coach
2001,52,NFL,Minnesota Vikings,Head Coach
2004,55,NFL,Arizona Cardinals,Head Coach
2005,56,NFL,Arizona Cardinals,Head Coach
2006,57,NFL,Arizona Cardinals,Head Coach
2009,60,UFL,California Redwoods,Head Coach
2010,61,UFL,Sacramento Mountain Lions,Head Coach
2011,62,UFL,Sacramento Mountain Lions,Head Coach
