Year,Tm,Role,Tms,WL%,T/G,Pts±,Yds±,Yds,Pts,GvA,Att,Yds Rushing Off,TD,Y/A,FL,Att Passing Off,Yds Defense,TD Rushing Def,Int,NY/A,Yds Passing Def,Pts_2,TkA,Att_2,Yds_5,TD_2,Y/A_1,FR,Att_3,Yds_6,TD_3,Int_1,nY/A
1949,BUF,HC,7,4,6,4,3,3,4,2,3,3,4,5,2,6,5,3,2,4,4,4,6,2,3,3,3,2,3,5,5,7,5
1950,BCL,HC,13,13,9,13,13,9,11,11,13,13,10,13,10,2,4,8,11,9,13,13,4,12,13,12,12,11,6,11,13,1,13
