Year,Age,Level,Employer,Role
1968,37,NFL,Cleveland Browns,Defensive Line
1969,38,NFL,Cleveland Browns,Defensive Line
1970,39,NFL,Cleveland Browns,Defensive Line
1971,40,NFL,Cleveland Browns,Defensive Line
1972,41,NFL,Cleveland Browns,Defensive Line
1973,42,NFL,Cleveland Browns,Defensive Line
1974,43,NFL,Cleveland Browns,Defensive Line
1975,44,NFL,Cleveland Browns,Defensive Line
1976,45,NFL,Cleveland Browns,Defensive Coordinator
1977,46,NFL,Cleveland Browns,Defensive Coordinator/Interim HC
1978,47,NFL,New York Giants,Defensive Coordinator
1979,48,NFL,Cincinnati Bengals,Defensive Line
1980,49,NFL,Cincinnati Bengals,Defensive Line
1981,50,NFL,Cincinnati Bengals,Defensive Line
1982,51,NFL,Cincinnati Bengals,Defensive Line
1983,52,NFL,Cincinnati Bengals,Defensive Line
1984,53,NFL,Green Bay Packers,Defensive Coordinator
1985,54,NFL,Green Bay Packers,Defensive Coordinator
1986,55,NFL,Green Bay Packers,Defensive Coordinator
1987,56,NFL,Green Bay Packers,Defensive Coordinator
1988,57,NFL,Detroit Lions,Defensive Line
1989,58,NFL,Detroit Lions,Defensive Line
