Year,Age,Level,Employer,Role
1939,26,High School,St. Cecilia HS (Englewood NJ),Assistant Coach
1940,27,High School,St. Cecilia HS (Englewood NJ),Assistant Coach
1941,28,High School,St. Cecilia HS (Englewood NJ),Assistant Coach
1942,29,High School,St. Cecilia HS (Englewood NJ),Head Coach
1943,30,High School,St. Cecilia HS (Englewood NJ),Head Coach
1944,31,High School,St. Cecilia HS (Englewood NJ),Head Coach
1945,32,High School,St. Cecilia HS (Englewood NJ),Head Coach
1946,33,High School,St. Cecilia HS (Englewood NJ),Head Coach
1947,34,College,Fordham,Assistant Coach
1948,35,College,Fordham,Assistant Coach
1949,36,College,Army,Assistant Coach
1950,37,College,Army,Assistant Coach
1951,38,College,Army,Assistant Coach
1952,39,College,Army,Assistant Coach
1953,40,College,Army,Assistant Coach
1954,41,NFL,New York Giants,Offensive Coordinator
1955,42,NFL,New York Giants,Offensive Coordinator
1956,43,NFL,New York Giants,Offensive Coordinator
1957,44,NFL,New York Giants,Offensive Coordinator
1958,45,NFL,New York Giants,Offensive Coordinator
1959,46,NFL,Green Bay Packers,Head Coach
1960,47,NFL,Green Bay Packers,Head Coach
1961,48,NFL,Green Bay Packers,Head Coach
1962,49,NFL,Green Bay Packers,Head Coach
1963,50,NFL,Green Bay Packers,Head Coach
1964,51,NFL,Green Bay Packers,Head Coach
1965,52,NFL,Green Bay Packers,Head Coach
1966,53,NFL,Green Bay Packers,Head Coach
1967,54,NFL,Green Bay Packers,Head Coach
1969,56,NFL,Washington Redskins,Head Coach
