Year,Age,Level,Employer,Role
1919,30,College,Lafayette Coll. (PA),Head Coach
1920,31,College,Lafayette Coll. (PA),Head Coach
1921,32,College,Lafayette Coll. (PA),Head Coach
1922,33,College,Lafayette Coll. (PA),Head Coach
1923,34,College,Lafayette Coll. (PA),Head Coach
1924,35,College,Pittsburgh,Head Coach
1925,36,College,Pittsburgh,Head Coach
1926,37,College,Pittsburgh,Head Coach
1927,38,College,Pittsburgh,Head Coach
1928,39,College,Pittsburgh,Head Coach
1929,40,College,Pittsburgh,Head Coach
1930,41,College,Pittsburgh,Head Coach
1931,42,College,Pittsburgh,Head Coach
1932,43,College,Pittsburgh,Head Coach
1933,44,College,Pittsburgh,Head Coach
1934,45,College,Pittsburgh,Head Coach
1935,46,College,Pittsburgh,Head Coach
1936,47,College,Pittsburgh,Head Coach
1937,48,College,Pittsburgh,Head Coach
1938,49,College,Pittsburgh,Head Coach
1940,51,NFL,Brooklyn Dodgers,Head Coach
1941,52,NFL,Brooklyn Dodgers,Head Coach
1946,57,NFL,Pittsburgh Steelers,Head Coach
1947,58,NFL,Pittsburgh Steelers,Head Coach
