Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
1965,39,DET,NFL,14,6,7,1,.462,4.0,-2.5,6.5,,,,,6,
1966,40,DET,NFL,14,4,9,1,.308,-4.9,-4.7,-0.3,,,,,6,
