Year,Age,Level,Employer,Role
1915,23,College,Maine,Head Coach
1916,24,College,Maine,Head Coach
1917,25,Ohio League,Youngstown Patricians,Head Coach
1918,26,Semi-Pro,Buffalo Niagaras,Head Coach
1919,27,Semi-Pro,Buffalo Prospects,Head Coach
1920,28,APFA,Buffalo All-Americans,Head Coach
1921,29,APFA,Buffalo All-Americans,Head Coach
1922,30,NFL,Buffalo All-Americans,Head Coach
1923,31,NFL,Buffalo All-Americans,Head Coach
1924,32,NFL,Buffalo Bisons,Head Coach
