Year,Tm,Role,Tms,WL%,T/G,Pts±,Yds±,Yds,Pts,GvA,Att,Yds Rushing Off,TD,Y/A,FL,Att Passing Off,Yds Defense,TD Rushing Def,Int,NY/A,Yds Passing Def,Pts_2,TkA,Att_2,Yds_5,TD_2,Y/A_1,FR,Att_3,Yds_6,TD_3,Int_1,nY/A
1960,NYT,HC,8,4,7,5,3,2,1,7,3,4,6,4,7,3,2,1,3,4,5,8,7,2,7,8,8,5,4,6,6,8,4
1961,NYT,HC,8,4,6,6,7,5,5,7,4,3,4,4,7,3,6,3,7,5,7,6,3,6,7,7,7,1,5,6,5,5,3
1964,HOU,HC,8,7,6,6,6,3,5,5,8,7,2,4,4,1,1,5,3,6,8,7,7,8,7,6,7,8,1,8,5,4,8
