,Year,Tm,Role,Tms,WL%,T/G,Pts±,Yds±,Yds,Pts,GvA,Att,Yds Rushing Off,TD,Y/A,FL,Att Rushing Off,Yds Rushing Off Passing Off,TD Passing Off,Int,NY/A,Yds Passing Off,Pts Passing Off,TkA,Att Passing Off,Yds Passing Off Defense,TD Defense,Y/A Defense,FR,Att Defense,Yds Defense,TD Defense Rushing Def,Int Rushing Def,nY/A
0,2007,GNB,OC,32,2,10,3,5,2,4,7,28,21,13,12,8,6,2,6,11,3,11,6,17,15,14,1,11,25,13,12,18,6,12
1,2008,GNB,OC,32,24,6,14,17,8,5,8,14,17,24,18,6,9,8,5,12,10,20,22,12,24,26,27,26,28,17,12,21,3,12
2,2009,GNB,OC,32,5,1,2,1,6,3,1,15,14,5,13,5,10,7,4,2,10,2,7,1,3,1,1,2,17,20,5,28,1,6
3,2010,GNB,OC,32,8,4,2,7,9,10,10,20,24,18,25,9,16,5,4,9,3,5,2,6,6,18,3,28,24,13,5,4,2,3
4,2011,GNB,OC,32,1,2,2,17,3,1,2,26,27,16,26,5,14,3,1,2,1,32,19,1,5,14,6,26,26,32,32,27,1,30
5,2012,MIA,HC,32,18,24,20,28,27,27,17,14,17,11,19,24,24,26,30,10,22,21,7,28,18,13,8,10,25,27,27,6,27,19
6,2013,MIA,HC,32,14,18,18,28,27,26,17,29,26,27,17,5,10,20,15,20,28,21,8,19,31,24,18,18,29,20,16,3,10,12
7,2014,MIA,HC,32,17,14,15,13,14,11,13,22,12,14,2,19,12,17,12,8,26,12,20,14,26,24,19,21,10,6,6,20,14,11
8,2015,MIA,HC,32,22,18,28,27,26,27,8,32,23,16,9,2,17,19,19,11,24,25,19,29,31,28,23,13,30,8,21,25,17,27
9,2018,GNB,HC,32,21,19,19,14,12,14,2,32,22,15,2,25,3,9,20,1,21,18,22,29,27,22,20,13,16,8,12,22,29,21
10,,GNB,OC,32,21,19,19,14,12,14,2,32,22,15,2,25,3,9,20,1,21,18,22,29,27,22,20,13,16,8,12,22,29,21
