Year,Age,Level,Employer,Role
1944,31,NFL,Chi/Pit Cards/Steelers,Assistant Coach
1945,32,NFL,Chicago Cardinals,Assistant Coach
1946,33,NFL,Chicago Cardinals,Assistant Coach
1947,34,NFL,Chicago Cardinals,Assistant Coach
1948,35,NFL,Chicago Cardinals,Assistant Coach
1949,36,NFL,Chicago Cardinals,Head Coach
1950,37,NFL,Detroit Lions,Backfield Coach
1951,38,NFL,Detroit Lions,Head Coach
1952,39,NFL,Detroit Lions,Head Coach
1953,40,NFL,Detroit Lions,Head Coach
1954,41,NFL,Detroit Lions,Head Coach
1955,42,NFL,Detroit Lions,Head Coach
1956,43,NFL,Detroit Lions,Head Coach
1957,44,NFL,Pittsburgh Steelers,Head Coach
1958,45,NFL,Pittsburgh Steelers,Head Coach
1959,46,NFL,Pittsburgh Steelers,Head Coach
1960,47,NFL,Pittsburgh Steelers,Head Coach
1961,48,NFL,Pittsburgh Steelers,Head Coach
1962,49,NFL,Pittsburgh Steelers,Head Coach
1963,50,NFL,Pittsburgh Steelers,Head Coach
1964,51,NFL,Pittsburgh Steelers,Head Coach
