Team Abbreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
atl,437,5272.0,902.0,5.8,32.0,13,295.0,227,396,3100,26,19,7.2,151.0,472,2172,20,4.6,126.0,66,588,18.0,,,,,,,,,,,,,,,,,
buf,255,4109.0,842.0,4.9,38.0,9,192.0,205,466,3058,22,29,6.1,131.0,344,1051,6,3.1,49.0,55,546,12.0,,,,,,,,,,,,,,,,,
chi,272,3971.0,901.0,4.4,38.0,23,239.0,202,406,2367,13,15,5.4,116.0,466,1604,13,3.4,102.0,71,636,21.0,,,,,,,,,,,,,,,,,
cle,259,4266.0,891.0,4.8,49.0,19,255.0,221,406,2372,14,30,5.4,124.0,450,1894,12,4.2,113.0,61,563,18.0,,,,,,,,,,,,,,,,,
clt,226,4091.0,932.0,4.4,40.0,18,245.0,240,425,2358,14,22,5.0,134.0,460,1733,7,3.8,94.0,69,704,17.0,,,,,,,,,,,,,,,,,
crd,265,3492.0,872.0,4.0,31.0,10,209.0,197,443,2300,15,21,4.6,109.0,377,1192,11,3.2,68.0,83,761,32.0,,,,,,,,,,,,,,,,,
dal,239,3558.0,873.0,4.1,31.0,14,221.0,212,457,2382,17,17,4.6,140.0,356,1176,6,3.3,64.0,63,778,17.0,,,,,,,,,,,,,,,,,
den,381,4544.0,870.0,5.2,31.0,18,251.0,192,396,2515,26,13,5.9,122.0,441,2029,17,4.6,101.0,75,576,28.0,,,,,,,,,,,,,,,,,
det,317,4414.0,876.0,5.0,35.0,11,240.0,210,363,2408,19,24,6.1,108.0,479,2006,16,4.2,109.0,61,564,23.0,,,,,,,,,,,,,,,,,
gnb,163,3603.0,883.0,4.1,42.0,14,211.0,202,390,1959,7,28,4.5,106.0,446,1644,9,3.7,90.0,67,745,15.0,,,,,,,,,,,,,,,,,
kan,276,3970.0,873.0,4.5,41.0,8,222.0,226,494,2614,18,33,5.0,125.0,353,1356,10,3.8,75.0,56,592,22.0,,,,,,,,,,,,,,,,,
mia,362,4611.0,857.0,5.4,46.0,15,237.0,198,425,3101,25,31,7.0,140.0,416,1510,15,3.6,83.0,79,852,14.0,,,,,,,,,,,,,,,,,
min,304,3922.0,828.0,4.7,22.0,8,213.0,206,391,2236,13,14,5.4,116.0,412,1686,15,4.1,85.0,67,667,12.0,,,,,,,,,,,,,,,,,
nwe,283,4491.0,900.0,5.0,37.0,15,243.0,247,509,3356,26,22,6.3,153.0,369,1135,7,3.1,68.0,76,757,22.0,,,,,,,,,,,,,,,,,
nyg,501,4945.0,863.0,5.7,24.0,7,273.0,194,357,2892,36,17,7.6,137.0,480,2053,23,4.3,122.0,83,788,14.0,,,,,,,,,,,,,,,,,
nyj,312,4278.0,890.0,4.8,29.0,8,231.0,212,467,2754,19,21,5.5,131.0,388,1524,14,3.9,81.0,85,913,19.0,,,,,,,,,,,,,,,,,
oti,396,4995.0,881.0,5.7,31.0,13,244.0,209,438,3162,35,18,6.9,131.0,422,1833,10,4.3,88.0,69,725,25.0,,,,,,,,,,,,,,,,,
phi,340,4370.0,870.0,5.0,35.0,15,249.0,226,446,2677,23,20,5.6,139.0,390,1693,13,4.3,90.0,63,703,20.0,,,,,,,,,,,,,,,,,
pit,347,4291.0,903.0,4.8,40.0,16,238.0,192,397,2505,27,24,5.8,105.0,468,1786,11,3.8,107.0,82,835,26.0,,,,,,,,,,,,,,,,,
rai,288,3910.0,859.0,4.6,40.0,17,211.0,183,405,2118,15,23,4.8,106.0,418,1792,16,4.3,84.0,54,614,21.0,,,,,,,,,,,,,,,,,
ram,212,3771.0,852.0,4.4,46.0,20,196.0,190,406,2469,13,26,5.5,114.0,401,1302,10,3.2,64.0,76,704,18.0,,,,,,,,,,,,,,,,,
sdg,284,4558.0,905.0,5.0,35.0,8,260.0,170,382,2155,13,27,5.3,116.0,497,2403,19,4.8,127.0,60,527,17.0,,,,,,,,,,,,,,,,,
sfo,325,4179.0,868.0,4.8,29.0,11,238.0,206,414,2550,22,18,5.6,126.0,414,1629,15,3.9,88.0,91,938,24.0,,,,,,,,,,,,,,,,,
was,355,4692.0,894.0,5.2,43.0,20,261.0,224,411,2861,21,23,6.3,134.0,438,1831,19,4.2,106.0,62,626,21.0,,,,,,,,,,,,,,,,,
