Year,Age,Level,Employer,Role
1957,39,NFL,Los Angeles Rams,Ends
1959,41,NFL,Chicago Bears,Defensive Assistant
1960,42,NFL,Chicago Bears,Defensive Assistant
1961,43,NFL,Chicago Bears,Defensive Assistant
1962,44,NFL,Chicago Bears,Defensive Assistant
1963,45,NFL,Chicago Bears,Defensive Assistant
1964,46,NFL,Chicago Bears,Defensive Coordinator
1965,47,NFL,Chicago Bears,Defensive Coordinator
1966,48,NFL,Los Angeles Rams,Head Coach
1967,49,NFL,Los Angeles Rams,Head Coach
1968,50,NFL,Los Angeles Rams,Head Coach
1969,51,NFL,Los Angeles Rams,Head Coach
1970,52,NFL,Los Angeles Rams,Head Coach
1971,53,NFL,Washington Redskins,Head Coach
1972,54,NFL,Washington Redskins,Head Coach
1973,55,NFL,Washington Redskins,Head Coach
1974,56,NFL,Washington Redskins,Head Coach
1975,57,NFL,Washington Redskins,Head Coach
1976,58,NFL,Washington Redskins,Head Coach
1977,59,NFL,Washington Redskins,Head Coach
