Year,Age,Level,Employer,Role
1929,24,College,Minnesota,Line Coach
1930,25,NFL,Frankford Yellow Jackets,Head Coach
1930,25,NFL,Minneapolis Red Jackets,Head Coach
1934,29,College,Carleton,Head Coach
1935,30,College,Carleton,Head Coach
1936,31,College,Carleton,Head Coach
1937,32,College,Carleton,Head Coach
1938,33,College,Carleton,Head Coach
