Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
1930,25,FRN,NFL,5,2,3,0,.400,-10.5,-3.4,-7.2,,,,,9,
,25,MIN,NFL,9,1,7,1,.125,-11.0,-5.1,-5.9,,,,,10,
