,Year,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
10,2014,354,4883,1031,4.7,25,7,311,399,641,3607,29,18,5.3,219,349,1276,9,3.7,60,103,816,32,195,31.3,11.8,Own 28.3,2:26,5.4,24.9,1.72,222,81,36.5%,17,10,58.8%,52,30,57.7%
11,2013,399,5696,1074,5.3,26,9,339,357,613,4070,29,17,6.2,208,420,1626,15,3.9,90,97,807,41,206,32.5,12.6,Own 27.5,2:21,5.3,27.5,1.83,218,83,38.1%,15,4,26.7%,60,37,61.7%
12,2012,289,4652,1015,4.6,24,8,287,321,559,3194,25,16,5.2,183,404,1458,5,3.6,73,123,951,31,193,26.9,11.9,Own 25.5,2:23,5.4,24.1,1.43,216,66,30.6%,18,7,38.9%,41,24,58.5%
13,2011,390,5725,1063,5.4,18,9,315,333,534,3704,24,9,6.4,182,488,2021,11,4.1,101,99,845,32,206,33.0,7.8,Own 28.3,2:29,5.3,27.7,1.69,218,73,33.5%,9,3,33.3%,52,27,51.9%
14,2010,471,6253,1056,5.9,18,8,334,297,502,3780,26,10,7.2,184,531,2473,26,4.7,126,98,921,24,199,40.7,8.0,Own 32.1,2:34,5.5,31.4,2.27,209,80,38.3%,16,10,62.5%,52,32,61.5%
15,2009,324,5040,1007,5.0,30,13,290,298,510,2981,18,17,5.4,167,458,2059,11,4.5,99,78,726,24,185,31.4,15.7,Own 27.6,2:36,5.6,27.0,1.57,218,81,37.2%,16,8,50.0%,48,24,50.0%
16,2008,448,5993,990,6.1,13,7,327,333,495,3656,20,6,7.0,186,469,2337,26,5.0,122,83,738,19,168,46.4,7.7,Own 30.2,2:59,6.1,35.5,2.49,202,89,44.1%,18,10,55.6%,60,36,60.0%
17,2007,409,5376,992,5.4,30,16,306,279,458,3094,25,14,6.3,168,501,2282,14,4.6,119,82,628,19,176,37.5,16.5,Own 30.2,2:51,5.8,30.4,2.01,213,91,42.7%,13,10,76.9%,54,31,57.4%
18,2006,305,5220,1019,5.1,30,13,291,327,538,3407,13,17,5.9,183,446,1813,13,4.1,97,97,785,11,184,32.6,14.7,Own 33.5,2:40,5.8,28.3,1.54,221,81,36.7%,14,5,35.7%,54,24,44.4%
19,2005,258,5006,985,5.1,36,16,295,344,613,3643,20,20,5.7,183,344,1363,10,4.0,82,139,989,30,176,25.0,18.2,Own 27.9,2:29,5.7,28.3,1.43,207,76,36.7%,19,10,52.6%,39,22,56.4%
20,2004,304,4459,918,4.9,20,8,235,272,484,2947,17,12,5.6,130,396,1512,16,3.8,83,120,1062,22,192,28.1,9.9,Own 32.4,2:17,4.9,23.1,1.53,209,65,31.1%,14,5,35.7%,41,20,48.8%
21,2003,301,4433,910,4.9,20,11,241,265,495,2828,17,9,5.3,141,379,1605,11,4.2,77,137,1031,23,185,28.6,10.3,Own 31.1,2:16,5.1,23.8,1.46,207,61,29.5%,25,12,48.0%,35,15,42.9%
22,2002,344,4826,985,4.9,22,13,298,360,566,3337,15,9,5.5,176,379,1489,21,3.9,100,99,829,22,177,34.5,10.7,Own 32.3,2:43,5.8,27.3,1.85,220,97,44.1%,6,3,50.0%,47,30,63.8%
23,2001,339,4774,960,5.0,37,15,292,308,515,3282,23,22,5.9,176,406,1492,9,3.7,86,100,853,30,187,30.5,17.1,Own 31.7,2:28,5.3,25.4,1.60,191,63,33.0%,10,4,40.0%,49,22,44.9%
24,2000,369,5544,962,5.8,44,17,294,310,574,3946,26,27,6.4,189,344,1598,13,4.6,80,109,898,25,192,30.2,20.8,Own 29.4,2:13,5.1,28.9,1.72,191,66,34.6%,18,6,33.3%,50,23,46.0%
25,1999,318,4753,961,4.9,26,11,267,273,471,3016,17,15,5.8,154,440,1737,15,3.9,88,114,1016,25,195,29.2,11.8,Own 31.7,2:22,5.1,24.4,1.53,205,65,31.7%,11,5,45.5%,44,23,52.3%
26,1998,309,4935,999,4.9,30,11,283,345,596,3648,28,19,5.7,183,356,1287,8,3.6,80,113,865,20,,,,,,,,,,,,,,,,,
27,1997,287,4671,951,4.9,31,13,258,290,526,2868,20,18,5.0,145,381,1803,10,4.7,83,130,1118,30,,,,,,,,,,,,,,,,,
28,1996,275,4470,951,4.7,32,9,261,302,566,3139,22,23,5.2,165,345,1331,5,3.9,67,119,834,29,,,,,,,,,,,,,,,,,
29,1995,345,5193,1010,5.1,21,13,322,297,529,3298,20,8,5.9,186,451,1895,19,4.2,114,103,848,22,,,,,,,,,,,,,,,,,
30,1994,396,5907,1023,5.8,26,14,303,322,568,4155,28,12,7.0,182,432,1752,12,4.1,103,134,1031,18,,,,,,,,,,,,,,,,,
31,1993,284,5149,1005,5.1,31,13,280,314,562,3731,21,18,6.1,181,397,1418,6,3.6,86,128,1019,13,,,,,,,,,,,,,,,,,
32,1992,329,5083,1001,5.1,31,16,283,268,462,3120,21,15,6.1,156,489,1963,10,4.0,105,96,715,22,,,,,,,,,,,,,,,,,
33,1991,235,4549,939,4.8,33,10,242,246,476,2755,12,23,5.2,147,411,1794,8,4.4,81,105,848,14,,,,,,,,,,,,,,,,,
34,1990,374,5345,969,5.5,25,15,306,284,479,3382,22,10,6.6,181,456,1963,16,4.3,110,105,819,15,,,,,,,,,,,,,,,,,
35,1989,226,4407,977,4.5,43,22,246,268,504,2827,13,21,5.1,142,426,1580,10,3.7,90,102,823,14,,,,,,,,,,,,,,,,,
36,1988,352,5471,1055,5.2,29,13,316,262,467,2933,18,16,5.8,161,552,2538,21,4.6,140,116,966,15,,,,,,,,,,,,,,,,,
37,1987,288,4813,941,5.1,47,19,277,261,456,2796,15,28,5.7,148,454,2017,16,4.4,103,96,785,26,,,,,,,,,,,,,,,,,
38,1986,327,4947,1026,4.8,35,17,291,301,545,3296,21,18,5.5,177,432,1651,13,3.8,93,127,1034,21,,,,,,,,,,,,,,,,,
39,1985,329,5179,1069,4.8,36,12,290,277,547,3206,22,24,5.4,168,475,1973,10,4.2,103,91,953,19,,,,,,,,,,,,,,,,,
40,1984,241,5687,1123,5.1,55,24,311,346,631,4023,16,31,5.8,206,435,1664,10,3.8,90,104,891,15,,,,,,,,,,,,,,,,,
41,1983,327,5609,1099,5.1,47,20,321,307,552,3671,18,27,6.2,185,509,1938,14,3.8,119,138,1097,17,,,,,,,,,,,,,,,,,
42,1982,226,3169,616,5.1,19,7,176,172,307,2234,14,12,6.9,104,293,935,8,3.2,53,63,571,19,,,,,,,,,,,,,,,,,
43,1981,289,4878,1000,4.9,46,23,268,267,497,2873,13,23,5.4,142,467,2005,17,4.3,103,104,949,23,,,,,,,,,,,,,,,,,
44,1980,323,5245,1041,5.0,28,12,303,270,448,3125,20,16,6.4,158,554,2120,10,3.8,125,101,850,20,,,,,,,,,,,,,,,,,
45,1979,262,4852,1033,4.7,37,18,273,296,512,3159,11,19,5.9,146,502,1693,16,3.4,100,118,1033,27,,,,,,,,,,,,,,,,,
46,1978,198,4449,1017,4.4,44,13,251,246,438,2470,9,31,5.3,120,549,1979,12,3.6,106,114,894,25,,,,,,,,,,,,,,,,,
47,1977,148,3775,931,4.1,39,14,217,235,426,2244,11,25,4.9,123,470,1531,5,3.3,77,97,718,17,,,,,,,,,,,,,,,,,
48,1976,206,3734,919,4.1,37,13,222,214,391,2025,8,24,4.8,104,496,1709,14,3.4,90,88,715,28,,,,,,,,,,,,,,,,,
49,1975,307,4006,901,4.4,32,16,247,181,348,2032,14,16,5.4,106,526,1974,19,3.8,119,88,786,22,,,,,,,,,,,,,,,,,
50,1974,294,4391,945,4.6,33,11,265,237,426,2583,14,22,5.6,135,487,1808,17,3.7,109,78,595,21,,,,,,,,,,,,,,,,,
51,1973,296,4235,878,4.8,29,15,239,202,387,2440,15,14,5.8,121,455,1795,14,3.9,97,84,824,21,,,,,,,,,,,,,,,,,
52,1972,350,3851,877,4.4,22,12,251,206,397,2183,19,10,5.0,123,439,1668,15,3.8,102,83,784,26,,,,,,,,,,,,,,,,,
53,1971,275,3819,826,4.6,40,20,206,150,356,1985,18,20,5.0,91,426,1834,11,4.3,90,78,771,25,,,,,,,,,,,,,,,,,
54,1970,264,3705,838,4.4,32,16,199,191,379,2354,20,16,5.5,118,409,1351,7,3.3,67,82,817,14,,,,,,,,,,,,,,,,,
55,1969,344,4641,918,5.1,28,14,276,223,437,2932,19,14,6.1,151,436,1709,15,3.9,95,84,901,30,,,,,,,,,,,,,,,,,
56,1968,404,5024,917,5.5,32,12,251,217,429,3163,25,20,6.9,145,457,1861,20,4.1,94,64,750,12,,,,,,,,,,,,,,,,,
57,1967,409,5201,921,5.6,41,13,276,214,459,3125,27,28,6.6,143,444,2076,21,4.7,115,58,628,18,,,,,,,,,,,,,,,,,
58,1966,381,4544,870,5.2,31,18,251,192,396,2515,26,13,5.9,122,441,2029,17,4.6,101,75,576,28,,,,,,,,,,,,,,,,,
59,1965,392,4297,850,5.1,39,14,244,202,440,2960,23,25,6.4,138,384,1337,24,3.5,87,86,836,19,,,,,,,,,,,,,,,,,
60,1964,438,4970,908,5.5,53,21,271,215,440,2906,29,32,6.0,148,424,2064,21,4.9,100,63,573,23,,,,,,,,,,,,,,,,,
61,1963,473,5075,844,6.0,35,20,254,204,408,3366,40,15,7.8,145,414,1709,15,4.1,92,65,564,17,,,,,,,,,,,,,,,,,
62,1962,334,4538,887,5.1,46,19,234,202,423,2670,24,27,6.0,131,439,1868,11,4.3,88,76,678,15,,,,,,,,,,,,,,,,,
63,1961,432,4418,901,4.9,40,14,233,194,433,2785,30,26,6.0,127,435,1633,17,3.8,83,98,799,23,,,,,,,,,,,,,,,,,
64,1960,393,5132,928,5.5,44,17,254,189,387,2726,25,27,6.5,123,506,2406,19,4.8,112,62,633,19,,,,,,,,,,,,,,,,,
