,Year,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
0,2024,311,5391,1093,4.9,25,10,327,393,606,3752,22,15,5.6,203,424,1639,10,3.9,82,101,723,42,193,31.6,12.4,Own 27.9,2:41,5.8,27.9,1.61,236,88,37.3%,30,16,53.3%,49,23,46.9%
1,2023,413,6303,1083,5.8,26,15,349,382,572,3972,29,11,6.5,201,469,2331,15,5.0,119,99,965,29,184,40.2,13.0,Own 28.4,2:48,6.0,34.0,2.16,202,67,33.2%,34,16,47.1%,59,34,57.6%
2,2022,359,5440,1079,5.0,23,8,324,392,605,3574,20,15,5.6,180,438,1866,12,4.3,109,106,922,35,198,35.9,10.6,Own 28.7,2:40,5.7,27.4,1.72,220,75,34.1%,14,9,64.3%,47,24,51.1%
3,2021,322,5544,1039,5.3,19,6,312,341,562,3652,22,13,6.1,192,441,1892,9,4.3,99,104,922,21,168,32.7,10.7,Own 26.6,2:57,6.4,33.0,1.72,225,101,44.9%,26,11,42.3%,43,21,48.8%
4,2020,446,5887,1043,5.6,16,6,333,374,567,3807,21,10,6.3,201,434,2080,22,4.8,106,106,952,26,184,44.6,8.2,Own 31.9,2:42,5.9,31.9,2.27,219,88,40.2%,14,7,50.0%,61,29,47.5%
5,2019,316,5392,1003,5.4,17,7,305,348,537,3609,19,10,6.3,175,426,1783,9,4.2,96,121,1041,34,171,36.3,8.8,Own 28.7,2:52,6.1,31.5,1.74,211,79,37.4%,19,9,47.4%,46,18,39.1%
6,2018,349,5842,1022,5.7,28,11,318,353,549,3929,26,17,6.6,197,429,1913,11,4.5,85,123,1006,36,185,34.1,14.1,Own 28.1,2:41,5.7,31.4,1.82,211,82,38.9%,11,6,54.5%,43,25,58.1%
7,2017,382,4640,952,4.9,17,7,266,294,491,3210,29,10,6.1,166,428,1430,9,3.3,68,89,821,32,194,32.5,8.8,Own 33.2,2:21,5.1,23.8,1.78,209,66,31.6,21,7,33.3,41,24,58.5
8,2016,297,5057,1076,4.7,27,13,306,306,552,2972,13,14,5.0,169,482,2085,15,4.3,101,110,990,36,197,29.4,12.2,Own 29.3,2:35,5.7,25.6,1.47,236,86,36.4%,16,6,37.5%,42,22,52.4%
9,2015,296,4530,1033,4.4,27,13,289,344,573,3193,19,14,5.1,162,408,1337,10,3.3,81,104,773,46,201,26.9,11.9,Own 29.5,2:26,5.3,22.5,1.38,227,80,35.2%,14,5,35.7%,37,22,59.5%
