,Year,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
24,2000,485,6554,1115,5.9,25,13,383,354,569,4243,28,12,7.1,223,516,2311,21,4.5,124,89,792,36,196,38.3,11.7,Own 30.9,2:43,5.86,33.5,2.15,218,97,44.5%,17,9,52.9%,59,33,55.9%
25,1999,314,5283,1053,5.0,28,10,308,319,554,3419,16,18,5.8,168,465,1864,13,4.0,107,114,872,33,194,29.9,13.9,Own 30.1,2:36,5.61,26.9,1.49,229,84,36.7%,14,6,42.9%,46,19,41.3%
26,1998,501,6092,1041,5.9,20,6,347,290,491,3624,32,14,7.0,186,525,2468,26,4.7,135,115,1023,26,,,,,,,,,,,,,,,,,
27,1997,472,5872,1068,5.5,21,10,340,287,513,3494,27,11,6.4,172,520,2378,18,4.6,138,116,1006,30,,,,,,,,,,,,,,,,,
28,1996,391,5791,1092,5.3,32,15,336,327,536,3429,26,17,6.0,180,525,2362,20,4.5,134,109,949,22,,,,,,,,,,,,,,,,,
29,1995,388,6040,1060,5.7,30,16,344,350,594,4045,27,14,6.5,205,440,1995,14,4.5,114,109,851,25,,,,,,,,,,,,,,,,,
30,1994,347,5487,1112,4.9,31,18,346,388,626,4017,18,13,5.9,202,431,1470,19,3.4,101,101,865,43,,,,,,,,,,,,,,,,,
31,1993,373,5461,1060,5.2,28,18,327,350,553,3768,27,10,6.4,187,468,1693,13,3.6,105,112,822,35,,,,,,,,,,,,,,,,,
32,1992,262,4430,928,4.8,43,14,234,258,473,2930,16,29,5.6,135,403,1500,11,3.7,84,98,768,15,,,,,,,,,,,,,,,,,
33,1991,304,5012,1012,5.0,25,13,284,246,459,2997,13,12,5.9,150,507,2015,16,4.0,117,94,715,17,,,,,,,,,,,,,,,,,
34,1990,331,5213,1035,5.0,32,14,323,305,527,3341,15,18,5.8,170,462,1872,19,4.1,126,108,775,27,,,,,,,,,,,,,,,,,
35,1989,362,5093,1071,4.8,32,12,308,256,474,3001,21,20,5.8,163,554,2092,15,3.8,125,83,594,20,,,,,,,,,,,,,,,,,
36,1988,327,5506,1077,5.1,34,12,338,324,581,3691,24,22,6.0,196,464,1815,13,3.9,106,85,717,36,,,,,,,,,,,,,,,,,
37,1987,379,5624,1070,5.3,36,17,331,285,530,3654,24,19,6.5,173,510,1970,18,3.9,132,95,812,26,,,,,,,,,,,,,,,,,
38,1986,378,5216,1042,5.0,29,13,319,306,549,3538,22,16,6.0,184,455,1678,17,3.7,94,104,910,41,,,,,,,,,,,,,,,,,
39,1985,380,5496,1152,4.8,31,8,339,329,617,3645,23,23,5.6,192,497,1851,20,3.7,113,85,677,34,,,,,,,,,,,,,,,,,
40,1984,353,4935,1018,4.8,34,17,299,263,475,2859,22,17,5.6,152,508,2076,12,4.1,121,78,636,26,,,,,,,,,,,,,,,,,
41,1983,302,4811,1025,4.7,41,19,292,254,499,3027,17,22,5.5,155,471,1784,15,3.8,99,100,804,38,,,,,,,,,,,,,,,,,
42,1982,148,2837,592,4.8,36,17,170,181,311,1819,8,19,5.4,103,257,1018,6,4.0,52,54,516,15,,,,,,,,,,,,,,,,,
43,1981,321,5426,1061,5.1,39,18,306,289,485,3531,27,21,6.5,181,515,1895,12,3.7,91,99,833,34,,,,,,,,,,,,,,,,,
44,1980,310,4642,991,4.7,37,12,286,262,467,2777,14,25,5.4,158,480,1865,16,3.9,107,93,899,21,,,,,,,,,,,,,,,,,
45,1979,289,5142,1044,4.9,40,17,306,260,476,3106,18,23,6.0,149,525,2036,13,3.9,130,116,996,27,,,,,,,,,,,,,,,,,
46,1978,282,4829,1040,4.6,34,17,294,217,391,2378,17,17,5.4,137,601,2451,15,4.1,129,132,1092,28,,,,,,,,,,,,,,,,,
47,1977,274,3906,886,4.4,27,15,223,163,313,1863,15,12,5.1,107,523,2043,16,3.9,101,91,883,15,,,,,,,,,,,,,,,,,
48,1976,315,4136,901,4.6,34,12,239,168,353,2204,15,22,5.5,114,500,1932,14,3.9,106,105,986,19,,,,,,,,,,,,,,,,,
49,1975,254,4534,964,4.7,48,14,268,210,427,2541,15,34,5.4,137,490,1993,9,4.1,109,92,790,22,,,,,,,,,,,,,,,,,
50,1974,302,4485,861,5.2,30,13,258,184,329,2328,18,17,6.2,118,486,2157,20,4.4,120,76,632,20,,,,,,,,,,,,,,,,,
51,1973,354,4473,892,5.0,29,9,253,196,378,2519,22,20,6.2,127,487,1954,16,4.0,111,83,745,15,,,,,,,,,,,,,,,,,
52,1972,325,4472,831,5.4,34,11,237,201,384,2634,19,23,6.2,132,409,1838,17,4.5,87,89,827,18,,,,,,,,,,,,,,,,,
53,1971,203,4158,892,4.7,39,12,217,175,358,2065,8,27,5.4,105,512,2093,9,4.1,102,67,781,10,,,,,,,,,,,,,,,,,
54,1970,253,3827,883,4.3,41,13,217,183,403,2025,11,28,4.5,112,436,1802,17,4.1,84,94,887,21,,,,,,,,,,,,,,,,,
55,1969,297,4161,841,4.9,31,8,243,192,403,2524,23,23,5.6,130,394,1637,12,4.2,87,80,753,26,,,,,,,,,,,,,,,,,
56,1968,255,3971,889,4.5,40,13,217,179,427,2357,20,27,4.9,124,411,1614,11,3.9,75,73,772,18,,,,,,,,,,,,,,,,,
57,1967,256,2947,852,3.5,30,12,172,150,374,1682,17,18,3.9,91,420,1265,10,3.0,65,48,512,16,,,,,,,,,,,,,,,,,
58,1966,196,3168,815,3.9,47,17,171,166,402,1995,12,30,4.5,95,376,1173,6,3.1,61,66,771,15,,,,,,,,,,,,,,,,,
59,1965,303,4469,959,4.7,46,16,255,222,482,2640,18,30,5.2,117,453,1829,14,4.0,111,69,750,27,,,,,,,,,,,,,,,,,
60,1964,240,3332,908,3.7,40,8,207,230,456,2021,14,32,3.9,116,391,1311,10,3.4,78,76,774,13,,,,,,,,,,,,,,,,,
61,1963,301,3983,897,4.4,44,16,230,217,453,2487,23,28,4.8,133,381,1496,10,3.9,84,65,648,13,,,,,,,,,,,,,,,,,
62,1962,353,4702,911,5.2,54,14,270,292,559,3404,21,40,5.8,177,322,1298,12,4.0,72,64,613,21,,,,,,,,,,,,,,,,,
63,1961,251,3811,934,4.1,68,23,219,265,568,2720,18,45,4.5,127,333,1091,11,3.3,66,60,560,26,,,,,,,,,,,,,,,,,
64,1960,309,4442,948,4.7,52,17,248,259,508,2975,24,35,5.5,141,408,1467,10,3.6,84,54,501,23,,,,,,,,,,,,,,,,,
