,Year,Tm,Role,Tms,WL%,T/G,Pts±,Yds±,Yds,Pts,GvA,Att,Yds Rushing Off,TD,Y/A,FL,Att Rushing Off,Yds Rushing Off Passing Off,TD Passing Off,Int,NY/A,Yds Passing Off,Pts Passing Off,TkA,Att Passing Off,Yds Passing Off Defense,TD Defense,Y/A Defense,FR,Att Defense,Yds Defense,TD Defense Rushing Def,Int Rushing Def,nY/A
0,2016,MIA,DC,32,9,13,24,29,24,17,17,18,9,15,8,11,31,26,12,18,6,29,18,11,28,30,13,31,17,24,15,25,9,13
1,2017,DEN,HC,32,25,31,27,8,17,27,31,8,12,25,18,26,12,20,25,31,28,3,22,26,12,5,6,1,19,1,4,28,24,18
2,2018,DEN,HC,32,22,8,18,23,19,24,18,21,12,4,4,4,8,19,24,22,24,22,13,5,19,21,6,17,7,19,20,14,5,23
3,2019,ARI,DC,32,25,18,23,29,21,16,9,19,10,7,2,2,18,24,25,15,22,32,28,25,23,24,5,20,10,28,31,31,30,27
4,2020,ARI,DC,32,14,17,13,11,6,13,17,6,7,4,9,15,15,17,13,17,18,13,12,18,21,22,7,25,8,21,10,14,18,6
