Year,Age,Level,Employer,Role
1927,24,NFL,Frankford Yellow Jackets,Head Coach
1928,25,NFL,Frankford Yellow Jackets,Head Coach
1929,26,College,Nebraska,Assistant Coach
1930,27,College,Nebraska,Assistant Coach
1931,28,College,Nebraska,Assistant Coach
1932,29,College,Nebraska,Assistant Coach
1933,30,College,Nebraska,Assistant Coach
1934,31,College,Nebraska,Assistant Coach
1935,32,College,Nebraska,Assistant Coach
1936,33,College,Nebraska,Assistant Coach
1937,34,College,Nebraska,Assistant Coach
1943,40,College,Nebraska,Assistant Coach
