Year,Age,Level,Employer,Role
1974,36,NFL,Houston Oilers,Defensive Assistant
1975,37,NFL,Houston Oilers,Defensive Backs
1976,38,NFL,Houston Oilers,Defensive Backs
1977,39,NFL,Houston Oilers,Defensive Backs
1978,40,NFL,Washington Redskins,Defensive Backs
1979,41,NFL,Washington Redskins,Defensive Backs
1980,42,NFL,Washington Redskins,Defensive Backs
1981,43,NFL,Washington Redskins,Defensive Coordinator
1982,44,NFL,Washington Redskins,Defensive Coordinator
1983,45,NFL,Washington Redskins,Defensive Coordinator
1984,46,NFL,Washington Redskins,Defensive Coordinator
1985,47,NFL,Washington Redskins,Defensive Coordinator
1986,48,NFL,Washington Redskins,Defensive Coordinator
1987,49,NFL,Washington Redskins,Defensive Coordinator
1988,50,NFL,Washington Redskins,Defensive Coordinator
1989,51,NFL,Washington Redskins,Defensive Coordinator
1990,52,NFL,Washington Redskins,Defensive Coordinator
1991,53,NFL,Washington Redskins,Defensive Coordinator
1992,54,NFL,Washington Redskins,Defensive Coordinator
1993,55,NFL,Washington Redskins,Head Coach
