Year,Age,Level,Employer,Role
1967,32,NFL,New Orleans Saints,Defensive Line
1968,33,NFL,New Orleans Saints,Defensive Line
1969,34,NFL,New Orleans Saints,Defensive Line
1970,35,NFL,New Orleans Saints,Defensive Line
1971,36,NFL,Philadelphia Eagles,Head Coach
1972,37,NFL,Philadelphia Eagles,Head Coach
1973,38,NFL,Detroit Lions,Defensive Line
1974,39,NFL,Detroit Lions,Defensive Line
1975,40,NFL,Atlanta Falcons,Defensive Line
1976,41,NFL,Atlanta Falcons,Defensive Line
1977,42,NFL,Baltimore Colts,Defensive Line
1978,43,NFL,Baltimore Colts,Defensive Line
1979,44,NFL,Baltimore Colts,Defensive Line
1980,45,NFL,Baltimore Colts,Defensive Line
1981,46,NFL,Baltimore Colts,Defensive Line
1982,47,NFL,Detroit Lions,Defensive Line
1983,48,NFL,Detroit Lions,Defensive Line
1984,49,NFL,Detroit Lions,Defensive Line
1985,50,NFL,New England Patriots,Defensive Line
1986,51,NFL,New England Patriots,Defensive Line
1987,52,NFL,New England Patriots,Defensive Line
1988,53,NFL,New England Patriots,Defensive Line
1989,54,NFL,New England Patriots,Defensive Line
1991,56,Arena,New Orleans Night,Head Coach
1992,57,NFL,Tampa Bay Buccaneers,Defensive Line
1993,58,NFL,Tampa Bay Buccaneers,Defensive Line
1997,62,Arena,Nashville Kats,Head Coach
1998,63,Arena,Nashville Kats,Head Coach
2003,68,Arena,Carolina Cobras,Head Coach
