,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
0,1971,36,Philadelphia Eagles,NFL,11,6,4,1,.600,-4.3,-2.7,-1.6,,,,,3,
1,1972,37,Philadelphia Eagles,NFL,14,2,11,1,.179,-14.6,-9.2,-5.3,,,,,5,
