,Team Abreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
0,atl,290,4431.0,1069.0,4.1,37.0,25,267.0,215,444,2364,11,12,4.8,113.0,578,2067,21,3.6,117.0,116,1010,37.0,,,,,,,,,,,,,,,,,
1,buf,354,5188.0,1016.0,5.1,30.0,16,305.0,167,317,1960,20,14,5.8,104.0,677,3228,23,4.8,171.0,98,941,30.0,,,,,,,,,,,,,,,,,
2,chi,274,4680.0,1044.0,4.5,33.0,16,282.0,239,436,2506,16,17,5.3,134.0,568,2174,15,3.8,128.0,101,801,20.0,,,,,,,,,,,,,,,,,
3,cin,284,4632.0,1036.0,4.5,37.0,17,269.0,193,396,2236,14,20,5.2,118.0,607,2396,16,3.9,121.0,123,1074,30.0,,,,,,,,,,,,,,,,,
4,cle,356,5352.0,1083.0,4.9,45.0,18,329.0,265,489,3203,20,27,6.2,175.0,563,2149,19,3.8,116.0,131,1110,38.0,,,,,,,,,,,,,,,,,
5,clt,421,5911.0,1049.0,5.6,37.0,20,291.0,191,357,2901,29,17,7.5,119.0,662,3010,21,4.5,153.0,114,1006,19.0,,,,,,,,,,,,,,,,,
6,crd,296,4747.0,1053.0,4.5,42.0,16,286.0,212,428,2351,19,26,5.1,131.0,588,2396,15,4.1,131.0,96,809,24.0,,,,,,,,,,,,,,,,,
7,dal,208,4009.0,967.0,4.1,36.0,13,232.0,202,432,2288,11,23,4.7,128.0,477,1721,13,3.6,83.0,95,783,21.0,,,,,,,,,,,,,,,,,
8,den,198,4449.0,1017.0,4.4,44.0,13,251.0,246,438,2470,9,31,5.3,120.0,549,1979,12,3.6,106.0,114,894,25.0,,,,,,,,,,,,,,,,,
9,det,300,4483.0,970.0,4.6,41.0,19,276.0,191,350,2299,19,22,5.7,125.0,565,2184,18,3.9,115.0,128,1043,36.0,,,,,,,,,,,,,,,,,
10,gnb,269,4963.0,1131.0,4.4,47.0,20,302.0,254,463,2524,16,27,4.9,143.0,620,2439,19,3.9,137.0,116,949,22.0,,,,,,,,,,,,,,,,,
11,kan,327,4966.0,996.0,5.0,35.0,14,284.0,219,365,2582,17,21,6.6,122.0,602,2384,21,4.0,138.0,99,921,24.0,,,,,,,,,,,,,,,,,
12,mia,254,5169.0,1021.0,5.1,53.0,21,298.0,256,437,2908,15,32,6.1,156.0,543,2261,15,4.2,120.0,99,865,22.0,,,,,,,,,,,,,,,,,
13,min,306,4806.0,1034.0,4.6,43.0,21,278.0,240,442,2690,15,22,5.7,137.0,559,2116,20,3.8,120.0,110,1013,21.0,,,,,,,,,,,,,,,,,
14,nor,298,4884.0,1025.0,4.8,41.0,20,286.0,215,418,2464,21,21,5.5,130.0,574,2420,9,4.2,129.0,103,929,27.0,,,,,,,,,,,,,,,,,
15,nwe,286,4615.0,971.0,4.8,43.0,21,258.0,235,425,2763,21,22,6.0,143.0,511,1852,14,3.6,100.0,81,683,15.0,,,,,,,,,,,,,,,,,
16,nyg,298,5042.0,1112.0,4.5,39.0,18,316.0,210,443,2386,10,21,5.1,127.0,640,2656,25,4.2,155.0,113,862,34.0,,,,,,,,,,,,,,,,,
17,nyj,364,5524.0,1069.0,5.2,40.0,17,324.0,260,447,2823,21,23,6.0,146.0,600,2701,20,4.5,157.0,98,855,21.0,,,,,,,,,,,,,,,,,
18,oti,298,4914.0,1021.0,4.8,34.0,17,292.0,240,428,2842,17,17,6.1,144.0,556,2072,14,3.7,120.0,99,940,28.0,,,,,,,,,,,,,,,,,
19,phi,250,4635.0,977.0,4.7,48.0,20,248.0,228,443,2773,17,28,5.9,136.0,505,1862,11,3.7,92.0,104,884,20.0,,,,,,,,,,,,,,,,,
20,pit,195,4168.0,999.0,4.2,48.0,21,265.0,221,442,2394,10,27,4.9,119.0,513,1774,11,3.5,106.0,109,987,40.0,,,,,,,,,,,,,,,,,
21,rai,283,4894.0,1060.0,4.6,43.0,15,299.0,234,448,2711,17,28,5.7,140.0,583,2183,15,3.7,125.0,93,793,34.0,,,,,,,,,,,,,,,,,
22,ram,245,3893.0,951.0,4.1,43.0,15,229.0,188,399,2048,15,28,4.6,113.0,505,1845,11,3.7,89.0,100,755,27.0,,,,,,,,,,,,,,,,,
23,sdg,309,4559.0,1005.0,4.5,38.0,16,273.0,237,441,2351,23,22,4.7,141.0,510,2208,12,4.3,114.0,99,862,18.0,,,,,,,,,,,,,,,,,
24,sea,358,5518.0,1036.0,5.3,39.0,17,331.0,263,460,3005,21,22,6.2,160.0,551,2513,20,4.6,153.0,125,997,18.0,,,,,,,,,,,,,,,,,
25,sfo,350,5024.0,1097.0,4.6,45.0,27,298.0,219,413,2659,20,18,5.9,133.0,649,2365,17,3.6,128.0,154,1301,37.0,,,,,,,,,,,,,,,,,
26,tam,259,4328.0,1047.0,4.1,43.0,14,256.0,241,419,2279,13,29,5.0,131.0,595,2049,12,3.4,109.0,101,963,16.0,,,,,,,,,,,,,,,,,
27,was,283,4914.0,1069.0,4.6,32.0,10,283.0,197,409,2378,11,22,5.4,133.0,625,2536,15,4.1,131.0,91,830,19.0,,,,,,,,,,,,,,,,,
