,Year,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
16,2007,402,5621,1004,5.6,29,9,315,305,545,3726,29,20,6.6,192,440,1895,13,4.3,110,114,868,13,192,35.4,14.6,Own 33.2,2:27,5.39,29.2,1.94,204,86,42.2%,15,6,40.0%,55,30,54.5%
17,2006,238,4233,938,4.5,42,17,250,318,512,2898,15,25,5.1,153,372,1335,7,3.6,72,74,687,25,188,22.9,21.3,Own 31.3,2:31,5.15,22.5,1.15,209,70,33.5%,15,6,40.0%,39,19,48.7%
18,2005,232,4550,938,4.9,30,13,241,297,497,3047,15,17,5.6,149,395,1503,4,3.8,76,99,770,16,178,25.8,16.9,Own 30.5,2:31,5.43,25.4,1.20,203,67,33.0%,18,7,38.9%,39,11,28.2%
19,2004,276,4481,921,4.9,40,19,245,251,439,2824,21,21,5.9,125,441,1657,6,3.8,94,115,854,26,198,25.8,18.2,Own 32.6,2:17,4.80,22.3,1.32,203,59,29.1%,16,7,43.8%,41,19,46.3%
20,2003,254,4504,961,4.7,33,15,276,313,509,2834,17,18,5.2,153,412,1670,8,4.1,91,98,767,32,180,26.7,17.2,Own 30.2,2:37,5.49,24.9,1.36,202,74,36.6%,18,6,33.3%,42,19,45.2%
21,2002,344,5027,993,5.1,31,9,279,338,552,3412,27,22,5.8,171,406,1615,10,4.0,77,107,845,31,191,30.9,15.2,Own 30.5,2:31,5.35,26.2,1.70,222,90,40.5%,10,8,80.0%,43,23,53.5%
22,2001,285,4152,934,4.4,33,12,238,279,466,2801,18,21,5.4,139,417,1351,8,3.2,78,94,825,21,196,24.5,15.3,Own 32.4,2:19,4.89,21.1,1.27,210,68,32.4%,12,6,50.0%,42,18,42.9%
23,2000,161,3530,859,4.1,28,9,176,278,483,2445,9,19,4.7,110,336,1085,7,3.2,53,103,925,13,190,15.8,13.7,Own 28.5,2:11,4.62,18.6,0.81,210,58,27.6%,19,6,31.6%,32,15,46.9%
24,1999,217,3762,865,4.3,31,16,220,271,492,2612,19,15,4.7,134,313,1150,9,3.7,64,92,714,22,184,19.6,12.5,Own 29.0,2:05,4.77,20.3,1.20,203,59,29.1%,13,9,69.2%,28,20,71.4%
25,1995,289,5076,985,5.2,31,11,293,324,555,3594,21,20,6.1,189,398,1482,5,3.7,83,107,966,21,,,,,,,,,,,,,,,,,
26,1994,340,4832,970,5.0,35,14,273,266,507,3175,20,21,6.1,161,449,1657,12,3.7,80,113,969,32,,,,,,,,,,,,,,,,,
27,1993,304,4740,948,5.0,36,17,264,262,478,3039,23,19,5.8,152,425,1701,8,4.0,91,121,842,21,,,,,,,,,,,,,,,,,
28,1992,272,4492,883,5.1,28,12,242,238,398,2885,18,16,6.7,141,451,1607,7,3.6,85,104,765,16,,,,,,,,,,,,,,,,,
29,1991,293,4664,934,5.0,18,8,265,312,503,3304,19,10,6.1,163,389,1360,12,3.5,82,108,872,20,,,,,,,,,,,,,,,,,
30,1990,228,4367,960,4.5,46,23,259,301,573,3147,13,23,5.1,167,345,1220,10,3.5,74,122,922,18,,,,,,,,,,,,,,,,,
31,1989,334,5042,1011,5.0,30,15,285,309,529,3433,20,15,6.1,161,448,1609,14,3.6,101,128,973,23,,,,,,,,,,,,,,,,,
32,1988,304,5011,1013,4.9,33,16,294,313,537,3436,19,17,6.0,177,440,1575,10,3.6,93,110,875,24,,,,,,,,,,,,,,,,,
33,1987,390,5200,985,5.3,29,17,310,291,482,3455,27,12,6.8,171,474,1745,16,3.7,110,100,857,29,,,,,,,,,,,,,,,,,
34,1986,391,5394,1047,5.2,24,13,302,315,538,3744,18,11,6.5,175,470,1650,20,3.5,102,101,807,25,,,,,,,,,,,,,,,,,
35,1985,287,4921,983,5.0,36,23,271,222,414,2636,17,13,5.9,128,533,2285,16,4.3,119,99,753,24,,,,,,,,,,,,,,,,,
36,1984,250,4828,1039,4.6,39,16,295,273,495,3132,14,23,5.7,180,489,1696,10,3.5,89,111,928,26,,,,,,,,,,,,,,,,,
37,1983,356,5583,1065,5.2,38,10,327,324,567,3661,27,28,6.1,186,465,1922,13,4.1,113,115,991,28,,,,,,,,,,,,,,,,,
38,1982,140,2718,616,4.4,24,8,176,174,334,1845,9,16,5.1,96,256,873,7,3.4,64,59,461,16,,,,,,,,,,,,,,,,,
39,1981,276,5915,1138,5.2,53,26,364,348,624,3986,21,27,6.0,196,474,1929,11,4.1,131,109,971,37,,,,,,,,,,,,,,,,,
40,1980,357,5588,1013,5.5,28,14,336,337,554,3915,30,14,6.8,207,436,1673,15,3.8,102,117,1042,27,,,,,,,,,,,,,,,,,
41,1979,359,5772,1092,5.3,44,17,350,289,545,3491,28,27,5.9,189,504,2281,16,4.5,125,83,709,36,,,,,,,,,,,,,,,,,
42,1978,334,5347,1036,5.2,50,29,293,236,442,2859,22,21,6.0,130,559,2488,17,4.5,133,128,1170,30,,,,,,,,,,,,,,,,,
43,1977,269,4375,911,4.8,53,22,271,208,377,2175,19,31,5.4,119,510,2200,9,4.3,119,125,1046,33,,,,,,,,,,,,,,,,,
44,1976,267,4542,925,4.9,37,22,260,209,373,2247,21,15,5.7,112,533,2295,9,4.3,119,107,1037,29,,,,,,,,,,,,,,,,,
45,1975,218,3807,915,4.2,37,14,247,220,437,1957,7,23,4.1,114,440,1850,14,4.2,109,85,851,24,,,,,,,,,,,,,,,,,
46,1974,251,3651,876,4.2,39,15,223,179,367,1727,12,24,4.2,92,461,1924,14,4.2,104,78,767,27,,,,,,,,,,,,,,,,,
47,1973,234,3341,859,3.9,37,17,200,152,308,1373,10,20,3.9,79,506,1968,12,3.9,107,70,620,14,,,,,,,,,,,,,,,,,
48,1972,268,3709,817,4.5,28,9,215,158,337,1916,13,19,5.3,101,453,1793,13,4.0,102,57,536,12,,,,,,,,,,,,,,,,,
49,1971,285,3857,859,4.5,45,18,231,188,376,2299,14,27,5.8,127,461,1558,19,3.4,89,68,612,15,,,,,,,,,,,,,,,,,
50,1970,286,4161,870,4.8,38,14,239,190,392,2582,17,24,6.3,134,462,1579,14,3.4,87,65,634,18,,,,,,,,,,,,,,,,,
51,1969,351,4428,845,5.2,35,14,250,199,378,2640,24,21,6.6,138,447,1788,17,4.0,97,58,603,15,,,,,,,,,,,,,,,,,
52,1968,394,4889,831,5.9,30,14,248,184,363,2858,27,16,7.4,123,447,2031,20,4.5,104,74,841,21,,,,,,,,,,,,,,,,,
53,1967,334,4081,821,5.0,35,17,238,160,333,1942,22,18,5.2,102,444,2139,15,4.8,119,72,773,17,,,,,,,,,,,,,,,,,
54,1966,403,5071,846,6.0,25,10,278,212,402,2905,33,15,6.7,142,415,2166,18,5.2,117,69,747,19,,,,,,,,,,,,,,,,,
55,1965,363,4398,836,5.3,25,9,257,160,329,2067,23,16,5.7,97,476,2331,19,4.9,133,84,976,27,,,,,,,,,,,,,,,,,
56,1964,415,4486,807,5.6,26,7,255,181,344,2323,28,19,6.2,118,435,2163,14,5.0,119,60,611,18,,,,,,,,,,,,,,,,,
57,1963,343,4856,807,6.0,37,17,252,164,322,2217,27,20,6.4,100,460,2639,15,5.7,135,52,609,17,,,,,,,,,,,,,,,,,
58,1962,291,4306,784,5.5,33,17,252,200,370,2534,17,16,6.8,133,414,1772,18,4.3,105,56,600,14,,,,,,,,,,,,,,,,,
59,1961,319,4537,796,5.7,33,20,246,185,320,2374,20,13,7.4,120,476,2163,15,4.5,116,47,455,10,,,,,,,,,,,,,,,,,
60,1960,362,3974,647,6.1,17,12,219,160,264,2044,22,5,7.7,96,383,1930,18,5.0,107,49,534,16,,,,,,,,,,,,,,,,,
61,1959,270,4015,733,5.5,14,5,234,159,276,1866,14,9,6.8,109,457,2149,20,4.7,118,36,329,7,,,,,,,,,,,,,,,,,
62,1958,302,4107,681,6.0,22,8,206,110,206,1581,12,14,7.7,71,475,2526,24,5.3,127,59,554,8,,,,,,,,,,,,,,,,,
63,1957,269,3670,696,5.3,24,10,180,108,195,1712,12,14,8.8,76,501,1958,19,3.9,93,66,597,11,,,,,,,,,,,,,,,,,
64,1956,167,3020,682,4.4,30,12,173,105,202,1175,8,18,5.8,63,480,1845,8,3.8,94,52,457,16,,,,,,,,,,,,,,,,,
65,1955,349,3970,770,5.2,29,18,224,130,234,1950,21,11,8.3,98,536,2020,20,3.8,111,64,603,15,,,,,,,,,,,,,,,,,
66,1954,336,4124,771,5.3,39,17,238,174,295,2331,14,22,7.9,112,476,1793,23,3.8,113,83,796,13,,,,,,,,,,,,,,,,,
67,1953,348,4391,682,6.4,24,15,213,191,303,2814,16,9,9.3,122,379,1577,20,4.2,79,86,680,12,,,,,,,,,,,,,,,,,
68,1952,310,4352,768,5.7,37,11,228,184,374,2566,22,26,6.9,119,394,1786,12,4.5,105,85,744,4,,,,,,,,,,,,,,,,,
69,1951,331,3610,686,5.3,36,19,203,151,271,1902,18,17,7.0,99,415,1708,20,4.1,92,117,1017,12,,,,,,,,,,,,,,,,,
70,1950,310,3768,717,5.3,33,12,199,139,260,1679,15,21,6.5,86,457,2089,20,4.6,104,104,968,9,,,,,,,,,,,,,,,,,
71,1949,339,4611,730,6.3,33,21,176,166,296,2929,21,12,9.0,100,403,1682,24,4.2,62,72,617,14,,,,,,,,,,,,,,,,,
72,1948,389,5366,916,5.9,27,11,243,178,344,2809,26,16,7.6,104,544,2557,25,4.7,123,77,761,16,,,,,,,,,,,,,,,,,
73,1947,410,5547,800,6.9,28,16,214,174,296,2990,26,12,9.3,91,479,2557,24,5.3,108,80,650,15,,,,,,,,,,,,,,,,,
74,1946,423,4244,733,5.8,37,30,146,123,237,2266,22,7,9.6,60,496,1978,27,4.0,79,71,600,7,,,,,,,,,,,,,,,,,
