Team Abbreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
atl,316,5110.0,1008.0,5.1,42.0,17,292.0,334,573,3520,28,25,5.7,185.0,395,1590,4,4.0,91.0,111,838,16.0,,,,,,,,,,,,,,,,,
buf,329,5260.0,1078.0,4.9,35.0,17,316.0,304,497,3317,20,18,6.3,176.0,550,1943,12,3.5,117.0,94,630,23.0,,,,,,,,,,,,,,,,,
chi,234,3717.0,913.0,4.1,30.0,14,226.0,230,388,2040,7,16,4.7,113.0,477,1677,10,3.5,98.0,68,587,15.0,,,,,,,,,,,,,,,,,
cin,187,4052.0,986.0,4.1,20.0,9,239.0,272,510,2541,11,11,4.5,133.0,423,1511,3,3.6,89.0,105,773,17.0,,,,,,,,,,,,,,,,,
cle,304,4740.0,948.0,5.0,36.0,17,264.0,262,478,3039,23,19,5.8,152.0,425,1701,8,4.0,91.0,121,842,21.0,,,,,,,,,,,,,,,,,
clt,189,4705.0,988.0,4.8,35.0,20,269.0,332,594,3417,10,15,5.5,180.0,365,1288,4,3.5,71.0,94,685,18.0,,,,,,,,,,,,,,,,,
crd,326,5213.0,1007.0,5.2,31.0,11,295.0,310,522,3404,21,20,6.1,173.0,452,1809,12,4.0,107.0,77,644,15.0,,,,,,,,,,,,,,,,,
dal,376,5615.0,994.0,5.6,22.0,16,322.0,317,475,3454,18,6,6.9,172.0,490,2161,20,4.4,120.0,94,744,30.0,,,,,,,,,,,,,,,,,
den,373,5461.0,1060.0,5.2,28.0,18,327.0,350,553,3768,27,10,6.4,187.0,468,1693,13,3.6,105.0,112,822,35.0,,,,,,,,,,,,,,,,,
det,298,4658.0,937.0,5.0,32.0,13,248.0,264,435,2714,15,19,5.6,139.0,456,1944,9,4.3,101.0,93,665,8.0,,,,,,,,,,,,,,,,,
gnb,340,4750.0,1006.0,4.7,34.0,10,282.0,322,528,3131,19,24,5.6,166.0,448,1619,14,3.6,98.0,85,734,18.0,,,,,,,,,,,,,,,,,
kan,328,4835.0,970.0,5.0,28.0,18,300.0,287,490,3180,20,10,6.1,180.0,445,1655,14,3.7,94.0,121,969,26.0,,,,,,,,,,,,,,,,,
mia,349,5812.0,1030.0,5.6,34.0,16,309.0,342,581,4353,27,18,7.1,207.0,419,1459,10,3.5,85.0,81,663,17.0,,,,,,,,,,,,,,,,,
min,277,4824.0,1008.0,4.8,24.0,10,283.0,315,526,3200,18,14,5.7,182.0,447,1624,8,3.6,85.0,109,806,16.0,,,,,,,,,,,,,,,,,
nor,317,4707.0,935.0,5.0,34.0,13,264.0,274,481,2941,18,21,5.6,158.0,414,1766,10,4.3,94.0,81,663,12.0,,,,,,,,,,,,,,,,,
nwe,238,5065.0,1091.0,4.6,34.0,10,315.0,289,566,3285,17,24,5.6,169.0,502,1780,9,3.5,116.0,64,468,30.0,,,,,,,,,,,,,,,,,
nyg,288,5145.0,1024.0,5.0,17.0,8,300.0,257,424,2935,17,9,6.3,153.0,560,2210,11,3.9,127.0,90,596,20.0,,,,,,,,,,,,,,,,,
nyj,270,5212.0,1031.0,5.1,28.0,16,304.0,294,489,3332,16,12,6.5,173.0,521,1880,14,3.6,106.0,86,555,25.0,,,,,,,,,,,,,,,,,
oti,368,5658.0,1066.0,5.3,45.0,20,330.0,357,614,3866,23,25,5.9,208.0,409,1792,11,4.4,101.0,132,1005,21.0,,,,,,,,,,,,,,,,,
phi,293,4922.0,1054.0,4.7,34.0,21,303.0,328,556,3161,23,13,5.3,184.0,456,1761,7,3.9,104.0,101,770,15.0,,,,,,,,,,,,,,,,,
pit,308,5235.0,1079.0,4.9,27.0,15,307.0,299,540,3232,16,12,5.5,180.0,491,2003,13,4.1,116.0,100,861,11.0,,,,,,,,,,,,,,,,,
rai,306,5014.0,978.0,5.1,25.0,11,292.0,281,495,3589,17,14,6.6,168.0,433,1425,10,3.3,95.0,148,1181,29.0,,,,,,,,,,,,,,,,,
ram,221,4804.0,953.0,5.0,30.0,11,278.0,247,473,2790,16,19,5.5,147.0,449,2014,8,4.5,117.0,71,526,14.0,,,,,,,,,,,,,,,,,
sdg,322,4967.0,1050.0,4.7,19.0,5,313.0,301,563,3143,18,14,5.3,171.0,455,1824,14,4.0,120.0,87,699,22.0,,,,,,,,,,,,,,,,,
sea,280,4669.0,1019.0,4.6,31.0,13,279.0,280,498,2654,13,18,4.9,144.0,473,2015,13,4.3,114.0,99,745,21.0,,,,,,,,,,,,,,,,,
sfo,473,6435.0,1022.0,6.3,30.0,13,372.0,354,524,4302,29,17,7.7,212.0,463,2133,26,4.6,134.0,95,800,26.0,,,,,,,,,,,,,,,,,
tam,237,4311.0,949.0,4.5,36.0,11,241.0,262,508,3021,19,25,5.5,141.0,402,1290,6,3.2,80.0,89,765,20.0,,,,,,,,,,,,,,,,,
was,230,4273.0,969.0,4.4,31.0,10,255.0,287,533,2545,11,21,4.4,143.0,396,1728,11,4.4,92.0,90,597,20.0,,,,,,,,,,,,,,,,,
