Year,Age,Level,Employer,Role
1920,25,APFA,Decatur Staleys,Head Coach
1921,26,APFA,Chicago Staleys,Head Coach
1922,27,NFL,Chicago Bears,Head Coach
1923,28,NFL,Chicago Bears,Head Coach
1924,29,NFL,Chicago Bears,Head Coach
1925,30,NFL,Chicago Bears,Head Coach
1926,31,NFL,Chicago Bears,Head Coach
1927,32,NFL,Chicago Bears,Head Coach
1928,33,NFL,Chicago Bears,Head Coach
1929,34,NFL,Chicago Bears,Head Coach
1933,38,NFL,Chicago Bears,Head Coach
1934,39,NFL,Chicago Bears,Head Coach
1935,40,NFL,Chicago Bears,Head Coach
1936,41,NFL,Chicago Bears,Head Coach
1937,42,NFL,Chicago Bears,Head Coach
1938,43,NFL,Chicago Bears,Head Coach
1939,44,NFL,Chicago Bears,Head Coach
1940,45,NFL,Chicago Bears,Head Coach
1941,46,NFL,Chicago Bears,Head Coach
1942,47,NFL,Chicago Bears,Head Coach
1946,51,NFL,Chicago Bears,Head Coach
1947,52,NFL,Chicago Bears,Head Coach
1948,53,NFL,Chicago Bears,Head Coach
1949,54,NFL,Chicago Bears,Head Coach
1950,55,NFL,Chicago Bears,Head Coach
1951,56,NFL,Chicago Bears,Head Coach
1952,57,NFL,Chicago Bears,Head Coach
1953,58,NFL,Chicago Bears,Head Coach
1954,59,NFL,Chicago Bears,Head Coach
1955,60,NFL,Chicago Bears,Head Coach
1958,63,NFL,Chicago Bears,Head Coach
1959,64,NFL,Chicago Bears,Head Coach
1960,65,NFL,Chicago Bears,Head Coach
1961,66,NFL,Chicago Bears,Head Coach
1962,67,NFL,Chicago Bears,Head Coach
1963,68,NFL,Chicago Bears,Head Coach
1964,69,NFL,Chicago Bears,Head Coach
1965,70,NFL,Chicago Bears,Head Coach
1966,71,NFL,Chicago Bears,Head Coach
1967,72,NFL,Chicago Bears,Head Coach
