Year,Age,Level,Employer,Role
1949,26,NFL,New York Giants,Backfield Coach
1950,27,NFL,New York Giants,Backfield Coach
1951,28,NFL,New York Giants,Backfield Coach
1952,29,NFL,New York Giants,Backfield Coach
1953,30,CFL,Winnipeg Blue Bombers,Head Coach
1954,31,CFL,Winnipeg Blue Bombers,Head Coach
1955,32,CFL,Winnipeg Blue Bombers,Head Coach
1956,33,CFL,Winnipeg Blue Bombers,Head Coach
1959,36,NFL,New York Giants,Offensive Coordinator
1960,37,NFL,New York Giants,Offensive Coordinator
1961,38,NFL,New York Giants,Head Coach
1962,39,NFL,New York Giants,Head Coach
1963,40,NFL,New York Giants,Head Coach
1964,41,NFL,New York Giants,Head Coach
1965,42,NFL,New York Giants,Head Coach
1966,43,NFL,New York Giants,Head Coach
1967,44,NFL,New York Giants,Head Coach
1968,45,NFL,New York Giants,Head Coach
