Year,Tm,Role,Tms,WL%,T/G,Pts±,Yds±,Yds,Pts,GvA,Att,Yds Rushing Off,TD,Y/A,FL,Att Passing Off,Yds Defense,TD Rushing Def,Int,NY/A,Yds Passing Def,Pts_2,TkA,Att_2,Yds_5,TD_2,Y/A_1,FR,Att_3,Yds_6,TD_3,Int_1,nY/A
1942,CHI,HC,10,1,3,1,1,1,1,9,2,1,1,1,9,7,2,2,8,1,1,1,1,1,1,1,1,2,10,3,3,1,1
1943,CHI,HC,10,1,4,1,1,1,1,5,2,2,2,1,8,4,1,1,2,1,2,2,4,2,6,5,7,8,3,1,1,3,1
1944,CHI,HC,11,4,6,4,1,1,2,5,3,2,2,3,8,4,2,1,4,1,2,6,6,1,2,5,5,7,6,1,4,6,2
1945,CHI,HC,10,8,7,7,4,3,6,2,1,4,5,4,5,2,1,4,2,4,5,10,10,3,9,10,10,9,4,3,5,7,5
