,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
0,1928,33,Dayton Triangles,NFL,7,0,7,0,.000,-10.4,-4.5,-6.0,,,,,10,
1,1929,34,Dayton Triangles,NFL,6,0,6,0,.000,-16.3,-5.0,-11.3,,,,,12,
