Year,Age,Level,Employer,Role
1982,28,NFL,Los Angeles Raiders,Asst. ST Coach
1983,29,NFL,Los Angeles Raiders,Asst. ST Coach
1984,30,NFL,Los Angeles Raiders,Asst. ST Coach
1985,31,NFL,Los Angeles Raiders,Asst. RB Coach
1986,32,NFL,Los Angeles Raiders,Asst. RB Coach
1987,33,NFL,Los Angeles Raiders,Asst. RB Coach
1988,34,NFL,Los Angeles Raiders,Tight Ends
1989,35,NFL,Los Angeles Raiders,Offensive Coordinator
1990,36,NFL,Los Angeles Raiders,Offensive Coordinator
1991,37,NFL,Los Angeles Raiders,Offensive Coordinator
1992,38,NFL,Los Angeles Raiders,Offensive Coordinator
1994,40,NFL,Washington Redskins,Wide Receivers
1995,41,NFL,Washington Redskins,Wide Receivers
1996,42,NFL,Washington Redskins,Wide Receivers
1997,43,NFL,Washington Redskins,Wide Receivers
1998,44,NFL,Washington Redskins,Wide Receivers
1999,45,NFL,Washington Redskins,Passing Game Coordinator
2000,46,NFL,Washington Redskins,Passing Game Coordinator/Interim HC
2001,47,NFL,Cleveland Browns,Wide Receivers
2002,48,NFL,Cleveland Browns,Wide Receivers
2003,49,NFL,Cleveland Browns,Wide Receivers
2004,50,NFL,Cleveland Browns,Offensive Coordinator/Interim HC
2005,51,NFL,Cleveland Browns,Wide Receivers
2006,52,NFL,Cleveland Browns,Wide Receivers
2007,53,NFL,Miami Dolphins,Wide Receivers
2008,54,NFL,Atlanta Falcons,Wide Receivers
2009,55,NFL,Atlanta Falcons,Wide Receivers
2010,56,NFL,Atlanta Falcons,Wide Receivers
2011,57,NFL,Atlanta Falcons,Wide Receivers
2012,58,NFL,Atlanta Falcons,Wide Receivers
2013,59,NFL,Atlanta Falcons,Asst. Head Coach/Wide Receivers
2014,60,NFL,Atlanta Falcons,Asst. Head Coach/Wide Receivers
2015,61,NFL,Atlanta Falcons,Wide Receivers
2016,62,NFL,Tennessee Titans,Offensive Coordinator
2017,63,NFL,Tennessee Titans,Offensive Coordinator
2018,64,NFL,Buffalo Bills,Wide Receivers
2019,65,NFL,Jacksonville Jaguars,Running Backs
2020,66,NFL,Jacksonville Jaguars,Running Backs
