,Year,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
0,2024,434,5921,1088,5.4,25,10,361,372,573,3799,30,15,6.2,192,479,2122,20,4.4,137,101,826,32,183,39.3,12.6,Own 29.1,2:46,6.1,32.3,2.27,207,87,42.0%,27,16,59.3%,53,36,67.9%
1,2023,384,6368,1055,6.0,26,9,351,364,555,4223,23,17,7.1,201,456,2145,17,4.7,127,92,784,23,187,38.5,13.4,Own 28.3,2:43,5.8,34.0,2.01,213,87,40.8%,15,7,46.7%,60,31,51.7%
2,2022,322,5371,996,5.4,24,11,295,329,559,3665,17,13,6.2,173,407,1706,12,4.2,102,100,832,20,176,36.4,13.1,Own 28.0,2:35,5.9,30.6,1.77,212,84,39.6%,23,9,39.1%,50,26,52.0%
3,2021,376,5964,1075,5.5,21,8,339,420,626,4222,26,13,6.3,213,407,1742,15,4.3,107,116,946,19,189,33.9,11.1,Own 29.1,2:42,5.9,31.5,1.88,221,92,41.6%,18,7,38.9%,53,32,60.4%
4,2020,424,6227,1021,6.1,17,6,343,340,541,3859,32,11,6.9,192,463,2368,13,5.1,126,99,795,25,180,43.3,9.4,Own 29.0,2:37,5.9,34.6,2.30,210,91,43.3%,16,10,62.5%,58,37,63.8%
5,2019,420,6299,1034,6.1,16,5,328,308,499,3917,25,11,7.4,183,504,2382,17,4.7,124,122,988,21,183,39.3,8.7,Own 27.8,2:43,5.8,34.4,2.10,209,89,42.6%,10,5,50.0%,51,25,49.0%
6,2018,455,6618,1084,6.1,18,6,372,389,584,4414,32,12,7.1,221,466,2204,17,4.7,125,113,944,26,177,46.3,10.2,Own 28.8,2:57,6.3,37.4,2.50,223,109,48.9%,17,11,64.7%,61,39,63.9%
7,2017,349,5425,1091,5.0,14,3,325,336,561,3379,20,11,5.6,173,489,2046,13,4.2,111,106,906,41,184,37.0,7.6,Own 29.3,2:52,6.2,29.4,1.83,241,98,40.7,19,9,47.4,56,26,46.4
8,2016,315,5612,1038,5.4,20,3,327,374,593,3800,22,17,6.1,196,412,1812,12,4.4,95,105,950,36,176,34.7,11.4,Own 27.2,2:47,6.1,31.8,1.81,217,86,39.6%,19,9,47.4%,49,25,51.0%
9,2015,279,5453,1032,5.3,28,7,307,415,646,3976,18,21,5.8,202,344,1477,8,4.3,74,116,1063,31,180,28.9,15.0,Own 24.7,2:39,5.9,30.3,1.44,218,86,39.4%,20,9,45.0%,38,18,47.4%
10,2014,344,5749,1067,5.4,26,6,337,365,608,3888,18,20,6.2,197,439,1861,16,4.2,105,105,876,35,184,32.6,13.6,Own 26.2,2:39,6.0,31.1,1.72,215,79,36.7%,19,10,52.6%,55,27,49.1%
11,2013,305,4888,1042,4.7,31,11,282,362,614,3344,22,20,5.1,178,385,1544,6,4.0,72,69,692,32,197,27.4,15.2,Own 29.5,2:20,5.4,24.8,1.39,225,74,32.9%,16,5,31.3%,36,18,50.0%
12,2012,320,5115,1034,4.9,30,16,307,346,560,3400,16,14,5.6,183,423,1715,13,4.1,99,90,779,25,191,29.3,14.1,Own 25.6,2:29,5.6,26.7,1.49,219,79,36.1%,12,5,41.7%,41,21,51.2%
13,2011,323,5060,1009,5.0,22,12,284,319,539,3385,21,10,5.8,170,425,1675,14,3.9,94,101,878,20,200,28.5,11.0,Own 26.1,2:22,5.2,25.0,1.56,220,78,35.5%,11,4,36.4%,41,24,58.5%
14,2010,395,5312,957,5.6,26,10,290,326,514,3469,21,16,6.4,170,416,1843,15,4.4,97,95,776,23,182,35.2,13.2,Own 29.7,2:32,5.4,29.2,1.85,198,75,37.9%,7,2,28.6%,45,21,46.7%
15,2009,291,4822,980,4.9,25,6,276,318,547,3249,18,19,5.6,165,399,1573,12,3.9,95,99,767,16,185,28.6,13.5,Own 31.4,2:28,5.5,25.8,1.51,210,81,38.6%,15,7,46.7%,40,19,47.5%
16,2008,364,5208,1013,5.1,24,12,296,315,506,3287,23,12,6.3,169,490,1921,15,3.9,106,102,772,21,184,32.6,12.0,Own 31.1,2:47,5.6,28.2,1.80,218,93,42.7%,11,5,45.5%,49,29,59.2%
17,2007,385,5580,1011,5.5,35,16,313,353,540,3687,29,19,6.6,200,449,1893,11,4.2,98,88,712,15,181,35.9,18.8,Own 31.9,2:42,5.7,30.7,1.96,201,86,42.8%,17,9,52.9%,56,27,48.2%
18,2006,331,5681,1038,5.5,31,12,337,349,555,3818,24,19,6.5,206,448,1863,15,4.2,109,97,836,22,186,30.6,14.5,Own 29.3,2:42,5.7,30.5,1.76,211,88,41.7%,21,11,52.4%,52,29,55.8%
19,2005,350,5419,976,5.6,44,13,321,324,519,3569,21,31,6.5,185,429,1850,16,4.3,109,110,985,27,179,34.6,23.5,Own 30.6,2:36,5.6,30.2,1.87,190,81,42.6%,14,6,42.9%,48,26,54.2%
20,2004,372,5365,1031,5.2,36,16,303,313,520,3303,23,20,5.9,158,474,2062,11,4.4,123,106,887,22,195,31.8,16.4,Own 31.7,2:31,5.5,27.4,1.65,218,80,36.7%,15,5,33.3%,52,25,48.1%
21,2003,384,5620,999,5.6,24,10,320,297,508,3402,23,14,6.3,177,461,2218,18,4.8,119,108,921,24,181,38.1,13.3,Own 32.4,2:35,5.7,30.9,2.05,206,85,41.3%,14,9,64.3%,55,30,54.5%
22,2002,456,5265,976,5.4,20,11,315,287,454,3262,30,9,6.8,182,498,2003,16,4.0,104,101,867,29,179,38.5,10.6,Own 35.5,2:47,5.6,29.3,2.18,199,83,41.7%,14,7,50.0%,58,32,55.2%
23,2001,309,4832,1013,4.8,28,15,281,311,512,3157,23,13,5.6,173,453,1675,10,3.7,86,101,837,22,198,27.8,13.1,Own 35.9,2:31,5.3,24.2,1.50,225,86,38.2%,13,5,38.5%,49,24,49.0%
24,2000,359,5487,1068,5.1,21,12,307,318,538,3562,26,9,6.3,182,504,1925,12,3.8,101,115,924,24,195,32.8,9.7,Own 36.0,2:41,5.7,28.1,1.76,239,102,42.7%,13,4,30.8%,61,28,45.9%
25,1999,460,5497,1011,5.4,27,15,316,312,522,3798,28,12,6.8,189,454,1699,22,3.7,99,105,835,28,196,40.3,12.2,Own 36.9,2:27,5.3,28.0,2.23,208,84,40.4%,13,5,38.5%,69,38,55.1%
26,1998,452,5763,992,5.8,20,7,310,233,406,3151,23,13,7.3,152,558,2612,23,4.7,142,127,1012,16,,,,,,,,,,,,,,,,,
27,1997,405,5682,1091,5.2,23,10,351,309,542,3459,30,13,6.0,188,514,2223,15,4.3,141,107,951,22,,,,,,,,,,,,,,,,,
28,1996,369,5469,1047,5.2,44,10,317,319,571,3826,22,34,6.3,196,444,1643,15,3.7,109,102,768,12,,,,,,,,,,,,,,,,,
29,1995,374,6349,1127,5.6,24,12,354,364,602,4245,25,12,6.6,215,483,2104,10,4.4,117,116,1143,22,,,,,,,,,,,,,,,,,
30,1994,406,5154,1053,4.9,18,8,310,294,505,3248,22,10,6.1,168,517,1906,16,3.7,126,99,861,16,,,,,,,,,,,,,,,,,
31,1993,319,5018,1000,5.0,26,14,306,251,457,2798,20,12,5.8,159,521,2220,15,4.3,134,73,567,13,,,,,,,,,,,,,,,,,
32,1992,364,5333,1024,5.2,33,17,319,288,489,3326,24,16,6.2,168,490,2007,15,4.1,126,95,797,25,,,,,,,,,,,,,,,,,
33,1991,435,5652,980,5.8,31,14,308,303,505,3990,26,17,7.6,191,454,1662,20,3.7,100,94,808,17,,,,,,,,,,,,,,,,,
34,1990,352,5605,1010,5.5,31,16,308,300,543,3520,24,15,6.2,180,442,2085,15,4.7,116,101,824,12,,,,,,,,,,,,,,,,,
35,1989,285,5297,997,5.3,37,16,280,256,482,3135,22,21,6.1,151,482,2162,9,4.5,114,122,1060,15,,,,,,,,,,,,,,,,,
36,1988,329,5182,1059,4.9,36,14,322,283,524,3134,19,22,5.5,177,493,2048,18,4.2,126,95,873,19,,,,,,,,,,,,,,,,,
37,1987,370,4697,937,5.0,26,12,286,267,456,3056,24,14,6.2,169,441,1641,15,3.7,99,79,669,18,,,,,,,,,,,,,,,,,
38,1986,394,5274,1051,5.0,28,11,336,278,495,3152,17,17,5.9,171,514,2122,23,4.1,134,93,840,31,,,,,,,,,,,,,,,,,
39,1985,437,5663,1019,5.6,38,19,337,297,518,3664,26,19,6.6,194,461,1999,23,4.3,118,84,731,25,,,,,,,,,,,,,,,,,
40,1984,339,5259,1034,5.1,40,15,322,302,517,3391,15,25,6.1,191,477,1868,21,3.9,115,90,743,16,,,,,,,,,,,,,,,,,
41,1983,302,4327,973,4.4,39,16,276,288,502,2828,17,23,5.2,156,430,1499,16,3.5,96,100,871,24,,,,,,,,,,,,,,,,,
42,1982,177,2893,551,5.3,20,6,170,187,306,2043,12,14,6.2,102,223,850,8,3.8,61,64,551,7,,,,,,,,,,,,,,,,,
43,1981,304,5289,1055,5.0,37,18,324,316,548,3408,24,19,5.8,167,465,1881,12,4.0,126,104,787,31,,,,,,,,,,,,,,,,,
44,1980,312,4804,995,4.8,42,22,286,284,491,3124,22,20,5.9,154,469,1680,13,3.6,111,106,809,21,,,,,,,,,,,,,,,,,
45,1979,421,5911,1052,5.6,44,24,334,275,492,3692,27,20,7.0,175,528,2219,22,4.2,133,101,871,26,,,,,,,,,,,,,,,,,
46,1978,284,4632,1036,4.5,37,17,269,193,396,2236,14,20,5.2,118,607,2396,16,3.9,121,123,1074,30,,,,,,,,,,,,,,,,,
47,1977,235,4124,901,4.6,39,23,253,196,351,2227,14,16,5.9,113,525,1897,15,3.6,113,103,788,27,,,,,,,,,,,,,,,,,
48,1976,210,3670,930,3.9,41,15,234,177,364,1758,13,26,4.3,103,520,1912,11,3.7,116,90,768,15,,,,,,,,,,,,,,,,,
49,1975,246,3923,889,4.4,44,22,241,175,389,1729,11,22,4.2,107,473,2194,15,4.6,115,91,824,19,,,,,,,,,,,,,,,,,
50,1974,259,3942,892,4.4,20,11,256,186,359,1790,13,9,4.5,109,497,2152,16,4.3,127,77,640,20,,,,,,,,,,,,,,,,,
51,1973,231,3705,840,4.4,34,16,219,182,338,1898,9,18,5.0,97,459,1807,15,3.9,109,78,710,13,,,,,,,,,,,,,,,,,
52,1972,229,3552,794,4.5,29,9,207,167,350,1737,11,20,4.5,92,406,1815,11,4.5,98,69,581,17,,,,,,,,,,,,,,,,,
53,1971,265,3906,811,4.8,39,12,213,157,335,2128,19,27,5.8,102,446,1778,11,4.0,93,72,722,18,,,,,,,,,,,,,,,,,
54,1970,255,4178,874,4.8,39,16,236,209,428,2635,18,23,5.8,131,418,1543,11,3.7,87,81,784,18,,,,,,,,,,,,,,,,,
55,1969,367,5337,935,5.7,36,15,278,205,396,2686,24,21,6.5,130,523,2651,13,5.1,135,72,824,13,,,,,,,,,,,,,,,,,
56,1968,329,4717,916,5.1,19,9,275,212,411,2620,25,10,5.9,140,473,2097,13,4.4,116,62,632,19,,,,,,,,,,,,,,,,,
