Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
1975,41,KAN,NFL,14,5,9,0,.357,-4.2,-0.6,-3.7,,,,,3,
1976,42,KAN,NFL,14,5,9,0,.357,-4.7,2.2,-6.9,,,,,4,
1977,43,KAN,NFL,7,1,6,0,.143,-4.9,0.9,-5.8,,,,,5,
