Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
1929,30,BUF,NFL,9,1,7,1,.125,-10.0,-4.7,-5.3,,,,,10,
1933,34,CIN,NFL,3,0,3,0,.000,-11.6,-8.7,-2.9,,,,,4,
