Year,Tm,Role,Tms,WL%,T/G,Pts±,Yds±,Yds,Pts,GvA,Att,Yds Rushing Off,TD,Y/A,FL,Att Passing Off,Yds Defense,TD Rushing Def,Int,NY/A,Yds Passing Def,Pts_2,TkA,Att_2,Yds_5,TD_2,Y/A_1,FR,Att_3,Yds_6,TD_3,Int_1,nY/A
1961,BOS,HC,8,3,2,3,4,4,2,1,6,4,6,2,1,7,5,2,1,4,3,3,6,2,1,2,1,2,6,8,6,8,5
1962,BOS,HC,8,3,3,3,3,3,4,2,4,3,7,3,6,6,3,3,1,1,5,4,8,4,2,4,2,8,6,8,3,8,8
1963,BOS,HC,8,3,4,4,4,6,4,5,2,4,3,6,1,7,6,7,6,5,1,2,5,2,1,3,1,7,8,3,3,3,1
1964,BOS,HC,8,2,2,2,4,6,3,1,6,6,7,7,3,3,3,2,2,4,4,2,2,2,2,3,2,3,8,6,4,3,3
1965,BOS,HC,8,6,8,6,6,8,8,6,6,8,7,8,3,3,6,6,6,7,3,5,8,6,6,3,6,8,2,4,1,7,6
1966,BOS,HC,9,3,4,4,5,6,6,3,1,2,3,3,6,8,7,6,3,5,5,3,5,3,2,2,2,3,9,9,7,6,7
1967,BOS,HC,9,8,9,7,6,5,5,9,6,5,6,5,9,5,5,5,8,5,6,7,7,4,2,5,2,2,3,7,8,8,6
1968,BOS,HC,10,8,10,10,8,9,8,10,6,10,10,10,9,7,8,8,9,9,7,10,3,9,6,10,5,2,6,5,6,4,5
1976,NYJ,HC,28,24,27,27,26,25,26,28,24,20,21,4,27,6,24,28,27,25,25,26,15,26,26,13,23,6,17,21,26,22,21
