Year,Age,Level,Employer,Role
1952,25,College,Florida,Assistant Coach
1953,26,College,Florida,Assistant Coach
1954,27,College,Tulane,Assistant Coach
1955,28,College,Georgia,Assistant Coach
1956,29,College,Georgia,Assistant Coach
1957,30,College,Georgia,Assistant Coach
1958,31,College,Georgia,Assistant Coach
1959,32,College,Army,Assistant Coach
1960,33,College,Army,Assistant Coach
1961,34,College,Army,Assistant Coach
1962,35,College,Tulane,Assistant Coach
1963,36,AFL,Oakland Raiders,Offensive Backfield
1964,37,AFL,Oakland Raiders,Offensive Backfield
1965,38,AFL,Oakland Raiders,Offensive Backfield
1966,39,AFL,Oakland Raiders,Head Coach
1967,40,AFL,Oakland Raiders,Head Coach
1968,41,AFL,Oakland Raiders,Head Coach
1969,42,AFL,Buffalo Bills,Head Coach
1970,43,NFL,Buffalo Bills,Head Coach
1971,44,NFL,Philadelphia Eagles,Quarterbacks
1972,45,NFL,Philadelphia Eagles,Quarterbacks
1973,46,CFL,Toronto Argonauts,Head Coach
1974,47,CFL,Toronto Argonauts,Head Coach
1975,48,NFL,Atlanta Falcons,Offensive Backfield
1976,49,NFL,Atlanta Falcons,Offensive Coordinator
1976,49,NFL,Tampa Bay Buccaneers,Offensive Coordinator
